 报告日期,2017-09-30,2017-06-30,2016-12-31,2016-09-30,2015-12-31,2015-06-30,2014-12-31,2013-12-31,2012-12-31, 
 销售商品、提供劳务收到的现金(万元),14628,9243,18212,12890,14658,6690,14328,11815,11197, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),--,--,--,--,--,--,--,--,--, 
 收到的其他与经营活动有关的现金(万元),61,55,39,20,495,161,693,704,731, 
 经营活动现金流入小计(万元),14689,9298,18251,12910,15153,6851,15021,12519,11928, 
 购买商品、接受劳务支付的现金(万元),6942,3555,6399,4781,6120,2993,6285,5208,4139, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),2397,1587,2920,2147,2995,1524,2894,2586,2101, 
 支付的各项税费(万元),1796,1102,2472,1704,1736,800,1323,1209,1463, 
 支付的其他与经营活动有关的现金(万元),456,305,658,348,1027,469,938,718,817, 
 经营活动现金流出小计(万元),11591,6550,12448,8980,11877,5786,11440,9721,8520, 
 经营活动产生的现金流量净额(万元),3098,2748,5803,3930,3276,1065,3581,2798,3408, 
 收回投资所收到的现金(万元),11456,7615,9104,6793,11499,--,--,--,--, 
 取得投资收益所收到的现金(万元),20,20,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),0,0,--,0,0,--,31,--,4, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--, 
