 报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2008-12-31,2007-12-31,2006-12-31, 
 销售商品、提供劳务收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,0,--,0,0, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,0,--,0,0, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,0,--,0,0, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,0,--,0,0, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,0,--,0,0, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,0,--,0,0, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,0,--,0,0, 
 处置交易性金融资产净增加额(万元),889316,--,--,290643,--,1645657,1947222,1038319,1056274,--,--,--,--,--,--,--,95312,861927,1125926,--,--,--,--,--,--,172347,601918,237659,698093,--,--,0,18624,--,--,91447,564888,31721,63904, 
 收取利息、手续费及佣金的现金(万元),390267,1576058,1167398,742214,341840,1625764,1223310,836623,411984,2858575,2218726,1492426,498396,1068511,639385,375545,175724,618864,431595,256840,127974,431641,337498,229729,115667,574249,465236,330138,166511,721186,479456,341179,178852,887034,641559,343956,--,809164,171303, 
 拆入资金净增加额(万元),353000,--,607000,25000,--,--,--,--,--,--,--,--,--,360000,--,50000,--,88900,98900,38900,318900,11100,--,--,--,--,--,--,--,--,--,0,0,--,--,0,--,0,0, 
 回购业务资金净增加额(万元),--,--,--,166993,--,--,--,410847,--,--,--,463617,--,4017680,1913326,771630,218039,--,--,--,--,508016,113914,365452,189162,--,--,--,--,472461,277013,127735,0,182344,--,0,186589,42588,0, 
 收到的税费返还(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,0,--,0,0, 
 收到的其他与经营活动有关的现金(万元),192952,239748,322337,192307,83900,118121,139259,141919,37303,169897,133271,341891,422885,582487,242197,64708,41016,110757,207190,124464,113314,16283,62153,4448,575,17517,19580,4358,404,44537,3044,6791,9213,15603,7629,29613,289303,212489,20770, 
 经营活动现金流入小计(万元),2863775,1815806,2096735,1518664,425741,4510655,4666230,4215909,3171085,6096981,6667632,9724679,2630316,9045892,4012243,1616814,757382,1680448,1863611,512737,707779,967041,513565,599628,605696,764113,1086733,572155,865009,1238185,759513,475705,957571,4147346,3221442,1128502,1040780,6620081,1405546, 
 购买商品、接受劳务支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,0,--,0,0, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,0,--,0,0, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,0,--,0,0, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,0,--,0,0, 
 支付利息、手续费及佣金的现金(万元),66434,358212,274375,181539,64476,350791,272261,191308,86067,590508,469654,327031,130536,199680,105886,59921,26252,114861,100555,66535,31332,122736,97648,66815,33385,140947,106455,71945,36251,157795,104618,65942,32140,120894,94349,49626,109397,130455,31125, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,0,--,0,0, 
 支付给职工以及为职工支付的现金(万元),103926,445212,363506,174728,88369,571263,481059,312146,104176,390810,312414,236607,63770,200747,151235,109838,36889,174020,132091,96903,36071,139821,105547,71245,39782,164611,118484,84765,61493,142851,109563,89529,61493,138235,103909,65582,95482,81427,19879, 
 支付的各项税费(万元),62473,187585,134493,104064,31960,308737,246504,213245,77960,445648,373605,162397,27893,136700,80360,60541,22611,69538,48630,33867,16678,55305,48178,29273,2001,112648,97502,82972,40998,117528,91994,78784,36180,134223,92568,69226,137744,152036,15134, 
 支付的其他与经营活动有关的现金(万元),182354,347979,280315,195677,62130,438727,493814,333880,163343,487916,347245,274740,355047,112680,61128,45788,15084,167921,1186866,765712,381893,297867,247889,194316,80535,229829,68407,50474,97468,92515,273280,60108,126430,233674,288515,215432,152797,419166,271562, 
 经营活动现金流出小计(万元),1323848,6071215,3810008,1417103,947374,6905099,4334861,2759616,2140717,7927744,6257600,8327716,4230256,7084998,3268954,1597655,417085,3523331,3096328,1508476,1640041,1284780,1405547,993336,350487,3320693,3349189,2470993,1899878,1316262,2425158,914367,270059,1935568,677536,470866,4683210,783084,388143, 
 经营活动产生的现金流量净额(万元),1539926,-4255409,-1713273,101561,-521633,-2394444,331369,1456294,1030368,-1830763,410032,1396964,-1599940,1960894,743289,19159,340297,-1842883,-1232717,-995739,-932262,-317739,-891982,-393707,255209,-2556580,-2262456,-1898837,-1034869,-78077,-1665645,-438662,687512,2211778,2543906,657636,-3642430,5836997,1017403, 
 收回投资所收到的现金(万元),120969,--,--,--,292111,985169,237085,--,--,--,--,103692,--,--,--,593,593,--,--,--,--,3517,--,--,--,8988,--,--,--,--,--,0,0,60051,--,0,35942,3545,985, 
 取得投资收益所收到的现金(万元),28962,93116,65476,35361,15129,130001,81812,59142,--,11507,8630,75951,--,7013,7013,6125,1050,17929,17537,17471,425,11436,11012,7350,--,25553,25553,25553,--,45866,45866,45866,0,252,--,6652,27145,60728,15448, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,29,25,20,68,4,26,7,32,16,9,14,25,18,12,1,20,17,13,413,1352,4761, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,234023,262849,0,--,0,0, 
 收到的其他与投资活动有关的现金(万元),39,151,118,92,52,32,55,46,32,70,41,37,14,74,17,13,5,53,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,12600,--,0,--,0,0, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,0,--,0,0, 
 投资活动现金流入小计(万元),149969,93267,65594,35453,307292,1115202,318952,59188,32,11578,8671,179680,14,7087,7030,6731,1649,17982,17566,17496,445,15021,11016,7376,7,34573,25569,25561,14,45891,45884,45878,1,306946,262866,6665,63499,65625,21194, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),4366,26892,13318,7293,2447,43681,24298,12473,2639,40138,18503,11793,3371,36208,18390,11554,6627,28222,15084,6338,4904,16479,9710,5695,3065,19785,8882,6211,1377,14848,7904,4798,1436,12322,7231,4602,57380,26834,13870, 
 投资所支付的现金(万元),--,829545,578148,53217,--,94541,--,246377,--,--,--,--,--,--,--,--,--,31841,6455,1815,500,18961,19065,19065,18960,42147,42067,37383,7383,19244,6528,2765,2778,90000,--,0,--,-1377,0, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,0,--,0,0, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,0,413662,0,0, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1354,0,0,40,40,0,11944,0,0, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,0,--,0,0, 
 投资活动现金流出小计(万元),4366,856437,591467,60511,2447,138221,24298,258850,2639,40138,18503,11793,3371,36208,18390,11554,6627,60063,21539,8153,5404,35440,28775,24760,22025,61932,50949,43594,8760,34092,15785,7564,4214,102362,7271,4602,482986,25457,13870, 
 投资活动产生的现金流量净额(万元),145603,-763170,-525872,-25057,304846,976981,294653,-199661,-2607,-28560,-9832,167887,-3358,-29121,-11360,-4823,-4978,-42082,-3973,9343,-4959,-20419,-17759,-17384,-22018,-27359,-25381,-18032,-8746,11799,30099,38314,-4214,204584,255595,2064,-419487,40168,7324, 
 吸收投资收到的现金(万元),--,1500450,1500450,1500450,900000,920832,--,--,--,1291,962,812,812,1114919,1110174,1110174,--,1770,1280,300,--,200,--,--,--,--,--,--,--,--,--,0,0,1091486,--,0,--,0,150000, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,450,450,450,--,--,--,--,--,1291,962,812,812,--,--,--,--,1770,1280,300,--,200,--,--,--,--,--,--,--,--,--,0,0,--,--,0,--,0,0, 
 取得借款收到的现金(万元),2261,484498,405543,223709,158312,840,224786,10333,11726,39669,13858,157395,138327,156579,59642,61388,54813,82019,73643,25181,--,7861,8712,7082,11512,21352,13938,8697,8594,20863,153790,0,29848,15820,107451,111073,629204,4857327,1856433, 
 发行债券收到的现金(万元),1972732,9284958,5425152,2888673,1984395,2099571,171338,3000,--,10384869,9892294,9509308,4610884,3746315,2310000,1470000,930000,3870000,3090000,2160000,1600000,1260000,660000,400000,--,--,--,--,--,--,--,0,0,--,--,0,--,0,0, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,0,400000,0,0, 
 筹资活动现金流入小计(万元),1974993,11269906,7331145,4612832,3042707,3021243,396124,13333,11726,10425829,9907113,9667515,4750022,5017812,3479816,2641562,984813,3953789,3164923,2185481,1600000,1268061,668712,407082,11512,21352,13938,8697,8594,20863,153790,0,29848,1107307,107451,111073,1029204,4857327,2006433, 
 偿还债务支付的现金(万元),2580768,7086080,5620181,4986094,3079422,2973433,2404984,2271884,1590461,4750618,3997772,2411220,1414077,3091000,2550500,1710500,780000,2290000,1360000,800000,207183,1060000,--,--,--,--,--,--,--,400000,400000,406979,400000,--,--,7052,615976,4852645,1891433, 
 分配股利、利润或偿付利息所支付的现金(万元),170373,514910,472626,331505,199184,660899,615925,520188,225286,576255,266639,239328,65466,182505,82716,72965,57887,91337,79510,8511,2343,80696,73907,355,262,108485,108257,505,283,191177,192404,13005,12888,38726,23603,6118,193351,199465,35058, 
 其中：子公司支付给少数股东的股利、利润(万元),56,840,--,--,--,560,--,--,--,85,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,6210,0,--,0,0, 
