 报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2012-12-31,2011-12-31, 
 销售商品、提供劳务收到的现金(万元),122247,423708,292322,215184,98877,379146,235445,173023,92410,339036,232025,173894,85993,302464,212920,149230,73029,245630,--,195720,176991, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),--,968,--,--,--,816,--,--,--,1036,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与经营活动有关的现金(万元),4082,15119,18930,10508,4183,15491,15206,11222,8021,12881,7478,5709,3256,10720,6951,4778,4174,11300,--,12589,9782, 
 经营活动现金流入小计(万元),126329,439794,311252,225691,103059,395453,250652,184245,100431,352954,239503,179603,89249,313183,219871,154009,77203,256930,--,208309,186773, 
 购买商品、接受劳务支付的现金(万元),45804,142935,127347,80920,37431,148172,110078,71366,34805,135259,92089,57302,23450,100663,69268,41702,16271,80900,--,65126,63240, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),12416,44729,31331,20813,11327,36256,25723,17738,9049,32302,23832,15598,8428,32102,24144,16649,9735,27333,--,24686,23588, 
 支付的各项税费(万元),20069,58255,43898,33429,18175,50082,40394,33787,17315,42982,33188,23794,13615,39304,28006,20086,9673,36068,--,27984,26082, 
 支付的其他与经营活动有关的现金(万元),31849,137999,105456,70020,32128,126820,86093,59160,24096,129826,82388,56993,25333,100792,71234,47521,24857,83295,--,57783,48103, 
 经营活动现金流出小计(万元),110138,383917,308032,205182,99061,361330,262288,182051,85265,340370,231497,153686,70826,272861,192652,125958,60536,227596,--,175578,161013, 
 经营活动产生的现金流量净额(万元),16191,55877,3220,20510,3998,34123,-11636,2193,15167,12584,8006,25917,18423,40323,27218,28051,16667,29334,14038,32731,25760, 
 收回投资所收到的现金(万元),--,400,76600,76600,400,200,--,--,--,40110,8000,4000,--,--,--,--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),196,750,566,374,193,460,296,130,28,852,96,49,2,23,23,23,23,20,--,21,15, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),3300,3331,2067,59,6,56,29,26,10,71,5,5,6,88,70,57,1,36,--,195,25, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--,3868,3719,3719,437,3318,15,15,2,5408,5425,4184,1000,8911,--,1123,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),3496,4481,79233,77032,599,4584,4044,3875,475,44350,8116,4069,10,5519,5518,4264,1023,8967,--,1339,40, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),3008,15688,13530,10236,7488,15949,10173,6724,5049,17732,13249,8268,5779,19771,15123,9390,5619,19444,--,11422,19910, 
 投资所支付的现金(万元),2461,--,81186,55786,--,26000,30300,30300,--,42868,53867,40000,--,--,--,--,--,--,--,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,4178,3878,3878,4832,--,--,--,--,9611,--,--,--,--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,67,--,--,--,--,--,--,3,209,20,--,20,--,--,102,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),5469,19867,98594,69900,12319,42016,40473,37024,5049,70211,67116,48268,5782,19980,15143,9390,5639,19444,--,11523,19910, 
 投资活动产生的现金流量净额(万元),-1972,-15386,-19362,7132,-11721,-37432,-36428,-33149,-4574,-25860,-59000,-44199,-5772,-14461,-9625,-5127,-4615,-10477,-4829,-10184,-19870, 
 吸收投资收到的现金(万元),--,--,--,--,--,320,220,220,--,2176,3564,3564,--,126468,--,--,--,1,--,--,210, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,320,220,220,--,2176,3564,3564,--,--,--,--,--,1,--,--,210, 
 取得借款收到的现金(万元),7000,21500,15500,6500,--,33000,21000,13000,--,19000,13000,--,--,70100,56795,33500,18800,60836,--,67400,71650, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,844,13218,6547,6547,4272,17567,6705,6697,1132,--,0,--,--,--,--,--,774,--,19,6832, 
 筹资活动现金流入小计(万元),7000,22344,28718,13047,6547,37592,38787,19925,6697,22308,16564,3564,0,196568,56795,33500,18800,61611,--,67419,78692, 
 偿还债务支付的现金(万元),4000,44866,22340,13340,--,20326,22300,13800,400,79919,87393,74393,13000,63976,47300,31800,19206,64126,--,67195,51808, 
 分配股利、利润或偿付利息所支付的现金(万元),635,12945,11514,11119,358,12521,11581,2749,235,8202,10264,9433,1070,23101,21723,19714,6996,21032,--,9345,14477, 
 其中：子公司支付给少数股东的股利、利润(万元),505,2571,1961,1942,--,2463,2591,2196,--,1055,2549,2549,--,774,691,691,--,437,--,262,544, 
 支付其他与筹资活动有关的现金(万元),--,4033,--,--,--,4300,--,--,--,6292,--,--,654,--,--,--,--,--,--,431,7967, 
 筹资活动现金流出小计(万元),4635,61844,33854,24459,358,37148,33881,16549,635,94414,97656,83826,14724,87077,69022,51514,26202,85158,--,76970,74252, 
 筹资活动产生的现金流量净额(万元),2365,-39501,-5136,-11412,6188,444,4906,3376,6063,-72106,-81093,-80262,-14724,109491,-12227,-18014,-7402,-23547,-19564,-9551,4440, 
 汇率变动对现金及现金等价物的影响(万元),-26,-40,-28,-15,-4,39,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金及现金等价物净增加额(万元),16558,950,-21307,16214,-1537,-2825,-43158,-27580,16655,-85382,-132087,-98543,-2073,135353,5366,4910,4649,-4690,-10354,12996,10330, 
 加:期初现金及现金等价物余额(万元),89779,88829,88961,88829,88829,91654,91654,91654,92085,177036,180586,177036,177036,41683,41683,41683,43872,46373,--,33377,23047, 
 期末现金及现金等价物余额(万元),106337,89779,67655,105043,87292,88829,48496,64075,108740,91654,48499,78493,174963,177036,47050,46593,48521,41683,36019,46373,33377, 
 净利润(万元),--,46986,--,20761,--,33924,--,18477,--,32752,--,19569,--,33108,--,18607,--,28253,--,24770,19896, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),--,578,--,237,--,1767,--,163,--,130,--,54,--,906,--,253,--,2276,--,531,111, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),--,12648,--,7035,--,12253,--,6565,--,8551,--,3907,--,6728,--,3416,--,5993,--,5209,4279, 
 无形资产摊销(万元),--,1784,--,743,--,1214,--,597,--,585,--,263,--,541,--,282,--,491,--,459,449, 
 长期待摊费用摊销(万元),--,78,--,193,--,38,--,13,--,21,--,10,--,44,--,9,--,10,--,7,6, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),--,-389,--,--,--,90,--,-1,--,128,--,-0,--,-27,--,-37,--,41,--,-29,-17, 
 固定资产报废损失(万元),--,91,--,29,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1,--, 
 公允价值变动损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 财务费用(万元),--,1613,--,758,--,1144,--,553,--,1846,--,1612,--,3339,--,1695,--,3878,--,4157,3429, 
 投资损失(万元),--,-750,--,-374,--,-460,--,-130,--,-852,--,-49,--,-23,--,-23,--,-20,--,-21,-15, 
 递延所得税资产减少(万元),--,-1958,--,-996,--,-1786,--,-2524,--,-444,--,8,--,-929,--,651,--,216,--,-216,530, 
 递延所得税负债增加(万元),--,-204,--,-131,--,-423,--,497,--,-168,--,-13,--,-16,--,-121,--,-59,--,26,-17, 
 存货的减少(万元),--,-15010,--,-6173,--,-12071,--,-12825,--,-4333,--,1647,--,-853,--,176,--,-1580,--,-4712,6265, 
 经营性应收项目的减少(万元),--,5558,--,-8145,--,-11749,--,-7196,--,-13332,--,-1646,--,6778,--,-1485,--,-9962,--,-16083,18098, 
 经营性应付项目的增加(万元),--,4852,--,6572,--,10182,--,-1996,--,-12297,--,554,--,-9275,--,4627,--,-203,--,18630,-27253, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 其他(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 经营活动产生现金流量净额(万元),--,55877,--,20510,--,34123,--,2193,--,12584,--,25917,--,40323,--,28051,--,29334,--,32731,25760, 
 债务转为资本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金的期末余额(万元),106337,89779,67655,105043,87292,88829,48496,--,108740,91654,48499,78493,174963,177036,47050,46593,48521,41683,36019,46373,33377, 
 现金的期初余额(万元),89779,88829,88961,88829,88829,91654,91654,--,92085,177036,180586,177036,177036,41683,41683,41683,43872,46373,--,33377,23047, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--,64075,--,0,--,--,--,--,--,--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--,91654,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),16558,950,-21307,16214,-1537,-2825,-43158,-27580,16655,-85382,-132087,-98543,-2073,135353,5366,4910,4649,-4690,-10354,12996,10330, 

