 报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2007-12-31,2007-06-30,2006-12-31,2005-12-31, 
 销售商品、提供劳务收到的现金(万元),551772,369246,207092,740479,577833,367391,217608,702725,558641,373614,213581,695835,562548,376215,206615,694496,577794,389113,224145,819463,631660,417784,248706,757998,581055,371420,215237,665742,500336,322875,200973,511873,375929,239808,141865,366063,267433,170413,97403,286371,206066,133923,204084,94061,128714,86358, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0, 
 收到的税费返还(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,52,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,1, 
 收到的其他与经营活动有关的现金(万元),17706,12970,4933,34386,18627,13709,4151,36319,11869,7989,3973,33679,10157,6591,3106,37019,11094,6317,2955,29980,11725,9163,2803,48120,7502,5632,2715,10192,6743,5380,2379,6904,3158,2125,1211,6960,2861,1536,1045,1910,2447,1625,3495,121,3499,1870, 
 经营活动现金流入小计(万元),569478,382215,212025,774865,596459,381100,221759,739044,570509,381603,217554,729514,572705,382806,209721,731515,588887,395430,227100,849443,643385,426946,251509,806170,588557,377052,217951,675934,507079,328255,203352,518777,379086,241933,143076,373023,270294,171950,98449,288281,208513,135547,207579,94182,132213,88229, 
 购买商品、接受劳务支付的现金(万元),440405,302277,162759,615719,465409,296403,174704,584642,456611,317625,179547,578350,453955,312464,161297,589948,493712,335113,190245,634454,512466,350673,200117,594962,447168,295661,164130,520694,378719,258382,149369,406066,289108,195370,105379,294024,213536,142598,77288,230871,166079,112741,164802,77376,102692,69886, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0, 
 支付给职工以及为职工支付的现金(万元),43201,30301,16866,60098,45229,32004,17312,60574,45396,31396,17282,58051,43473,29284,15529,53009,40020,27327,15028,53206,39676,26509,14348,42041,31212,20253,10706,32452,24011,16070,8486,25008,18278,12113,6300,17403,12626,8328,4441,12123,8662,5666,7610,3529,4036,2280, 
 支付的各项税费(万元),9049,6115,4079,9410,6866,5294,2466,13873,12532,10386,6142,21266,16284,12322,8141,27322,22417,17992,8358,33855,26038,19465,12016,26361,18049,13398,7707,21110,16183,12683,7186,13622,9759,6901,4475,10511,7250,5529,3744,7802,5603,4434,6813,3739,3727,1984, 
 支付的其他与经营活动有关的现金(万元),74488,43737,26765,89769,69077,39122,18132,96799,63978,41996,21266,80679,66327,43011,24454,82818,60745,37141,19076,110356,66512,49257,20050,96491,69647,56330,28209,53223,41547,25364,14109,44195,29830,18707,8688,29222,22449,13412,9884,21807,15392,9968,20880,11664,12217,8365, 
 经营活动现金流出小计(万元),567144,382430,210469,774994,586582,372823,212614,755888,578516,401403,224236,738346,580039,397080,209420,753098,616893,417574,232706,831872,644692,445904,246530,759854,566077,385642,210752,627479,460459,312498,179150,488891,346976,233091,124841,351161,255860,169867,95357,272603,195736,132809,200104,96308,122672,82515, 
 经营活动产生的现金流量净额(万元),2334,-215,1556,-129,9877,8277,9145,-16845,-8007,-19800,-6682,-8833,-7334,-14274,301,-21583,-28006,-22144,-5606,17571,-1306,-18958,4979,46315,22481,-8590,7199,48456,46620,15756,24202,29886,32111,8842,18235,21862,14434,2083,3092,15678,12778,2738,7475,-2126,9541,5714, 
 收回投资所收到的现金(万元),17100,--,--,36611,27459,15559,13450,83407,78907,--,--,--,--,--,--,1620,1440,--,--,900,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,2868,2868,0,0, 
