 报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2007-12-31,2007-09-30,2006-12-31,2005-12-31, 
 销售商品、提供劳务收到的现金(万元),90744,66043,31725,85042,42919,25507,12369,72616,51563,37982,17728,47996,18502,12499,6912,31418,24320,16775,7668,34890,26655,17519,8490,31919,23009,15359,7697,29215,21254,13563,6069,31698,25401,16218,7783,43690,34077,21686,9291,34048,22987,18099,32506,23377,21079,15994, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,0,0,0,0, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,0,0,0,0, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,0,0,0,0, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,0,0,0,0, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,0,0,0,0, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,0,0,0,0, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,0,0,0,0, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,0,0,0,0, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,0,0,0,0, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,0,0,0,0, 
 收到的税费返还(万元),1130,840,688,1091,925,525,184,1170,833,569,442,894,125,98,53,235,119,47,35,171,171,107,88,547,497,364,266,605,460,163,84,292,168,124,11,378,209,72,--,343,24,0,0,0,3,0, 
 收到的其他与经营活动有关的现金(万元),1375,1200,895,2088,1757,1178,388,2157,1486,1906,583,742,881,1009,359,996,498,335,178,1057,254,153,92,843,528,155,47,435,398,249,81,931,629,511,221,1567,1337,988,859,202,122,106,138,98,136,255, 
 经营活动现金流入小计(万元),93249,68083,33308,88221,45601,27210,12941,75942,53882,40457,18753,49631,19509,13606,7324,32649,24937,17157,7881,36118,27080,17780,8670,33309,24034,15878,8010,30256,22111,13976,6235,32921,26198,16853,8015,45635,35623,22746,10150,34594,23133,18204,32644,23474,21218,16249, 
 购买商品、接受劳务支付的现金(万元),41547,23666,14017,67302,55735,45086,10779,50270,19450,14042,7101,12066,10068,6547,3171,19473,14593,9985,5504,19916,15468,10614,4901,17292,13401,9736,5830,16994,12979,8834,4089,18320,19870,14807,7261,27854,22771,12804,4417,20093,12377,11431,17646,12168,13964,8564, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,0,0,0,0, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,0,0,0,0, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,0,0,0,0, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,0,0,0,0, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,0,0,0,0, 
 支付给职工以及为职工支付的现金(万元),11649,8403,5193,15349,11594,8201,5419,13596,10198,7112,3508,7369,4385,3249,2088,6222,4724,3341,1978,6276,4316,2986,1826,5456,4314,3137,2051,5429,4313,3056,1835,5620,4522,3448,2280,4728,3679,2546,1094,4239,3173,2327,2985,2320,1880,1065, 
 支付的各项税费(万元),14360,12719,6584,14596,12575,9025,4029,13590,11350,7436,4712,11006,1651,1272,628,2405,1986,1271,910,2469,1786,867,324,2325,1582,1020,396,1884,1637,1304,1039,1710,1467,1037,727,3241,2400,1397,586,3350,2634,1972,2723,2140,989,1197, 
 支付的其他与经营活动有关的现金(万元),12678,9020,4506,16841,12113,7559,3254,11552,8688,6992,3061,8691,2180,1437,531,3099,2270,1216,427,3446,2220,1427,737,3534,2549,1795,753,4034,3317,2191,981,3604,2913,1892,923,3352,2441,1536,787,2690,2005,676,2565,1921,1556,982, 
 经营活动现金流出小计(万元),80234,53808,30299,114087,92016,69872,23480,89008,49686,35583,18383,39131,18284,12505,6418,31199,23572,15813,8819,32107,23790,15894,7788,28608,21846,15687,9030,28342,22246,15385,7943,29255,28773,21183,11190,39175,31290,18284,6884,30372,20190,16406,25919,18548,18388,11808, 
 经营活动产生的现金流量净额(万元),13015,14275,3009,-25866,-46415,-42662,-10539,-13066,4196,4874,370,10500,1225,1101,906,1450,1365,1344,-938,4012,3290,1886,882,4701,2188,191,-1021,1914,-135,-1409,-1708,3666,-2574,-4330,-3175,6460,4332,4462,3266,4222,2943,1798,6725,4926,2830,4441, 
 收回投资所收到的现金(万元),--,--,--,3000,3000,3000,3000,35800,24800,22300,5300,--,28700,18200,5600,12900,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,0,0,0,0, 
 取得投资收益所收到的现金(万元),5,--,--,12,12,12,12,339,272,157,32,--,216,79,25,57,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,0,0,33,0, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),47,8,4,93,7,7,12,19,18,53,0,128,5,4,3,14,14,14,--,4,3,3,3,--,--,--,--,26,0,0,0,13,12,--,--,10,9,0,--,5,12,12,45,41,0,0, 
 处置子公司及其他营业单位收到的现金净额(万元),3000,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,0,0,0,0, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,10706,--,--,--,--,--,--,--,572,572,572,493,111,--,0,--,690,--,--,--,--,--,--,--,910,--,0,--,0,--,0,5153,4853,0,0, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,0,0,0,0, 
 投资活动现金流入小计(万元),3052,8,4,3106,3019,3019,3024,36158,25090,22510,5333,10834,28921,18283,5628,12971,14,14,0,576,574,574,496,111,0,0,0,716,0,0,0,13,12,--,--,920,9,0,--,5,12,12,5197,4894,33,0, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),5403,3682,3344,3293,3223,2468,538,1999,651,585,115,587,167,108,84,338,124,86,100,636,458,334,258,978,909,590,533,8767,7842,7534,5390,5326,2724,1739,726,10219,8596,6478,3968,5614,3584,2578,9596,8168,766,1458, 
 投资所支付的现金(万元),28903,28903,--,--,--,--,--,34000,24000,21000,21000,--,28700,17700,5600,17900,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,0,0,600,0, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,0,0,0,0, 
 取得子公司及其他营业单位支付的现金净额(万元),12794,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,1532,1532,0,0, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,3,3,800,800,--,800,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,1372,--,--,--,0,--,0,--,0,--,0,0,0,5,0, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,0,0,0,0, 
 投资活动现金流出小计(万元),47101,32585,3344,3293,3223,2470,542,36799,25451,21585,21915,587,28867,17808,5684,18238,124,86,100,636,458,334,258,978,909,590,533,8767,7842,7534,5390,6699,2724,1739,726,10219,8596,6478,3968,5614,3584,2578,11128,9700,1371,1458, 
 投资活动产生的现金流量净额(万元),-44049,-32577,-3340,-187,-204,549,2483,-641,-361,925,-16582,10246,54,475,-57,-5267,-111,-73,-100,-60,116,240,238,-867,-909,-590,-533,-8051,-7842,-7533,-5390,-6686,-2712,-1739,-726,-9299,-8587,-6478,-3968,-5609,-3572,-2566,-5931,-4806,-1338,-1458, 
 吸收投资收到的现金(万元),163,163,--,1,--,--,--,656,656,676,--,33982,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,30555,30555,0,37,37,5,0, 
 其中：子公司吸收少数股东投资收到的现金(万元),163,163,--,1,--,--,--,631,656,676,--,382,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,0,0,0,0, 
 取得借款收到的现金(万元),33038,20350,5000,66572,47709,37709,9000,--,--,--,--,5000,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1750,1750,750,750,4000,4000,1500,--,0,--,0,--,15700,15700,8700,16876,16876,0,200, 
 发行债券收到的现金(万元),69650,69650,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,0,0,0,0, 
 收到其他与筹资活动有关的现金(万元),270,1772,1750,1280,2,1011,2100,--,--,--,400,--,--,--,--,1351,650,50,500,--,--,--,--,--,--,250,550,16,--,1166,516,--,--,--,--,0,--,0,--,0,--,0,0,0,0,0, 
 筹资活动现金流入小计(万元),103121,91935,6750,67853,47711,38720,11100,656,656,676,400,38982,0,0,0,1351,650,50,500,0,0,0,0,0,0,250,550,1766,1750,1916,1266,4000,4000,1500,--,0,--,0,--,46255,46255,8700,16913,16913,5,200, 
 偿还债务支付的现金(万元),45772,30772,5213,23500,7000,--,--,5000,5000,5000,--,4000,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,4000,4000,2250,2250,1750,1500,--,--,0,--,0,--,20120,20120,8420,12456,11618,0,700, 
