 报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2013-12-31,2012-12-31, 
 销售商品、提供劳务收到的现金(万元),51057,32814,16496,65525,29184,55850,23926,47931,39158,32283, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),--,--,--,--,--,--,--,--,--,--, 
 收到的其他与经营活动有关的现金(万元),1401,1256,213,700,108,1206,595,762,1489,1194, 
 经营活动现金流入小计(万元),52459,34070,16709,66225,29291,57056,24520,48693,40647,33476, 
 购买商品、接受劳务支付的现金(万元),5037,3331,1821,5767,2554,5990,2171,3960,4434,6090, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),6197,4077,1989,6756,3362,5944,2910,5242,4215,3835, 
 支付的各项税费(万元),8090,5525,2469,10771,4701,9164,4320,8368,6663,5427, 
 支付的其他与经营活动有关的现金(万元),27926,19443,7907,36796,16379,31885,15085,27393,23948,15984, 
 经营活动现金流出小计(万元),47250,32375,14186,60091,26995,52983,24485,44962,39259,31336, 
 经营活动产生的现金流量净额(万元),5208,1695,2523,6134,2296,4073,35,3730,1388,2141, 
 收回投资所收到的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),13,--,--,--,--,6,--,6,6,6, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),1,--,--,0,--,292,290,1,26,--, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,110,50,2183, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),14,0,0,0,0,298,290,117,82,2189, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),9767,2645,543,1377,428,3366,1619,3938,3585,5447, 
 投资所支付的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--,-12,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,685, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),9767,2645,543,1377,428,3366,1619,3938,3573,6132, 
 投资活动产生的现金流量净额(万元),-9752,-2645,-543,-1377,-428,-3067,-1329,-3821,-3491,-3943, 
 吸收投资收到的现金(万元),29582,29582,--,--,--,--,--,--,--,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),11750,6800,1800,18200,5400,13500,6150,18750,17736,12187, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,--,--,--,800,--,80, 
 筹资活动现金流入小计(万元),41332,36382,1800,18200,5400,13500,6150,19550,17736,12267, 
 偿还债务支付的现金(万元),12072,6422,4250,18939,6680,15180,7750,11970,13270,9450, 
 分配股利、利润或偿付利息所支付的现金(万元),1782,1573,193,1915,1486,1889,1308,1531,4022,756, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),1252,1216,79,143,80,261,115,1123,379,497, 
 筹资活动现金流出小计(万元),15105,9211,4522,20997,8246,17330,9173,14624,17671,10702, 
 筹资活动产生的现金流量净额(万元),26227,27171,-2722,-2797,-2846,-3830,-3023,4926,64,1565, 
 汇率变动对现金及现金等价物的影响(万元),--,--,--,--,--,--,--,--,--,--, 
 现金及现金等价物净增加额(万元),21683,26221,-742,1960,-978,-2824,-4317,4835,-2039,-238, 
 加:期初现金及现金等价物余额(万元),6250,6250,6250,4290,4290,7114,7114,2279,4318,4556, 
 期末现金及现金等价物余额(万元),27933,32472,5508,6250,3311,4290,2797,7114,2279,4318, 
 净利润(万元),--,2964,1539,5707,2483,4201,2609,3312,1509,2639, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),--,-354,-31,210,91,486,154,262,233,-82, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),--,540,269,1080,540,617,221,466,440,479, 
 无形资产摊销(万元),--,71,36,159,88,164,82,169,167,124, 
 长期待摊费用摊销(万元),--,--,--,--,--,--,--,--,--,91, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),--,--,--,0,--,0,--,--,37,2, 
 固定资产报废损失(万元),--,1,1,2,--,34,12,-1,2,1, 
 公允价值变动损失(万元),--,--,--,--,--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,--, 
 财务费用(万元),--,471,262,1151,618,1147,502,1135,1162,1002, 
 投资损失(万元),--,--,--,--,--,-6,--,-6,-6,-6, 
 递延所得税资产减少(万元),--,43,-1,-112,-35,-79,8,-68,-88,-20, 
 递延所得税负债增加(万元),--,0,13,100,--,--,--,--,--,--, 
 存货的减少(万元),--,-1764,-919,59,280,-1025,225,488,1919,-696, 
 经营性应收项目的减少(万元),--,-4063,841,-2564,-2613,-689,-3454,1607,-3420,-1282, 
 经营性应付项目的增加(万元),--,3786,489,418,844,-779,-324,-3587,-568,-112, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--,--, 
 其他(万元),--,--,24,-75,--,--,--,-47,--,--, 
 经营活动产生现金流量净额(万元),--,1695,2523,6134,2296,4073,35,3730,1388,2141, 
 债务转为资本(万元),--,--,--,--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--,--,--,--, 
 现金的期末余额(万元),27933,32472,5508,6250,3311,4290,2797,7114,2279,4318, 
 现金的期初余额(万元),6250,6250,6250,4290,4290,7114,7114,2279,4318,4556, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),21683,26221,-742,1960,-978,-2824,-4317,4835,-2039,-238, 

