 报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2014-12-31,2014-06-30,2013-12-31,2012-12-31,2011-12-31, 
 销售商品、提供劳务收到的现金(万元),23492,10427,7318,21817,15645,7556,5920,57275,38394,28335,13754,24907,44750,41368, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),--,--,0,--,--,--,--,--,--,--,--,--,17,18, 
 收到的其他与经营活动有关的现金(万元),1818,956,574,1063,937,811,157,1217,1044,907,568,1124,807,581, 
 经营活动现金流入小计(万元),25310,11383,7892,22881,16582,8368,6077,58492,39438,29242,14321,26030,45573,41967, 
 购买商品、接受劳务支付的现金(万元),13443,5137,4073,18432,16783,12393,10798,33467,19154,9748,5726,6207,26760,24830, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),3886,3588,1353,7945,4915,3565,1381,8492,5323,9332,3892,9212,8782,8316, 
 支付的各项税费(万元),1279,561,869,3270,3124,2176,2155,2655,2192,2089,1269,1841,4787,2749, 
 支付的其他与经营活动有关的现金(万元),1737,568,1010,947,1102,390,529,675,565,1127,876,1209,1644,2004, 
 经营活动现金流出小计(万元),20345,9854,7305,30593,25924,18525,14864,45289,27235,22296,11763,18468,41972,37899, 
 经营活动产生的现金流量净额(万元),4965,1530,588,-7713,-9342,-10157,-8787,13202,12203,6946,2558,7562,3602,4068, 
 收回投资所收到的现金(万元),41200,15700,6200,26300,20800,8600,2100,26200,21200,14000,5000,1902,--,--, 
 取得投资收益所收到的现金(万元),640,199,95,335,287,154,48,491,341,199,50,10,200,166, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),--,--,--,8,8,--,--,9,32,--,--,--,15,--, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,776,776,--,--,3061, 
