 报告日期,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-03-31,2008-12-31,2007-12-31, 
 销售商品、提供劳务收到的现金(万元),7106,74356,102848,60853,28798,55410,87591,61380,27307,40616,106498,70677,27675,130792,106071,70062,30233,124835,112939,79119,40321,143374,109524,76673,40832,163226,129904,85527,39588,181925,133458,84357,34605,163871,110358,71050,37261,176880,112948,38102,178743,169079, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0, 
 收到原保险合同保费取得的现金(万元),282464,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0, 
 收到再保险业务现金净额(万元),164,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0, 
 保户储金及投资款净增加额(万元),-3967,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0, 
 收取利息、手续费及佣金的现金(万元),16750,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0, 
 收到的税费返还(万元),955,2288,1563,1108,520,1215,1206,1006,532,1624,1355,918,460,2347,1782,1291,1217,1401,723,546,169,283,122,14,6,3468,1752,1752,945,2193,764,615,210,1165,618,551,376,3451,3439,1579,3198,2775, 
 收到的其他与经营活动有关的现金(万元),269606,3976,1308,701,310,2035,1737,1061,206,9739,2914,2369,1643,4636,3282,883,442,1692,2653,3229,927,4149,2560,1218,1489,8841,4127,1927,1049,5280,3247,3855,1386,4665,3307,2172,1161,2683,4395,1789,6966,2363, 
 经营活动现金流入小计(万元),573077,80620,105720,62662,29629,58660,90534,63447,28045,51980,110766,73964,29777,137775,111134,72236,31893,127927,116315,82894,41417,147806,112206,77905,42327,175535,135783,89207,41582,189398,137469,88826,36202,169701,114283,73773,38797,183013,120783,41469,188906,174217, 
 购买商品、接受劳务支付的现金(万元),1491,50047,82568,48060,18709,27350,74976,50831,18917,39281,93856,63184,25888,116865,88537,55798,30243,90908,94628,69177,39077,118566,89210,65034,43928,138767,105986,68853,31753,169836,124436,73960,33684,134827,87987,56006,26517,137574,82663,27357,131963,117580, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0, 
 支付原保险合同赔付款项的现金(万元),35614,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0, 
 支付利息、手续费及佣金的现金(万元),33475,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0, 
 支付保单红利的现金(万元),1202,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0, 
 支付给职工以及为职工支付的现金(万元),31885,21779,16316,10390,5529,23414,16644,9862,6339,19167,15124,9711,4883,22277,17057,11375,6037,23332,16669,11287,5416,22190,16637,10352,5398,21263,16218,10377,5081,21008,15227,9254,4510,18253,13423,8431,3824,16170,11398,3381,17882,14937, 
 支付的各项税费(万元),21952,5307,3129,1120,521,2741,1952,875,379,1211,1045,627,366,3057,2685,1778,848,3372,2978,2788,753,3796,3483,2910,1379,4996,3625,2612,1270,3221,3174,2283,1460,5179,3239,2240,624,10852,8112,2378,10690,9688, 
 支付的其他与经营活动有关的现金(万元),253142,2667,2121,1178,468,4993,2277,1575,582,2777,3671,1123,517,3889,2888,2912,938,7141,3654,2385,1280,3026,4340,2558,1139,5583,4831,3445,1863,5980,5524,5258,2468,7104,5545,3646,2677,4993,6617,2662,4557,15379, 
 经营活动现金流出小计(万元),378763,79800,104133,60748,25227,58499,95849,63142,26218,62436,113696,74646,31653,146088,111167,71862,38066,124754,117928,85638,46526,147578,113671,80854,51844,170609,130660,85288,39967,200044,148361,90755,42122,165363,110193,70324,33642,169589,108791,35778,165092,157584, 
 经营活动产生的现金流量净额(万元),194314,821,1586,1914,4402,161,-5315,305,1827,-10455,-2930,-682,-1876,-8313,-33,375,-6174,3174,-1613,-2744,-5109,229,-1465,-2949,-9517,4926,5123,3919,1615,-10647,-10892,-1928,-5920,4339,4089,3449,5155,13425,11992,5691,23815,16633, 
 收回投资所收到的现金(万元),673992,5542,--,--,--,--,--,--,--,12023,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,40,30,15,5,23,3051,--,--,3159,--,--,0,0,--,0,0,600, 
 取得投资收益所收到的现金(万元),43724,58,--,--,--,533,--,--,--,530,--,--,--,597,597,585,--,639,639,639,--,545,545,545,545,9919,7939,--,1220,6916,575,575,--,1039,987,987,409,411,411,0,266,50, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),182,0,--,--,--,2400,2400,2400,2400,222,218,218,200,2,--,--,--,2738,81,10,10,7368,48,23,3,12,12,4239,--,84,61,1793,16,85,43,43,13,1454,1454,1440,102,9, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0, 
 收到的其他与投资活动有关的现金(万元),1308,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1,0,4,9,0,0, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0, 
 投资活动现金流入小计(万元),719205,5600,0,0,0,2933,2400,2400,2400,12776,218,218,200,600,597,585,0,3377,720,648,10,7914,593,568,548,9972,7981,4254,1225,7024,3688,2369,16,4282,1030,1030,424,1864,1868,1449,368,659, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),6464,11016,11677,7684,878,9030,3490,3059,271,3898,10377,8313,9492,25393,22221,14347,10906,39488,31192,20092,11192,26423,18676,13441,5410,17272,14504,9957,4998,35345,32193,27287,22768,15474,9522,3917,2025,12300,10595,1914,29675,12691, 
 投资所支付的现金(万元),760203,10,10,10,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,4400,0, 
 质押贷款净增加额(万元),13848,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0, 
 支付的其他与投资活动有关的现金(万元),800,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,23,23,23,2132,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,18,0,0, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0, 
 投资活动现金流出小计(万元),781315,11026,11687,7694,878,9030,3490,3059,271,3898,10377,8313,9492,25393,22221,14347,10906,39488,31215,20114,11215,28555,18676,13441,5410,17272,14504,9957,4998,35345,32193,27287,22768,15474,9522,3917,2025,12300,10595,1933,34075,12691, 
 投资活动产生的现金流量净额(万元),-62110,-5425,-11687,-7694,-878,-6096,-1090,-659,2129,8877,-10158,-8095,-9292,-24793,-21624,-13762,-10906,-36111,-30495,-19466,-11206,-20641,-18083,-12873,-4863,-7300,-6523,-5703,-3773,-28321,-28505,-24918,-22752,-11192,-8492,-2887,-1601,-10436,-8726,-484,-33707,-12033, 
 吸收投资收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,29500,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,68362,68362,68362,0,0,--,0,0,14588, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0, 
 取得借款收到的现金(万元),--,139704,130704,104894,20324,121799,77176,19020,10220,82500,62000,45600,20600,74998,52000,17100,10000,147200,72900,56000,46000,57000,50000,--,--,19000,13400,9000,--,10000,8400,--,--,500,500,--,0,6000,6000,6000,24000,0, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0, 
 收到其他与筹资活动有关的现金(万元),6853935,29609,24683,16866,7859,51179,47179,35779,--,35695,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0, 
 筹资活动现金流入小计(万元),6853935,169313,155387,121760,28183,172978,124355,54799,10220,118195,62000,45600,20600,74998,52000,17100,10000,176700,72900,56000,46000,57000,50000,0,0,19000,13400,9000,0,10000,8400,0,0,68862,68862,68362,0,6000,6000,6000,24000,14588, 
 偿还债务支付的现金(万元),4842,99576,84476,52915,13490,116240,69950,21750,10600,82433,53383,34983,11350,61265,54817,29267,10750,137404,62650,47500,40750,38750,32400,250,--,10000,8400,3000,--,--,--,--,--,500,--,--,0,6000,6000,0,14000,19288, 
 分配股利、利润或偿付利息所支付的现金(万元),105,5210,3695,2140,985,5631,4609,3221,769,3459,2028,1914,919,3037,2149,1540,790,3488,2600,1723,646,3515,2826,895,443,4183,3777,3182,316,3713,3380,3228,149,597,447,149,149,778,601,209,841,1495, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0, 
 支付其他与筹资活动有关的现金(万元),6904840,50816,46520,35800,11963,49967,46435,34768,5567,36908,--,--,--,0,--,--,--,70,--,--,--,80,80,80,80,354,271,182,89,353,264,176,88,1202,1110,658,0,0,--,0,0,0, 
 筹资活动现金流出小计(万元),6909787,155602,134691,90855,26438,171838,120995,59739,16937,122800,55411,36897,12269,64302,56966,30807,11540,140962,65250,49223,41396,42346,35307,1225,523,14537,12448,6365,405,4066,3644,3404,236,2299,1557,807,149,6778,6601,209,14841,20783, 
 筹资活动产生的现金流量净额(万元),-55852,13711,20696,30905,1745,1141,3361,-4940,-6717,-4605,6589,8703,8331,10696,-4966,-13707,-1540,35738,7650,6777,4604,14654,14693,-1225,-523,4463,952,2635,-405,5934,4756,-3404,-236,66563,67305,67555,-149,-778,-601,5791,9159,-6195, 
 汇率变动对现金及现金等价物的影响(万元),-1258,-7,-5,-25,-58,-43,-15,-15,-2,24,1,-1,-6,264,274,212,147,-175,10,45,-14,-305,-124,-89,-29,-85,-3,-11,-9,-229,-232,-190,-191,-175,-158,-31,-5,19,13,0,-1064,21, 
 现金及现金等价物净增加额(万元),75093,9099,10591,25100,5212,-4838,-3059,-5309,-2764,-6160,-6498,-75,-2843,-22145,-26349,-26882,-18472,2626,-24448,-15388,-11725,-6064,-4979,-17136,-14932,2004,-451,841,-2572,-33263,-34874,-30440,-29100,59534,62744,68086,3400,2231,2678,10999,-1798,-1574, 
 加:期初现金及现金等价物余额(万元),705673,8319,8319,8319,8319,13158,13158,13158,13158,19317,19317,19317,19317,41463,41463,41463,41463,38837,38837,38837,38837,44901,44901,44901,44901,42897,42938,42938,42938,76160,76160,76160,76160,16625,16625,16625,16625,14394,14394,14394,16192,17766, 
 期末现金及现金等价物余额(万元),780767,17419,18910,33419,13531,8319,10098,7849,10394,13158,12820,19242,16475,19317,15114,14580,22991,41463,14389,23449,27112,38837,39922,27765,29969,44901,42487,43778,40366,42897,41286,45720,47060,76160,79370,84711,20026,16625,17072,25394,14394,16192, 
 净利润(万元),--,-11270,--,-4560,--,-25792,--,-9956,--,520,--,-4877,--,-21335,--,-2408,--,-4664,--,-965,--,232,--,-3161,--,7150,--,499,--,9074,--,4682,--,9584,--,4743,0,13483,--,0,12882,8805, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0, 
 资产减值准备(万元),--,2240,--,414,--,3955,--,312,--,1545,--,521,--,2134,--,298,--,865,--,264,--,571,--,267,--,295,--,41,--,694,--,533,--,-842,--,-605,0,-1064,--,0,315,1353, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),--,7373,--,3617,--,7497,--,3808,--,7030,--,3192,--,8274,--,4525,--,8027,--,4116,--,8519,--,4150,--,7995,--,4034,--,6452,--,3201,--,5906,--,2870,0,5165,--,0,4553,4090, 
 无形资产摊销(万元),--,402,--,201,--,403,--,200,--,400,--,198,--,393,--,196,--,363,--,168,--,396,--,205,--,413,--,205,--,422,--,210,--,413,--,206,0,400,--,0,469,458, 
 长期待摊费用摊销(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0, 
 处置固定资产、无形资产和其他长期资产的损失(万元),--,-46,--,-35,--,--,--,0,--,-105,--,-27,--,-15,--,-4,--,-156,--,2,--,-9169,--,-34,--,-31,--,-13,--,-222,--,-144,--,-65,--,-60,0,-35,--,0,-230,1, 
 固定资产报废损失(万元),--,2,--,--,--,111,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0, 
 公允价值变动损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0, 
 财务费用(万元),--,5395,--,1903,--,5720,--,3468,--,4520,--,1488,--,1655,--,619,--,1673,--,636,--,1935,--,446,--,1214,--,352,--,1124,--,270,--,613,--,223,0,774,--,0,862,318, 
 投资损失(万元),--,-3607,--,-56,--,-585,--,-36,--,-7270,--,-1,--,-481,--,-548,--,-667,--,-610,--,-620,--,-605,--,-9122,--,-4381,--,-7215,--,-2513,--,-4026,--,-700,0,-534,--,0,-506,-237, 
 递延所得税资产减少(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,66,--,--,--,-89,--,-15,--,70,--,4,--,-66,--,-71,--,216,--,112,0,256,--,0,407,-559, 
 递延所得税负债增加(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,-10,--,-10,--,2,--,-8,--,-6,--,-817,--,-42,--,-57,--,57,--,--,0,0,--,0,0,0, 
 存货的减少(万元),--,-9113,--,-7093,--,4238,--,-5509,--,-6275,--,-2320,--,3806,--,-55,--,-2567,--,-6659,--,1340,--,-3144,--,4832,--,-5533,--,-7087,--,-5177,--,-9790,--,-5085,0,19576,--,0,-6300,-7864, 
 经营性应收项目的减少(万元),--,8302,--,-3860,--,16279,--,6482,--,-4591,--,-1743,--,-4292,--,-5940,--,-3999,--,-6826,--,861,--,7170,--,-24008,--,-13700,--,-9421,--,-51236,--,5649,--,1834,0,-14224,--,0,-10158,7894, 
 经营性应付项目的增加(万元),--,1145,--,11382,--,-11664,--,1537,--,-6229,--,2886,--,1547,--,3691,--,4242,--,7139,--,-3750,--,-8220,--,16125,--,23228,--,-4361,--,48199,--,-3376,--,-88,0,-10373,--,0,21520,2375, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0, 
 其他(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0, 
