 报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2010-12-31,2009-12-31,2008-12-31, 
 销售商品、提供劳务收到的现金(万元),64007,249508,171871,114666,56116,142330,86501,52787,29033,131549,115240,84070,37066,139221,102361,66149,33747,148970,106991,68302,37114,125571,85091,53546,29804,104914,76815,49768,64601,39711,27687, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,444,--,--,--,3,--,--,--,--,--,--,--,--, 
 收到的其他与经营活动有关的现金(万元),3066,7331,5827,1427,768,6917,11195,113,82,1775,4321,4202,126,15790,1776,1725,1618,2002,2303,997,383,1636,2042,1372,1889,1225,410,255,399,237,20, 
 经营活动现金流入小计(万元),67073,256839,177698,116093,56884,149248,97696,52900,29115,133324,119562,88272,37192,155011,104137,67874,35365,150972,109738,69299,37498,127207,87136,54918,31693,106140,77225,50023,65000,39948,27706, 
 购买商品、接受劳务支付的现金(万元),22177,119847,98396,55159,19440,57503,33741,16246,7393,45790,28109,15013,9938,56117,35161,21822,10907,67315,45992,30608,16109,67105,41527,23371,11648,59765,40092,22453,29597,22700,13507, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),14938,48451,33732,24469,10773,34048,21835,14842,7971,32897,23060,15754,8671,31910,24213,16321,8174,30650,21716,14437,7426,21879,16389,10744,3894,11665,8293,5315,6658,3507,1934, 
 支付的各项税费(万元),3378,12597,9812,7899,5480,14755,10923,7986,3890,13728,10481,8396,3678,26533,25662,12857,6656,20248,19138,13825,6175,17477,14824,9915,4918,11630,10374,7883,6663,2738,2253, 
 支付的其他与经营活动有关的现金(万元),18114,63008,25553,23456,14296,29699,20831,7919,3504,25827,20582,13397,2986,36900,17905,11742,5035,31468,16919,9505,4885,20415,15059,10299,6972,16612,12213,9141,6361,4821,5903, 
 经营活动现金流出小计(万元),58607,243902,167494,110984,49988,136004,87330,46994,22758,118242,82231,52561,25273,151460,102941,62742,30773,149681,103766,68375,34595,126877,87799,54330,27432,99673,70972,44792,49280,33767,23597, 
 经营活动产生的现金流量净额(万元),8466,12937,10205,5109,6896,13243,10367,5906,6356,15083,37331,35712,11919,3551,1196,5132,4592,1291,5972,924,2902,331,-663,589,4261,6467,6253,5231,15721,6181,4109, 
 收回投资所收到的现金(万元),7600,1795,1682,570,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,38865,38865,--,52,52,--,--,--,--, 
 取得投资收益所收到的现金(万元),3864,3250,1409,108,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1,1,1,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),--,42,19,20,--,20,0,--,--,33,33,33,--,--,--,--,--,--,--,--,--,--,--,--,28,--,--,--,--,--,--, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),29493,53197,51830,49746,94353,64437,37122,36127,36007,80384,77645,77096,104469,113141,111152,110116,88958,126176,129258,19455,19901,43153,952,952,--,218,--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),40957,58285,54940,50444,94353,64457,37122,36127,36007,80417,77677,77129,104469,113141,111152,110116,88958,126176,129258,19455,19901,43153,39817,39817,28,271,53,1,0,0,0, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),1492,7701,8803,5627,2431,4088,1508,133,81,1773,242,170,71,2818,729,523,268,10703,1253,1088,262,26535,25212,23458,253,10261,6565,6095,7169,448,600, 
 投资所支付的现金(万元),18460,253990,189050,3500,3000,2160,2730,12546,564,51323,15818,15582,--,30803,1165,--,--,--,--,--,--,--,--,--,--,--,--,--,1003,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
