 报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-06-30, 
 销售商品、提供劳务收到的现金(万元),1017441,3114469,2339630,1584386,687532,1602922,1377499,911261,360942,1560134,1185109,860150,344823,2727490,1735356,1417936,693212,2789654,1900480,1348145,448437,2698634,2008889,1436740,621579,3298240,2523720,1707469,890930,2162429,1930338,1241335,462683,2065485,1258957,161293,63918,327059,253072,176714,77628,327074,233997,149968,57674,279665,138427, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,0,--,0,--,0,--,0,0,0,--,0,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,0,--,0,--,0,--,0,0,0,--,0,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,0,--,0,--,0,--,0,0,0,--,0,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,0,--,0,--,0,--,0,0,0,--,0,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,0,--,0,--,0,--,0,0,0,--,0,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,0,--,0,--,0,--,0,0,0,--,0,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,0,--,0,--,0,--,0,0,0,--,0,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,0,--,0,--,0,--,0,0,0,--,0,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,0,--,0,--,0,--,0,0,0,--,0,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,0,--,0,--,0,--,0,0,0,--,0,--, 
 收到的税费返还(万元),23709,54488,37138,18969,10244,38210,29980,20285,12492,55022,37628,24864,6182,64635,53588,44810,30240,85697,74374,54446,37025,66724,59002,46543,30190,47034,29978,20690,11332,32950,27229,17234,9712,28739,25329,0,--,0,30,0,30,28,28,0,0,23,43, 
 收到的其他与经营活动有关的现金(万元),34981,55588,79558,63917,29523,98822,70662,38873,73353,156958,35176,22095,15057,49640,65474,46762,15826,70656,59623,45608,12224,121287,72363,59195,5515,92531,73369,54035,12214,30354,22111,14944,12251,42811,38346,1615,813,6508,8111,2965,697,3606,2581,2036,1144,3789,18594, 
 经营活动现金流入小计(万元),1076130,3224545,2456327,1667273,727298,1739955,1478142,970420,446786,1772114,1257913,907109,366062,2841765,1854419,1509508,739278,2946007,2034477,1448199,497685,2886645,2140255,1542478,657284,3437805,2627066,1782195,914476,2225733,1979678,1273513,484646,2137035,1322633,162908,64731,333566,261213,179679,78355,330708,236606,152004,58818,283477,157064, 
 购买商品、接受劳务支付的现金(万元),839224,2284688,1812666,1198177,548656,1082859,998833,684627,340504,1213395,846827,601235,404783,2128210,1415912,1149547,618838,2355930,1617020,1127677,551718,2625717,2068020,1581969,716584,3129834,2299380,1583140,970843,1789321,1445786,836404,372777,1468548,796932,113273,49786,281549,205224,138503,66083,265809,182144,122478,61491,234218,101459, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,0,--,0,--,0,--,0,0,0,--,0,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,0,--,0,--,0,--,0,0,0,--,0,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,0,--,0,--,0,--,0,0,0,--,0,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,0,--,0,--,0,--,0,0,0,--,0,--, 
