 报告日期,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2011-12-31,2010-12-31,2010-09-30,2009-12-31,2008-12-31,2007-12-31, 
 销售商品、提供劳务收到的现金(万元),70594,38031,136421,83501,58253,26149,163357,78955,57768,26135,65651,43034,26928,11229,35090,22945,15009,7072,36120,--,16027,8276,35685,29072,21918,13248,18478,15139,9305, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),2048,1069,3088,2551,2004,1058,2373,1733,1071,282,1076,621,553,321,13,13,9,5,6,--,4,3,4,7,12,12,8,--,--, 
 收到的其他与经营活动有关的现金(万元),8217,2239,2834,13193,7115,602,4685,5670,3545,1348,2751,993,682,629,885,802,165,45,844,--,348,172,916,782,365,160,525,163,208, 
 经营活动现金流入小计(万元),80858,41339,142343,99245,67371,27809,170415,86359,62384,27765,69479,44647,28163,12179,35989,23761,15184,7121,36970,--,16380,8451,36604,29861,22295,13420,19011,15302,9514, 
 购买商品、接受劳务支付的现金(万元),44555,27690,92614,52879,31007,11384,125456,62968,48748,16320,32534,23041,15292,9978,12315,9034,6657,4657,11726,--,5641,3978,13510,10721,8688,6877,7782,6185,3962, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),10341,5540,20134,14443,9802,5607,17969,11804,9092,4446,7450,4617,3245,2236,4245,3217,2410,1420,3052,--,1752,946,2660,2214,1596,1189,1548,1117,939, 
 支付的各项税费(万元),4999,2607,7160,6422,4622,2135,8620,6217,3663,2053,4604,2682,1504,642,2897,2029,1431,672,3482,--,1564,966,3499,2428,1604,1001,1341,1161,755, 
 支付的其他与经营活动有关的现金(万元),16463,5986,22871,15264,11581,7260,22783,12239,9636,10958,19475,12741,8021,2625,14736,9251,5958,2417,11918,--,4921,2702,10803,9149,6873,4593,5776,3834,2382, 
 经营活动现金流出小计(万元),76357,41822,142780,89008,57012,26387,174827,93229,71138,33777,64063,43081,28062,15481,34193,23531,16456,9166,30179,--,13878,8592,30472,24511,18760,13660,16447,12296,8039, 
 经营活动产生的现金流量净额(万元),4501,-482,-437,10238,10359,1423,-4413,-6870,-8755,-6012,5416,1566,101,-3302,1796,229,-1272,-2045,6791,2836,2502,-141,6132,5350,3535,-240,2564,3005,1475, 
 收回投资所收到的现金(万元),--,--,500,500,500,--,--,--,--,--,12004,12004,6304,1368,--,--,--,--,--,--,--,--,--,197,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),14,--,--,--,--,--,9,9,9,9,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),8,8,2,1,1,1,2,1,0,--,3,--,--,--,5,5,4,4,1,--,1,--,16,2,--,--,7,13,--, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,48,--,--,--,--,--,--,--,--,--,--,--,14,--,--, 
 收到的其他与投资活动有关的现金(万元),2722,2688,6285,3,--,--,98,--,--,--,--,--,--,610,1998,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),2744,2696,6786,504,501,1,109,10,9,9,12007,12004,6304,1978,2051,5,4,4,1,--,1,0,16,199,0,0,21,13,0, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),15182,11034,34949,26739,23504,12524,33837,13500,7661,3523,9738,7804,5500,2297,5254,2960,1622,990,5875,--,3800,1737,3662,1667,602,541,1531,4655,805, 
 投资所支付的现金(万元),0,--,--,--,570,570,5800,5300,5300,11280,26480,16664,2813,2812,12004,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),500,--,4350,1616,1000,--,8014,5980,5980,--,--,--,--,--,--,--,--,--,--,--,--,--,--,125,261,56,326,--,300, 
 支付的其他与投资活动有关的现金(万元),--,--,1000,34,--,--,0,--,--,--,12500,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),15682,11034,40299,28389,25073,13094,47651,24780,18941,14803,48719,24468,8313,5110,17258,2960,1622,990,5875,--,3800,1737,3662,1792,863,597,1858,4655,1105, 
 投资活动产生的现金流量净额(万元),-12938,-8338,-33513,-27885,-24572,-13093,-47542,-24770,-18932,-14794,-36712,-12464,-2009,-3132,-15206,-2954,-1617,-987,-5873,--,-3799,-1737,-3646,-1593,-863,-597,-1837,-4642,-1105, 
