 报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-06-30,2012-03-31,2011-12-31,2010-12-31,2009-12-31, 
 销售商品、提供劳务收到的现金(万元),30544,141557,77424,52388,33929,129773,69290,43716,29266,97495,52975,38109,22881,96923,51302,38014,--,102297,60517,44643,--,102673,40804,24327,106966,92908,72524, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),18,145,125,33,--,19,--,--,--,253,4,0,--,404,16,--,--,76,57,61,--,56,48,29,--,--,--, 
 收到的其他与经营活动有关的现金(万元),97,695,1882,1723,1618,985,7803,382,2880,1055,956,591,291,1531,3976,1175,--,1796,4010,1249,--,2222,1028,393,3783,8568,3096, 
 经营活动现金流入小计(万元),30659,142398,79431,54143,35547,130778,77093,44098,32146,98803,53934,38699,23171,98858,55294,39188,--,104169,64584,45952,--,104952,41880,24750,110749,101476,75620, 
 购买商品、接受劳务支付的现金(万元),17935,71598,48412,36711,23382,59115,39811,24067,13791,49831,36368,26759,14146,51967,40133,33498,--,47583,37621,28176,--,48813,33697,20559,46726,49043,54408, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),5337,14986,10499,8484,5581,12689,8775,6518,4161,12426,9649,7528,4676,12959,10307,7905,--,12305,8997,7510,--,12217,7616,5300,11424,7893,7198, 
 支付的各项税费(万元),8930,16964,16822,13001,8468,17403,14492,12316,7697,16406,14387,12628,7430,14443,12071,11195,--,18713,17533,15041,--,14907,9150,5588,13747,14821,10166, 
