 报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2012-12-31,2011-12-31, 
 销售商品、提供劳务收到的现金(万元),12300,43158,30365,19733,8586,36971,24582,16603,6154,28199,17120,12241,5227,21086,13590,9657,3296,20751,14426,25544,22247, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),--,13,--,--,--,825,--,--,--,--,--,--,--,--,--,--,--,--,--,651,43, 
 收到的其他与经营活动有关的现金(万元),563,1199,839,574,357,2350,2009,657,142,972,888,175,308,1258,754,95,37,88,41,852,956, 
 经营活动现金流入小计(万元),12864,44370,31204,20306,8943,40147,26591,17260,6296,29171,18009,12416,5535,22344,14344,9751,3333,20839,14467,27046,23246, 
 购买商品、接受劳务支付的现金(万元),4946,13883,10192,7042,3059,10042,7087,4153,2924,6694,6890,5471,683,8174,4924,3743,800,5344,3985,10878,10720, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),3537,9425,7138,4772,2272,8508,5878,3881,1789,6216,4213,2947,1646,5181,3771,2433,1113,4368,3119,4076,3325, 
 支付的各项税费(万元),1250,4676,3771,2283,1182,5348,4480,2726,1558,3985,2597,1591,1039,3623,2434,1791,538,3577,2602,2502,2188, 
 支付的其他与经营活动有关的现金(万元),1079,4695,2633,1334,668,5758,2418,1341,3100,3109,1583,857,364,1815,1614,823,419,1495,1099,1693,2373, 
 经营活动现金流出小计(万元),10812,32679,23734,15430,7180,29655,19863,12101,9373,20004,15283,10866,3732,18792,12743,8790,2870,14784,10805,19149,18605, 
 经营活动产生的现金流量净额(万元),2052,11692,7470,4876,1763,10491,6728,5158,-3077,9167,2726,1550,1803,3552,1601,961,462,6055,3662,7897,4641, 
 收回投资所收到的现金(万元),700,2,--,--,--,702,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),34,--,2,1,1,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),5,30,18,0,0,19,19,19,--,2268,14,14,14,2,2,2,--,60,20,61,187, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--,3554,974,974,--,--,--,--,--,--,--,--,--,--,--,--,--, 
