 报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31, 
 销售商品、提供劳务收到的现金(万元),37436,38923,26054,99185,70996,49254,25427,80632,94558,72520,68041,68900, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),--,--,--,--,--,--,--,--,--,--,134,--, 
 收到的其他与经营活动有关的现金(万元),672,397,355,1101,800,488,279,1623,1368,1070,736,759, 
 经营活动现金流入小计(万元),38108,39320,26410,100286,71796,49742,25706,82255,95926,73590,68910,69659, 
 购买商品、接受劳务支付的现金(万元),30325,31545,18053,59347,45239,33885,15573,50049,63169,50107,49251,42688, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),11025,7637,3539,11858,8732,6131,2956,11577,9418,8325,5436,5108, 
 支付的各项税费(万元),5247,3916,2099,7864,5246,3509,2117,6251,6580,5061,6273,6172, 
 支付的其他与经营活动有关的现金(万元),1471,1160,1134,3933,2802,1805,843,2570,2819,3125,2861,2948, 
 经营活动现金流出小计(万元),48069,44257,24824,83001,62019,45331,21489,70447,81986,66618,63822,56916, 
 经营活动产生的现金流量净额(万元),-9961,-4937,1585,17284,9777,4411,4217,11808,13940,6972,5088,12743, 
 收回投资所收到的现金(万元),500,500,500,--,--,--,--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),895,800,--,680,680,680,--,--,2,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),105,105,105,1,1,1,--,9,11,3,0,1, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),30700,0,--,--,--,--,--,--,1100,--,400,2814, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),32200,1406,605,681,681,681,0,9,1113,3,400,2815, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),3351,2677,2595,8963,6769,4317,2421,6295,9640,11652,10104,11026, 
 投资所支付的现金(万元),740,740,740,1000,1000,1000,--,1000,1382,477,981,0, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),44700,17000,--,--,--,--,--,--,--,1100,400,5500, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),48791,20417,3335,9963,7769,5317,2421,7295,11022,13228,11486,16525, 
 投资活动产生的现金流量净额(万元),-16591,-19012,-2730,-9282,-7088,-4636,-2421,-7286,-9909,-13225,-11085,-13711, 
