 报告日期,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-06-30,2010-12-31,2009-12-31,2008-12-31, 
 销售商品、提供劳务收到的现金(万元),112451,74253,47520,22849,106110,88654,67356,25947,103658,68844,45646,20942,95061,66025,40599,21548,66974,57430,37257,15875,49018,39603,24128,10591,28376,22563,15598,6571,31088,14879,32151,22826,18904, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),4194,2153,1348,870,2720,982,447,232,995,57,34,9,59,--,--,--,673,--,--,--,421,--,--,--,61,--,--,--,72,--,89,79,141, 
 收到的其他与经营活动有关的现金(万元),9827,5357,3128,738,5280,1257,1158,842,3717,3834,3405,2034,3850,6415,3152,383,3455,5210,958,1183,1561,1895,1319,1173,1742,1228,79,37,365,90,126,37,36, 
 经营活动现金流入小计(万元),126472,81764,51995,24457,114110,90893,68961,27020,108369,72734,49085,22985,98971,72440,43751,21930,71102,62640,38215,17058,51001,41498,25447,11764,30179,23791,15677,6608,31525,14969,32365,22942,19081, 
 购买商品、接受劳务支付的现金(万元),55166,34409,23517,11538,43460,44556,39457,14173,55875,40551,27798,13920,53246,36417,21233,8481,40915,43823,25036,12408,31822,29577,17799,7320,20360,17699,11832,6285,15714,9369,16967,17395,14148, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),25152,18146,12612,7611,18836,14550,10122,5888,15679,12214,8687,3316,12164,9345,6658,3064,7865,5816,3923,2305,6125,4327,3027,1788,4439,3061,2062,1146,3518,1857,2087,1296,897, 
 支付的各项税费(万元),12052,9105,6593,4401,12278,8828,6743,4574,9390,6008,3448,1926,10824,7446,4565,2227,9052,5630,3450,1797,6165,3247,2397,1345,4032,2525,1620,916,4666,2270,4025,1869,1410, 
 支付的其他与经营活动有关的现金(万元),20232,13290,8386,3731,14563,9591,7535,2103,12071,8121,5259,2350,11227,13954,8076,2409,8084,10835,4344,2523,6203,4592,2696,1327,3888,2897,2035,1010,3840,1432,3438,2998,1138, 
 经营活动现金流出小计(万元),112602,74950,51108,27281,89137,77524,63857,26738,93014,66894,45193,21512,87462,67162,40532,16181,65915,66103,36752,19033,50314,41744,25919,11780,32719,26181,17549,9357,27737,14928,26517,23559,17592, 
 经营活动产生的现金流量净额(万元),13870,6813,888,-2824,24973,13368,5104,283,15355,5841,3892,1473,11509,5277,3219,5749,5187,-3464,1463,-1975,687,-246,-473,-16,-2540,-2390,-1873,-2749,3789,41,5848,-616,1489, 
 收回投资所收到的现金(万元),17300,9300,8300,3000,12300,10300,8300,--,37300,54083,52659,37459,49000,53943,36062,--,40000,39397,31141,25000,18000,131436,--,--,--,--,--,--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),1085,752,606,370,225,178,154,--,1335,644,1218,944,1805,644,644,644,2052,644,644,1576,323,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),20,20,16,--,4,39,38,--,11,69,6,--,59,2,2,--,2,0,0,0,18,2,5,--,2,103,15,103,2,--,--,330,--, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,1024,129,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
