 报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31, 
 销售商品、提供劳务收到的现金(万元),19189,10524,5947,34646,18570,11658,5358,25383,26813,24533,17845, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),0,0,--,372,372,372,--,--,15,--,--, 
 收到的其他与经营活动有关的现金(万元),4369,3674,300,2897,1534,78,225,2068,1293,2088,1069, 
 经营活动现金流入小计(万元),23559,14199,6246,37915,20475,12107,5583,27451,28120,26621,18914, 
 购买商品、接受劳务支付的现金(万元),6705,4023,2527,9030,7197,5151,2411,9010,7603,5564,4909, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),11038,7629,4674,14295,10939,8152,3588,12095,13263,11781,10470, 
 支付的各项税费(万元),3044,2409,588,2231,2046,1330,720,1744,2220,1975,1475, 
 支付的其他与经营活动有关的现金(万元),5333,3846,1332,3670,3815,1954,1512,5616,4146,5232,5382, 
 经营活动现金流出小计(万元),26119,17907,9121,29226,23996,16586,8232,28465,27233,24552,22236, 
 经营活动产生的现金流量净额(万元),-2561,-3708,-2875,8689,-3521,-4479,-2648,-1014,888,2069,-3322, 
 收回投资所收到的现金(万元),--,--,--,178,178,178,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),--,--,--,--,--,--,--,--,110,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),--,--,--,1,1,0,--,0,0,1,--, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,489,497,505,500,6055,--,3000,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),0,0,0,667,676,683,500,6055,111,3001,0, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),1861,767,235,3722,2113,1004,446,9194,1754,1320,2507, 
 投资所支付的现金(万元),160,160,--,--,--,--,--,--,--,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,4,--,--,--,--,--,--,--,9150, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),2021,927,239,3722,2113,1004,446,9194,1754,1320,11657, 
 投资活动产生的现金流量净额(万元),-2021,-927,-239,-3054,-1437,-321,54,-3139,-1643,1681,-11657, 
 吸收投资收到的现金(万元),11977,--,--,--,--,--,--,--,40,--,14868, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--,40,--,--, 
 取得借款收到的现金(万元),10000,10000,8000,21500,16500,9500,1500,12000,7000,4350,3737, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 筹资活动现金流入小计(万元),21977,10000,8000,21500,16500,9500,1500,12000,7040,4350,18605, 
 偿还债务支付的现金(万元),9501,6501,5500,21000,10000,2500,--,7000,6350,5837,1633, 
 分配股利、利润或偿付利息所支付的现金(万元),400,254,114,1343,1171,266,115,1186,1063,1666,396, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,0,6,--,10, 
 支付其他与筹资活动有关的现金(万元),510,--,--,--,--,--,--,--,--,--,--, 
 筹资活动现金流出小计(万元),10411,6755,5614,22343,11171,2766,115,8186,7413,7504,2029, 
 筹资活动产生的现金流量净额(万元),11565,3245,2386,-843,5329,6734,1385,3814,-373,-3154,16576, 
 汇率变动对现金及现金等价物的影响(万元),--,--,0,-0,0,0,-0,0,-0,0,-0, 
 现金及现金等价物净增加额(万元),6983,-1389,-728,4791,371,1934,-1209,-339,-1129,597,1597, 
 加:期初现金及现金等价物余额(万元),9888,9888,9775,4984,4992,4984,4984,5323,6452,5855,4259, 
 期末现金及现金等价物余额(万元),16871,8499,9047,9775,5363,6918,3775,4984,5323,6452,5855, 
 净利润(万元),--,344,-682,3166,--,-236,--,2336,2244,2655,1745, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),--,629,55,1082,--,433,--,797,257,316,228, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),--,460,236,940,--,472,--,972,1024,1148,1033, 
 无形资产摊销(万元),--,124,57,161,--,176,--,164,233,169,165, 
 长期待摊费用摊销(万元),--,375,188,401,--,106,--,146,102,85,60, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),--,--,--,1,--,0,--,0,0,1,0, 
 固定资产报废损失(万元),--,--,--,--,--,--,--,--,--,--,--, 
 公允价值变动损失(万元),--,--,--,--,--,--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,--,--, 
 财务费用(万元),--,198,103,560,--,213,--,515,247,245,386, 
 投资损失(万元),--,--,--,41,--,41,--,58,-155,-123,0, 
 递延所得税资产减少(万元),--,-98,-324,-165,--,-73,--,-126,-64,-72,-38, 
 递延所得税负债增加(万元),--,--,--,--,--,--,--,--,--,--,--, 
 存货的减少(万元),--,-11,-12,71,--,75,--,50,-115,-18,--, 
 经营性应收项目的减少(万元),--,-4341,320,-3708,--,-3958,--,-7446,200,-4981,-4268, 
 经营性应付项目的增加(万元),--,-1388,-2816,6139,--,-1727,--,1521,-3086,2643,-2632, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--,--,--, 
 其他(万元),--,--,--,--,--,--,--,--,--,--,--, 
 经营活动产生现金流量净额(万元),--,-3708,-2875,8689,--,-4479,--,-1014,888,2069,-3322, 
 债务转为资本(万元),--,--,--,--,--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--,--,--,--,--, 
 现金的期末余额(万元),16871,8499,9047,9775,5363,6918,3775,4984,5323,6452,5855, 
 现金的期初余额(万元),9888,9888,9775,4984,4992,4984,4984,5323,6452,5855,4259, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),6983,-1389,-728,4791,371,1934,-1209,-339,-1129,597,1597, 

