 报告日期,2017-09-30,2017-06-30,2016-12-31,2016-09-30,2016-06-30,2015-12-31,2014-12-31,2013-12-31,2012-12-31, 
 销售商品、提供劳务收到的现金(万元),20566,13211,27556,18448,11652,28422,28028,27939,26962, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),605,415,893,554,401,894,978,1801,1443, 
 收到的其他与经营活动有关的现金(万元),422,303,335,193,72,151,575,483,498, 
 经营活动现金流入小计(万元),21594,13928,28784,19196,12125,29467,29581,30223,28903, 
 购买商品、接受劳务支付的现金(万元),9710,6596,13315,9521,6172,12371,12935,14418,11302, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),2696,1865,3492,2663,1802,3323,3261,3102,2546, 
 支付的各项税费(万元),2411,1555,3972,2862,1766,4085,3996,4321,5385, 
 支付的其他与经营活动有关的现金(万元),1405,956,1803,1301,794,1883,1624,2141,1764, 
 经营活动现金流出小计(万元),16223,10971,22582,16347,10534,21662,21816,23982,20997, 
 经营活动产生的现金流量净额(万元),5371,2957,6202,2848,1591,7806,7764,6241,7906, 
 收回投资所收到的现金(万元),58237,19519,41920,25700,17500,21880,17000,--,--, 
 取得投资收益所收到的现金(万元),539,135,232,165,103,290,116,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),--,--,0,0,--,3,0,0,--, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),58775,19654,42153,25865,17603,22173,17116,0,0, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),739,579,980,948,868,2126,3634,4733,2389, 
 投资所支付的现金(万元),104937,62737,41920,31100,18700,20000,18880,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),105675,63315,42900,32048,19568,22126,22514,4733,2389, 
 投资活动产生的现金流量净额(万元),-46900,-43661,-747,-6183,-1965,46,-5398,-4733,-2389, 
 吸收投资收到的现金(万元),36984,36984,--,--,--,--,--,--,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),--,--,--,--,--,--,--,--,--, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,--,--,--,--,--, 
 筹资活动现金流入小计(万元),36984,36984,0,0,0,0,0,0,0, 
 偿还债务支付的现金(万元),--,--,--,--,--,--,--,--,--, 
 分配股利、利润或偿付利息所支付的现金(万元),3900,3900,3900,3900,3900,3900,1950,3628,1250, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),780,780,--,--,--,155,--,--,--, 
 筹资活动现金流出小计(万元),4680,4680,3900,3900,3900,4055,1950,3628,1250, 
 筹资活动产生的现金流量净额(万元),32304,32304,-3900,-3900,-3900,-4055,-1950,-3628,-1250, 
 汇率变动对现金及现金等价物的影响(万元),-0,-0,0,0,0,0,--,--,--, 
 现金及现金等价物净增加额(万元),-9225,-8401,1556,-7235,-4274,3797,416,-2119,4268, 
 加:期初现金及现金等价物余额(万元),15107,15107,13551,13551,13551,9754,9338,11457,7189, 
 期末现金及现金等价物余额(万元),5882,6706,15107,6316,9278,13551,9754,9338,11457, 
 净利润(万元),--,2910,7255,--,3093,8110,8259,8757,7777, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),--,100,160,--,60,38,150,7,33, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),--,253,476,--,237,401,234,91,85, 
 无形资产摊销(万元),--,44,88,--,44,88,88,79,37, 
 长期待摊费用摊销(万元),--,11,18,--,8,13,5,10,10, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),--,1,2,--,1,7,2,2,--, 
 固定资产报废损失(万元),--,--,--,--,--,--,--,--,2, 
 公允价值变动损失(万元),--,--,--,--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--,--, 
 财务费用(万元),--,--,--,--,--,--,--,--,--, 
 投资损失(万元),--,-135,-232,--,-103,-243,-163,--,--, 
 递延所得税资产减少(万元),--,5,-7,--,-8,-5,-23,-4,-5, 
 递延所得税负债增加(万元),--,--,--,--,--,--,--,--,--, 
 存货的减少(万元),--,-381,-77,--,-31,274,-108,-188,262, 
 经营性应收项目的减少(万元),--,293,-1346,--,-1106,-1019,-546,-2028,-3188, 
 经营性应付项目的增加(万元),--,-105,-388,--,-682,-22,-303,-646,2892, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--, 
 其他(万元),--,-39,253,--,77,164,168,162,--, 
 经营活动产生现金流量净额(万元),--,2957,6202,--,1591,7806,7764,6241,7906, 
 债务转为资本(万元),--,--,--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--,--,--, 
 现金的期末余额(万元),5882,6706,15107,6316,9278,13551,9754,9338,11457, 
 现金的期初余额(万元),15107,15107,13551,13551,13551,9754,9338,11457,7189, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--,--,--, 
