 报告日期,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2010-12-31,2009-12-31,2008-12-31, 
 销售商品、提供劳务收到的现金(万元),23711,9941,34057,32622,20099,9171,33620,26492,18437,6995,28231,24997,14795,7470,42293,20536,12687,6170,21629,17172,10668,4616,23449,14189,9987,2387,26569,19302,9668,23207,15196,11880, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),218,214,354,310,222,150,433,338,--,--,67,67,67,--,--,--,--,--,119,119,119,1,675,675,544,320,540,318,318,664,470,408, 
 收到的其他与经营活动有关的现金(万元),918,447,881,1003,700,260,829,439,238,158,2385,731,445,231,1055,755,445,242,1806,1567,1182,1049,2120,625,310,206,1216,868,303,497,832,398, 
 经营活动现金流入小计(万元),24848,10603,35293,33934,21021,9581,34883,27269,18675,7153,30684,25795,15307,7701,43348,21291,13132,6413,23553,18858,11968,5666,26243,15489,10842,2914,28325,20489,10290,24368,16498,12686, 
 购买商品、接受劳务支付的现金(万元),14470,4819,20434,24321,15549,6629,22937,21223,14211,7225,21040,23989,12529,7257,26659,18287,12712,7199,19428,17012,9184,5695,18224,14735,10201,5727,16621,16912,8661,16747,9506,9886, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),3133,2006,6109,4598,3191,1878,5496,4154,2902,1654,5047,3716,2585,1617,4204,3160,2115,1171,2944,2022,1260,712,2154,1655,1162,686,1885,1393,973,1373,802,661, 
 支付的各项税费(万元),1574,602,2946,1916,1190,593,2503,1803,1435,716,2782,2464,1785,803,3267,2147,1529,727,2828,1703,1259,826,2593,1810,1184,611,1951,1092,750,1752,743,612, 
 支付的其他与经营活动有关的现金(万元),1388,544,3215,1576,1040,455,3442,837,898,463,2784,1519,1324,451,2438,1194,834,587,2746,2021,1310,500,2444,2208,1573,549,1915,1513,1062,1976,1085,1135, 
 经营活动现金流出小计(万元),20565,7972,32705,32411,20970,9556,34379,28017,19446,10057,31654,31689,18222,10127,36568,24789,17189,9684,27947,22759,13014,7733,25415,20407,14120,7573,22372,20911,11446,21848,12136,12294, 
 经营活动产生的现金流量净额(万元),4283,2631,2588,1524,51,25,504,-748,-771,-2905,-970,-5893,-2915,-2426,6780,-3498,-4057,-3271,-4394,-3901,-1046,-2068,828,-4918,-3277,-4659,5953,-422,-1157,2520,4362,392, 
 收回投资所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,500,--,--, 
 取得投资收益所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,2,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),2,2,2,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,5,5,5,2,0,0,0,0,7,7,7,366,--,--, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),47721,23844,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),47723,23846,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,2,0,0,0,0,7,7,7,868,0,0, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),1535,451,3873,3732,2977,1367,6234,3157,2790,1064,3976,1803,1239,1113,4246,1881,1775,1610,8397,5788,4299,4053,8042,6458,5585,944,7575,3083,3001,1842,2862,2704, 
 投资所支付的现金(万元),--,--,500,3850,3850,3400,--,--,--,--,400,--,--,--,--,--,--,--,--,6600,--,--,--,--,--,--,--,--,--,500,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,6408,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),47200,23600,23600,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),48735,24051,27973,7582,6827,4767,6234,3157,2790,1064,4376,1803,1239,1113,4246,1881,1775,1610,14804,12388,4299,4053,8042,6458,5585,944,7575,3083,3001,2342,2862,2704, 
 投资活动产生的现金流量净额(万元),-1013,-205,-27971,-7582,-6827,-4767,-6234,-3157,-2790,-1064,-4376,-1803,-1239,-1113,-4245,-1881,-1775,-1610,-14800,-12383,-4294,-4051,-8041,-6458,-5585,-944,-7568,-3076,-2994,-1474,-2862,-2704, 
 吸收投资收到的现金(万元),--,--,44902,45100,--,--,259,100,100,100,1234,1067,11,--,680,--,680,--,--,--,--,--,--,--,--,--,35400,--,--,4229,--,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--,--,--,150,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),4500,2000,34095,27095,20095,20700,23042,17042,13505,8005,18584,12394,7399,1999,19289,14495,11500,3000,11095,9800,4000,--,2000,1000,1000,--,15500,11463,8540,4500,3000,3750, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),242,62,174,373,356,15,412,3785,406,351,822,807,706,321,1504,1226,968,52,1351,844,656,597,1223,1109,942,900,522,309,309,1505,289,12, 
 筹资活动现金流入小计(万元),4742,2062,79172,72567,20451,20715,23713,20927,14011,8456,20640,14267,8116,2320,21473,15721,13148,3052,12446,10644,4656,597,3223,2109,1942,900,51422,11772,8849,10234,3289,3762, 
 偿还债务支付的现金(万元),13110,10702,38959,26298,16686,16768,17533,13694,11349,4850,16489,11688,8349,2349,16990,12201,9501,2500,3900,1300,1000,--,11000,11000,8451,8451,8500,4000,4000,4200,3050,1500, 
 分配股利、利润或偿付利息所支付的现金(万元),822,201,2581,2435,2029,1061,2409,2302,1823,244,1773,1707,1331,402,1790,1608,1274,280,1766,1350,1270,31,821,642,625,146,597,328,189,1166,304,169, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),235,27,3853,562,525,345,645,627,342,1,683,509,433,95,1867,994,991,148,1282,799,606,603,959,837,550,531,816,59,59,1957,288,24, 
 筹资活动现金流出小计(万元),14167,10931,45393,29295,19240,18175,20587,16623,13514,5095,18945,13904,10114,2846,20647,14803,11766,2928,6948,3449,2876,635,12780,12479,9626,9129,9914,4387,4248,7324,3643,1693, 
 筹资活动产生的现金流量净额(万元),-9425,-8868,33778,43272,1211,2541,3127,4304,497,3361,1695,363,-1997,-526,826,917,1382,124,5498,7194,1780,-37,-9556,-10370,-7684,-8228,41509,7385,4601,2910,-354,2069, 
 汇率变动对现金及现金等价物的影响(万元),24,-1,-44,-7,-5,-1,11,-3,1,3,7,8,10,10,10,13,5,9,-17,-11,2,8,-25,-13,-12,-6,-133,-152,-49,-48,-68,-41, 
 现金及现金等价物净增加额(万元),-6131,-6443,8351,37206,-5571,-2203,-2592,397,-3062,-604,-3644,-7325,-6141,-4055,3371,-4448,-4445,-4747,-13713,-9101,-3558,-6148,-16795,-21759,-16558,-13837,39760,3736,401,3907,1078,-284, 
