 报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31, 
 销售商品、提供劳务收到的现金(万元),133878,90767,44980,219130,155802,108576,57525,212852,189964,164069,134532, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与经营活动有关的现金(万元),12761,4750,3807,9280,7810,6141,2603,8050,16496,8788,66291, 
 经营活动现金流入小计(万元),146639,95518,48787,228409,163613,114717,60128,220902,206459,172858,200823, 
 购买商品、接受劳务支付的现金(万元),30623,23765,12286,60205,33081,24151,13492,59980,34706,21956,22282, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),56013,42337,27146,68150,49525,37234,21771,62470,52809,41311,40077, 
 支付的各项税费(万元),3506,1982,739,2635,727,900,411,3418,1727,5197,4380, 
 支付的其他与经营活动有关的现金(万元),23988,9417,7745,33260,29314,17125,11317,39000,44559,38483,46075, 
 经营活动现金流出小计(万元),114129,77501,47916,164250,112646,79411,46990,164868,133800,106946,112813, 
 经营活动产生的现金流量净额(万元),32510,18017,870,64160,50966,35307,13138,56033,72659,65912,88010, 
