 报告日期,2017-09-30,2017-06-30,2016-12-31,2016-09-30,2015-12-31,2014-12-31,2013-12-31, 
 销售商品、提供劳务收到的现金(万元),37067,23138,42671,30889,32706,31244,27502, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--, 
 收到的税费返还(万元),--,--,--,--,--,--,--, 
 收到的其他与经营活动有关的现金(万元),277,26,679,1004,1245,553,421, 
 经营活动现金流入小计(万元),37344,23164,43350,31894,33951,31796,27924, 
 购买商品、接受劳务支付的现金(万元),21380,12692,24089,19359,18149,18911,17278, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),6426,4207,6474,4556,5427,5105,3904, 
 支付的各项税费(万元),1786,1053,2654,2058,2526,1980,1423, 
 支付的其他与经营活动有关的现金(万元),3453,1933,1930,2060,1903,2181,2812, 
 经营活动现金流出小计(万元),33045,19885,35147,28033,28004,28176,25417, 
 经营活动产生的现金流量净额(万元),4299,3279,8203,3861,5946,3620,2507, 
 收回投资所收到的现金(万元),--,--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),--,--,65,65,2,14,--, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),173,173,--,--,3822,967,1133, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),173,173,65,65,3824,981,1133, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),4944,2648,5590,2131,3842,3541,6993, 
 投资所支付的现金(万元),--,--,--,--,18,30,71, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),141,16,173,--,827,538,1680, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),5085,2664,5762,2131,4688,4109,8743, 
 投资活动产生的现金流量净额(万元),-4913,-2492,-5697,-2065,-864,-3129,-7610, 
 吸收投资收到的现金(万元),21281,--,--,--,1000,--,49, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,49, 
 取得借款收到的现金(万元),20050,19550,15020,6100,26040,19433,19640, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,--,--,--, 
 筹资活动现金流入小计(万元),41331,19550,15020,6100,27040,19433,19689, 
 偿还债务支付的现金(万元),20520,19550,18380,8960,24020,18033,16910, 
 分配股利、利润或偿付利息所支付的现金(万元),483,331,704,534,951,953,790, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),137,137,209,180,4527,--,--, 
 筹资活动现金流出小计(万元),21140,20018,19293,9675,29498,18986,17700, 
 筹资活动产生的现金流量净额(万元),20191,-468,-4273,-3575,-2458,447,1989, 
 汇率变动对现金及现金等价物的影响(万元),-102,-30,12,-5,25,10,-18, 
 现金及现金等价物净增加额(万元),19476,289,-1755,-1784,2649,949,-3132, 
 加:期初现金及现金等价物余额(万元),2705,2705,4460,4368,1811,862,3995, 
 期末现金及现金等价物余额(万元),22181,2994,2705,2584,4460,1811,862, 
 净利润(万元),--,2868,4665,--,3034,3531,3496, 
 少数股东损益(万元),--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--, 
 资产减值准备(万元),--,170,-5,--,-229,74,117, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),--,1165,2007,--,1844,1562,1122, 
 无形资产摊销(万元),--,41,80,--,80,80,80, 
 长期待摊费用摊销(万元),--,--,--,--,--,--,--, 
 待摊费用的减少(万元),--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),--,--,-5,--,-1,-14,--, 
 固定资产报废损失(万元),--,--,--,--,--,--,--, 
 公允价值变动损失(万元),--,--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--, 
 财务费用(万元),--,383,686,--,909,823,672, 
 投资损失(万元),--,--,--,--,23,22,92, 
 递延所得税资产减少(万元),--,-14,-45,--,-46,-6,-49, 
 递延所得税负债增加(万元),--,--,--,--,--,--,--, 
 存货的减少(万元),--,-545,-2334,--,530,-2533,-3705, 
 经营性应收项目的减少(万元),--,-3980,-417,--,-317,-269,-2065, 
 经营性应付项目的增加(万元),--,3190,3571,--,49,350,2747, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--, 
 其他(万元),--,--,--,--,68,--,--, 
 经营活动产生现金流量净额(万元),--,3279,8203,--,5946,3620,2507, 
 债务转为资本(万元),--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--, 
 现金的期末余额(万元),22181,2994,2705,2584,4460,1811,862, 
 现金的期初余额(万元),2705,2705,4460,4368,1811,862,3995, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),19476,289,-1755,-1784,2649,949,-3132, 

