 报告日期,2017-09-30,2017-06-30,2016-12-31,2016-09-30,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2013-12-31,2012-12-31, 
 销售商品、提供劳务收到的现金(万元),109375,76078,148030,94169,45107,169299,77311,139901,66649,69747, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),6869,5477,971,936,535,3644,3289,4603,4104,3632, 
 收到的其他与经营活动有关的现金(万元),2747,1790,745,2377,373,3112,1686,10004,3143,1495, 
 经营活动现金流入小计(万元),118992,83345,149745,97481,46014,176055,82286,154508,73895,74874, 
 购买商品、接受劳务支付的现金(万元),51347,37801,71313,53913,24444,73074,40351,85106,37221,38137, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),16515,11341,23545,16260,10731,22049,11824,19909,15923,11037, 
 支付的各项税费(万元),9010,5536,9623,1443,898,9253,2272,8812,4328,2573, 
 支付的其他与经营活动有关的现金(万元),10422,6352,21028,13298,9946,13937,7784,13707,15679,7269, 
 经营活动现金流出小计(万元),87294,61030,125510,84914,46020,118313,62230,127535,73151,59016, 
 经营活动产生的现金流量净额(万元),31698,22314,24235,12567,-6,57742,20056,26974,744,15858, 
 收回投资所收到的现金(万元),--,--,--,--,--,--,--,--,--,48, 
 取得投资收益所收到的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),--,--,134,99,99,59,8,434,8,102, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),0,0,134,99,99,59,8,434,8,150, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),31401,21256,22751,10226,8089,16737,5351,35940,34151,26052, 
 投资所支付的现金(万元),--,--,--,--,--,--,--,46,--,66, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),31401,21256,22751,10226,8089,16737,5351,35986,34151,26119, 
 投资活动产生的现金流量净额(万元),-31401,-21256,-22617,-10126,-7989,-16678,-5343,-35553,-34143,-25969, 
 吸收投资收到的现金(万元),85634,--,--,--,--,--,--,1502,20000,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),21287,16755,9838,4900,3000,30700,22100,70438,67826,57748, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 筹资活动现金流入小计(万元),106921,16755,9838,4900,3000,30700,22100,71940,87826,57748, 
 偿还债务支付的现金(万元),11796,7424,25011,23596,16017,54489,36822,40130,51536,44464, 
 分配股利、利润或偿付利息所支付的现金(万元),4538,3772,2817,1382,1521,5877,3793,13398,3402,2506, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 筹资活动现金流出小计(万元),16334,11196,27829,24978,17538,60367,40615,53529,54938,46970, 
 筹资活动产生的现金流量净额(万元),90587,5559,-17991,-20078,-14538,-29667,-18515,18411,32888,10778, 
 汇率变动对现金及现金等价物的影响(万元),-853,-395,1215,196,245,1383,259,-215,664,825, 
 现金及现金等价物净增加额(万元),90031,6222,-15158,-17441,-22288,12781,-3544,9617,154,1492, 
 加:期初现金及现金等价物余额(万元),11587,11587,26745,26745,26745,13964,13964,4347,4193,2701, 
 期末现金及现金等价物余额(万元),101618,17809,11587,9305,4457,26745,10420,13964,4347,4193, 
 净利润(万元),--,--,39412,--,--,18856,13405,6086,4898,5360, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),--,--,1531,--,--,31,-170,1612,1064,555, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),--,--,10447,--,--,9037,4428,7082,5734,4687, 
 无形资产摊销(万元),--,--,156,--,--,154,77,141,136,123, 
 长期待摊费用摊销(万元),--,--,5891,--,--,6563,3396,5594,5566,3836, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),--,--,62,--,--,20,15,329,1,-10, 
 固定资产报废损失(万元),--,--,--,--,--,--,--,--,--,--, 
 公允价值变动损失(万元),--,--,--,--,--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,--, 
 财务费用(万元),--,--,2749,--,--,3933,2046,4021,2424,1650, 
 投资损失(万元),--,--,--,--,--,--,--,--,--,2, 
 递延所得税资产减少(万元),--,--,12,--,--,195,1,-3,-58,-1, 
 递延所得税负债增加(万元),--,--,294,--,--,148,144,328,233,--, 
 存货的减少(万元),--,--,2993,--,--,-2991,-7948,-18749,-4850,11946, 
 经营性应收项目的减少(万元),--,--,-11640,--,--,13928,-1729,-4894,-5387,-14334, 
 经营性应付项目的增加(万元),--,--,-27673,--,--,7853,6376,23666,-11029,2042, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--,--, 
 其他(万元),--,--,--,--,--,14,14,1761,2013,--, 
 经营活动产生现金流量净额(万元),--,--,24235,--,--,57742,20056,26974,744,15858, 
 债务转为资本(万元),--,--,--,--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--,--,--,--, 
 现金的期末余额(万元),101618,17809,11587,9305,4457,26745,10420,13964,4347,4193, 
 现金的期初余额(万元),11587,11587,26745,26745,26745,13964,13964,4347,4193,2701, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),90031,6222,-15158,-17441,-22288,12781,-3544,9617,154,1492, 

