 报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2010-12-31,2009-12-31,2008-12-31, 
 销售商品、提供劳务收到的现金(万元),8427,42162,28979,16690,6345,39690,27929,18972,6545,34652,22158,14460,6839,39317,27033,14893,7155,38090,25629,15416,8873,35960,22804,14013,5480,36492,23575,14859,28035,17922,17703, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),264,1574,1285,913,464,2455,1950,1359,646,1413,289,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--, 
 收到的税费返还(万元),471,2076,1680,995,527,2327,1490,995,600,2887,1642,1124,768,2216,1666,987,548,2067,1656,1076,436,2272,1603,1080,408,2149,1888,1067,1527,861,623, 
 收到的其他与经营活动有关的现金(万元),1334,4598,5591,4711,3662,1750,3053,1996,1014,1836,1909,1736,838,2535,3607,3377,1799,3933,4874,3997,1368,3974,3822,5392,2481,3856,6061,3590,3297,2617,2199, 
 经营活动现金流入小计(万元),10495,50409,37534,23308,10998,46222,34422,23323,8805,40788,25998,17319,8445,44068,32306,19257,9503,44090,32158,20490,10677,42206,28229,20484,8369,42497,31524,19516,32860,21401,20526, 
 购买商品、接受劳务支付的现金(万元),6388,21565,16375,10049,3966,20791,15546,10689,5212,18800,13121,9194,4149,21643,17113,11303,6114,24601,17850,12087,5817,23412,18049,11757,5517,24243,18810,11262,17472,12570,12543, 
 客户贷款及垫款净增加额(万元),2226,684,-3639,-498,512,-6267,-5245,-3111,-1918,171,-2136,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),0,0,0,0,0,1,1,0,0,0,0,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),2888,10856,8270,5489,2729,9923,7335,5041,2451,8517,6256,4179,2062,8542,6572,4358,2097,8755,6679,4238,2177,7335,5189,3028,1302,4631,3142,1951,3402,2382,2198, 
 支付的各项税费(万元),366,1846,1454,965,481,2013,1763,1333,687,1184,776,566,228,1115,767,587,327,936,898,608,263,1363,855,578,315,1221,631,497,1148,697,1018, 
 支付的其他与经营活动有关的现金(万元),1026,4046,4353,2937,1617,5756,3520,2258,1249,2757,2584,1733,754,3484,3848,2903,1815,4083,4917,3265,2139,5516,3613,3555,1677,5208,6181,3712,4467,3790,3257, 
 经营活动现金流出小计(万元),12895,38998,26814,18942,9306,32216,22919,16211,7680,31429,20602,15672,7193,34784,28301,19151,10352,38375,30344,20198,10396,37625,27705,18918,8810,35303,28763,17423,26490,19439,19017, 
 经营活动产生的现金流量净额(万元),-2400,11411,10720,4366,1693,14006,11502,7112,1125,9359,5396,1647,1252,9284,4005,106,-849,5715,1815,292,281,4581,523,1566,-441,7194,2761,2094,6370,1962,1509, 
 收回投资所收到的现金(万元),1561,31587,8000,--,8000,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1200,1200,1200,--,--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),7,416,182,106,82,77,25,25,25,684,684,684,--,787,787,787,31,166,166,166,31,236,236,368,55,133,133,133,26,32,25, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),1,75,75,74,2,63,3,3,3,13,6,6,5,9,4,3,--,279,255,5,--,28,29,28,--,3,--,--,3,1481,3, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,132,132,0,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,668,1,8000,190,793,456,450,6637,7503,1242,1227,1002,862,--,--,--,946,388,388,388,15,15,0,--,213,81,81,1562,14,160, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),1569,32746,8258,8180,8274,934,484,478,6665,8200,1933,1918,1007,1658,791,790,31,1391,809,559,419,1611,1611,1596,55,349,214,214,1590,1527,188, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),1154,3117,2558,2149,1039,5488,4539,2645,2351,9437,7475,3885,1472,4422,1742,392,158,3257,3246,2730,2460,6164,5224,4189,3736,10378,8791,6494,5053,1030,2285, 
