 报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31, 
 销售商品、提供劳务收到的现金(万元),30369,17632,8249,32209,23377,15555,7350,19347,16241,14586,5340, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),505,450,80,482,482,228,205,540,1189,60,74, 
 收到的其他与经营活动有关的现金(万元),1129,898,35,758,473,421,68,486,512,296,234, 
 经营活动现金流入小计(万元),32003,18980,8364,33450,24332,16204,7623,20373,17942,14942,5647, 
 购买商品、接受劳务支付的现金(万元),21528,13626,5567,18243,13492,9024,3845,10240,9838,8277,2805, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),4404,3265,2323,4064,3039,2237,1476,3161,2389,1678,1414, 
 支付的各项税费(万元),1006,976,0,1185,1103,619,220,925,987,428,348, 
 支付的其他与经营活动有关的现金(万元),1509,994,480,1483,949,799,248,1857,1563,1225,815, 
 经营活动现金流出小计(万元),28448,18861,8371,24976,18583,12680,5789,16183,14776,11608,5382, 
 经营活动产生的现金流量净额(万元),3555,118,-7,8474,5749,3524,1834,4190,3166,3333,265, 
 收回投资所收到的现金(万元),6000,--,--,--,--,--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),52,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),--,--,--,--,--,--,--,0,0,--,--, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,91,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),6052,0,0,0,0,0,0,91,0,0,0, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),10744,507,490,1174,707,552,173,757,677,21,352, 
 投资所支付的现金(万元),10500,6000,--,--,--,--,--,--,--,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),21244,6507,490,1174,707,552,173,757,677,21,352, 
 投资活动产生的现金流量净额(万元),-15192,-6507,-490,-1174,-707,-552,-173,-666,-677,-21,-352, 
 吸收投资收到的现金(万元),56701,56701,56701,--,--,--,--,--,1000,--,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),--,--,--,--,--,--,--,--,--,--,259, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),935,935,935,--,--,--,--,--,--,116,--, 
 筹资活动现金流入小计(万元),57636,57636,57636,0,0,0,0,0,1000,116,259, 
 偿还债务支付的现金(万元),--,--,--,--,--,--,--,--,--,259,--, 
 分配股利、利润或偿付利息所支付的现金(万元),1120,1120,--,--,--,--,--,--,600,3,--, 
