 报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31, 
 销售商品、提供劳务收到的现金(万元),175853,119794,91592,313420,162336,113876,60470,418585,53441,36722,19789,111681,76742,50703,27476,101416,70017,44603,23272,110430,76570,54066,28830,117058,76400,52310,25799,144945,105358,60198,29391,136650,94338,68827,30001,139374,92571,60937,36767,135541,90565,58098,23668,115672,84279,54827,17429,109247,85244,61327,24134, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,--,--,0,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,--,--,0,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,--,--,0,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,--,--,0,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,--,--,0,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,--,--,0,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,--,--,0,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,--,--,0,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,--,--,0,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,--,--,0,--,--,--,--,--,--,--, 
 收到的税费返还(万元),201,200,173,223,184,93,1,270,168,99,--,--,13,13,5,--,24,0,0,331,18,20,--,--,--,--,--,57,71,71,--,108,--,--,--,465,563,170,169,1748,844,373,82,670,612,453,66,683,379,212,180, 
 收到的其他与经营活动有关的现金(万元),13922,5027,1775,22674,21828,8985,4542,31856,166,111,161,958,692,159,747,1302,387,243,145,873,613,285,239,430,237,158,49,197,185,101,55,515,157,115,76,665,345,266,194,1139,846,368,195,504,369,227,172,770,963,886,527, 
 经营活动现金流入小计(万元),189976,125021,93541,336316,184347,122954,65013,450710,53775,36932,19950,112639,77448,50875,28229,102718,70428,44847,23417,111634,77201,54371,29069,117488,76637,52467,25849,145198,105614,60370,29446,137273,94495,68942,30078,140504,93480,61373,37129,138428,92255,58838,23945,116846,85260,55507,17667,110700,86586,62425,24841, 
 购买商品、接受劳务支付的现金(万元),200785,142734,107021,360308,260108,174436,106717,416185,49389,33468,20800,78694,56198,38142,21817,88561,67987,43056,20739,96807,67482,46629,27734,106237,71709,47954,27388,117426,92870,58167,34298,118300,87711,64637,31247,128818,96651,64196,39413,131052,101142,64997,30554,90742,65272,41952,17301,83130,63787,45646,20485, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,--,--,0,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,--,--,0,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,--,--,0,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,--,--,0,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,--,--,0,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),28974,18948,9989,53092,29926,19821,10643,67179,10995,7337,4055,18327,9273,6059,3095,16639,9207,6301,3220,13068,9270,6254,3301,14148,9762,6591,3540,12270,9359,6568,3932,11634,9242,6766,3960,10551,8069,5266,2892,8012,5125,3345,1785,6864,4985,3406,1815,5874,4427,3072,1649, 
 支付的各项税费(万元),13372,11791,6875,10554,12288,10536,7994,15876,2455,2119,1137,5413,4304,2317,391,3593,1760,862,397,3376,2203,951,678,4522,3584,2856,741,6098,4865,3553,823,9296,8465,5366,2375,3821,2990,2154,1441,2663,1120,1022,243,2441,2077,922,81,1522,1394,962,286, 
 支付的其他与经营活动有关的现金(万元),24445,7831,4622,17824,10536,7465,5011,21682,1785,1160,619,1874,2706,1472,636,5137,2836,1701,3508,3785,1025,1899,853,6591,3260,2097,1187,4185,3005,1718,848,3497,2494,1413,782,4579,2863,1167,553,2721,2995,1292,496,2264,2341,1108,334,1753,2070,1949,964, 
 经营活动现金流出小计(万元),267576,181304,128507,441778,312857,212258,130365,520922,64625,44085,26610,104308,72481,47990,25939,113930,81790,51920,27863,117037,79979,55733,32566,131498,88314,59499,32856,139979,110099,70007,39902,142728,107911,78182,38364,147768,110572,72782,44298,144448,110382,70656,33078,102311,74674,47387,19531,92278,71679,51630,23384, 
 经营活动产生的现金流量净额(万元),-77600,-56282,-34966,-105462,-128510,-89304,-65352,-70211,-10850,-7153,-6661,8331,4966,2885,2290,-11211,-11362,-7073,-4446,-5402,-2778,-1362,-3496,-14010,-11677,-7032,-7007,5219,-4484,-9637,-10455,-5455,-13417,-9240,-8286,-7265,-17093,-11409,-7169,-6020,-18127,-11818,-9133,14534,10586,8119,-1864,18422,14907,10795,1458, 
 收回投资所收到的现金(万元),10000,10030,--,71399,37395,8486,--,25187,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,2218,415,--,--,308,--,--,--,350,344,60,59,9073,1735,1515,0,8983,1877,1569,603,6076,2855,2724,1537,761,124,--,--, 
 取得投资收益所收到的现金(万元),10492,2845,205,9304,4588,5081,552,10504,--,--,--,242,242,20,--,3505,149,149,--,493,194,88,--,218,1909,106,--,365,227,189,60,291,119,9,3,264,3325,2636,0,244,4839,3872,1173,7768,6305,4926,2186,138,129,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),1249,1026,757,572,546,536,58,523,429,447,436,19,19,14,14,31,412,371,4,26,18,18,18,5,--,--,--,94,85,--,--,86,86,57,1,18,18,0,0,449,449,337,125,551,542,376,--,23,1,0,0, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,1,51536,--,--,--,18438,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,--,--,0,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,1102,--,--,--,--,--,--,--,--,--,3995,3995,3995,3995,25801,--,--,363,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,--,--,19182,--,--,--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,--,--,0,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),21741,15004,962,81276,42529,14103,611,87750,429,447,436,22694,4256,4028,4008,29337,562,520,367,518,212,105,18,2441,2324,106,0,767,313,189,60,727,550,126,63,9355,5078,4151,0,9677,7165,5778,1901,33577,9701,8026,3724,922,254,0,0, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),7505,4283,2272,11744,8034,4712,1847,92713,2033,1078,656,2652,1776,1132,673,5202,4088,3314,2060,2646,1705,1307,870,2387,1962,1811,719,7564,6217,4345,2164,5857,4688,3834,2702,19817,14979,9392,3585,22833,15651,10226,9161,18543,11237,7749,3240,1413,986,776,154, 
