 报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2010-12-31,2009-12-31,2008-12-31, 
 销售商品、提供劳务收到的现金(万元),224050,852432,490955,311214,130540,497290,331706,198440,79461,386081,286410,190747,84885,437972,--,202741,82512,332113,203038,165645,63063,340134,208205,153113,55471,320834,223532,148985,268114,156008,191416, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),3316,9210,5638,2844,1504,3750,2550,1399,965,16513,16335,8798,984,11005,--,7057,5858,9468,7287,4508,2561,8156,5140,2660,897,642,609,361,1117,524,743, 
 收到的其他与经营活动有关的现金(万元),90381,14651,82935,46568,19107,11367,20729,13912,14233,17196,44586,27798,23681,12863,--,6497,34861,2490,5051,955,1804,5108,4122,2719,1651,5302,4383,1579,1606,2019,2432, 
 经营活动现金流入小计(万元),317747,876293,579527,360627,151151,512406,354986,213750,94659,419789,347331,227344,109550,461840,--,216295,123231,344071,215377,171109,67428,353398,217467,158493,58020,326778,228524,150925,270838,158551,194592, 
 购买商品、接受劳务支付的现金(万元),222424,928819,552097,337641,133059,351854,259741,159399,77680,395577,299880,198967,82685,453768,--,213854,119606,354903,225578,175909,70275,268743,184934,119380,41274,269747,210096,146955,231205,130278,178641, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),16869,31572,23591,15435,8881,24739,19869,14131,8656,26248,18518,12897,7279,21773,--,11290,6733,18136,13840,9591,6144,14631,11839,8352,5019,12191,9242,6560,8693,6037,7851, 
 支付的各项税费(万元),15480,33618,29482,15222,6259,8194,6547,3928,2121,17795,14982,10627,6457,17610,--,6118,6794,12576,22037,8114,8923,10635,14986,5315,5725,12487,11984,7082,4407,3218,5639, 
 支付的其他与经营活动有关的现金(万元),79079,61736,96298,54403,19329,30368,50996,24649,16108,25335,79328,45630,44612,40653,--,12457,29066,17790,23311,10113,11217,18753,12365,8885,8134,17016,12348,9434,15763,10701,11368, 
 经营活动现金流出小计(万元),333851,1055746,701468,422702,167528,415154,337153,202108,104564,464956,412708,268121,141032,533803,--,243720,162199,403405,284766,203726,96559,312762,224124,141932,60152,311441,243670,170031,260068,150234,203498, 
 经营活动产生的现金流量净额(万元),-16104,-179453,-121941,-62075,-16377,97252,17832,11642,-9905,-45166,-65377,-40777,-31482,-71963,-50812,-27425,-38969,-59335,-69390,-32618,-29131,40635,-6657,16561,-2133,15337,-15147,-19106,10770,8317,-8907, 
