 报告日期,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2009-12-31,2009-09-30,2008-12-31,2007-12-31, 
 销售商品、提供劳务收到的现金(万元),861662,696843,423475,216845,845364,665799,429047,247404,609410,485002,320445,131689,379502,300419,176145,82941,211052,149446,96697,45977,174025,126568,84791,42871,121968,83763,49531,24347,76101,53557,34128,13419,44136,29795,18911,29848,22047,25932,12891, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0, 
 收到的税费返还(万元),14215,11504,4865,742,5500,2821,2300,1133,1718,1738,442,45,956,230,158,35,789,417,190,62,380,235,160,19,572,5,--,--,--,--,--,--,--,--,0,0,--,0,0, 
 收到的其他与经营活动有关的现金(万元),11843,5398,4073,2995,9980,6469,4003,2332,7222,3702,2023,799,1795,707,1132,700,1834,1896,1193,592,1133,4981,550,545,2387,2862,961,461,2349,1807,523,244,277,1108,42,459,93,187,446, 
 经营活动现金流入小计(万元),887719,713745,432412,220582,860843,675089,435350,250869,618350,490442,322910,132533,382253,301357,177434,83676,213675,151759,98080,46631,175538,131784,85500,43435,124927,86630,50493,24807,78450,55364,34652,13662,44413,30903,18953,30307,22140,26118,13337, 
 购买商品、接受劳务支付的现金(万元),498205,408485,240250,125859,510117,428171,276219,155382,273202,244002,127987,54099,151613,140061,98096,48134,111751,72353,44765,22494,75140,60438,34391,21473,59800,44124,25553,13286,40863,28191,19337,10002,27947,18356,10996,16275,12593,12094,10458, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0, 
 支付给职工以及为职工支付的现金(万元),246420,175946,116055,49460,232230,161984,103228,51175,171409,117416,73443,30563,101191,71234,45958,20687,65830,45148,28665,11199,45941,31738,20630,9362,32643,21386,12997,6129,20138,14154,9198,3725,11380,7141,4488,6429,4163,4106,2284, 
 支付的各项税费(万元),27855,21036,14708,8096,46006,36531,25615,14638,27201,19467,14683,7871,24160,19361,11910,5358,17012,11840,7886,4305,14174,12102,8096,3817,9393,6875,4701,2100,7749,5525,2978,1353,4205,3370,1816,2451,1766,3150,1535, 
 支付的其他与经营活动有关的现金(万元),38044,17272,9860,7605,44726,27798,15520,7464,37618,22096,15597,4736,17333,12042,8036,4800,16053,10766,6283,4382,9946,8804,6661,3074,8296,2783,1854,1988,4822,3782,1157,1163,3710,3341,1713,1981,2114,4899,785, 
 经营活动现金流出小计(万元),810524,622740,380873,191020,833079,654483,420581,228659,509430,402982,231711,97269,294297,242698,164000,78978,210646,140107,87599,42380,145201,113082,69777,37726,110132,75167,45104,23504,73571,51652,32671,16242,47243,32208,19012,27136,20636,24249,15063, 
 经营活动产生的现金流量净额(万元),77195,91005,51539,29562,27764,20605,14769,22209,108920,87460,91199,35264,87956,58659,13434,4698,3028,11651,10481,4251,30337,18702,15723,5709,14794,11463,5388,1303,4878,3712,1981,-2580,-2830,-1304,-60,3170,1504,1869,-1726, 
 收回投资所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,50000,40000,--,--,--,--,--,--,--,--,--,1000,--,--,--,--,--,--,--,--,--,0,0,--,0,0, 
 取得投资收益所收到的现金(万元),--,--,--,--,--,--,--,109,167,167,154,132,324,256,176,--,--,--,--,--,9,--,--,--,25,--,--,--,--,--,--,--,--,--,0,0,--,0,0, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),2951,944,484,81,966,1321,1117,496,2500,70,11,--,402,42,6,2,20,10,8,1,191,147,59,--,5,--,--,--,--,--,--,--,--,--,0,0,--,2,0, 
 处置子公司及其他营业单位收到的现金净额(万元),440,440,440,--,--,--,--,--,1101,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0, 
 收到的其他与投资活动有关的现金(万元),--,--,1289,1000,12046,10607,7250,3250,26400,26400,21400,13400,51600,--,--,--,820,600,500,500,593,--,--,--,550,--,--,--,--,--,--,--,--,--,0,0,--,87,0, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0, 
 投资活动现金流入小计(万元),3391,1384,2214,1081,13012,11929,8367,3856,30168,26638,21566,13532,52326,50298,40182,2,840,610,508,501,794,147,59,0,1580,0,0,0,0,0,0,0,0,0,0,0,0,90,0, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),63632,66213,45862,22311,121441,95638,58413,20485,100652,77148,50419,18926,91015,52222,40374,11444,72457,47438,19574,6140,31716,27108,16668,4676,50465,32556,23254,11459,24394,12869,8091,3757,7399,6282,2507,3814,2602,2556,2601, 
 投资所支付的现金(万元),--,2496,2496,--,600,7993,3120,--,8600,5700,600,--,4500,78350,59450,3930,--,--,--,--,--,--,--,--,176,8450,2600,2600,--,--,--,--,--,--,0,0,--,0,0, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0, 
 取得子公司及其他营业单位支付的现金净额(万元),2496,--,--,--,11332,--,--,--,16473,3863,3863,3863,--,--,--,--,--,--,--,--,--,--,--,--,5717,--,--,--,--,--,--,--,--,--,0,0,--,0,0, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,16000,9000,9000,--,68900,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0, 
 投资活动现金流出小计(万元),66128,68709,48358,22311,133372,103631,61533,20485,141725,95712,63882,22789,164415,130572,99824,15374,72457,47438,19574,6140,31716,27108,16668,4676,56357,41006,25854,14059,24394,12869,8091,3757,7399,6282,2507,3814,2602,2556,2601, 
 投资活动产生的现金流量净额(万元),-62737,-67325,-46144,-21230,-120360,-91703,-53166,-16630,-111557,-69074,-42316,-9256,-112090,-80274,-59642,-15372,-71616,-46828,-19066,-5639,-30922,-26961,-16608,-4676,-54777,-41006,-25854,-14059,-24394,-12869,-8091,-3757,-7399,-6282,-2507,-3814,-2602,-2466,-2601, 
 吸收投资收到的现金(万元),1007,1073,279,279,8820,8301,223,223,8014,7272,496,--,102982,102820,95930,95930,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,85786,85154,0,4950,1000,0,7945, 
 其中：子公司吸收少数股东投资收到的现金(万元),60,60,--,--,2430,2430,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,25, 
 取得借款收到的现金(万元),311270,216295,124911,53769,268617,225283,142552,40800,89100,78100,45400,26500,37240,29940,23440,22495,107235,53835,17085,3800,25083,17760,10760,2700,18540,11740,6440,--,6500,6500,6123,--,6200,6200,6000,8000,--,4500,3464, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0, 
 收到其他与筹资活动有关的现金(万元),4842,10537,10411,8911,3762,7676,1951,--,16609,10362,9515,7008,675,4433,3881,4754,1701,2928,3533,43,--,1963,157,1841,1473,1461,1148,1148,--,--,--,--,--,12,0,150,--,0,0, 
 筹资活动现金流入小计(万元),317119,227904,135601,62959,281199,241260,144726,41023,113723,95734,55411,33508,140897,137193,123251,123179,108937,56763,20618,3843,25083,19723,10917,4541,20013,13201,7588,1148,6500,6500,6123,0,91986,91366,6000,13100,1000,4500,11409, 
 偿还债务支付的现金(万元),304080,230619,137013,42000,95050,76750,52600,18753,62240,44840,43140,41440,67152,54150,36570,5300,31407,22456,6322,437,25510,16310,10610,1700,6790,6290,6000,0,3500,3000,3000,1000,10500,6000,6000,5000,3000,3464,2735, 
 分配股利、利润或偿付利息所支付的现金(万元),22379,18425,15504,3184,22323,19327,16593,1239,21016,19533,18681,1262,10655,10095,8741,1994,5340,3944,3251,310,4276,3822,3416,422,2374,2295,2037,99,5416,5333,5162,43,282,229,134,1017,969,117,196, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0, 
 支付其他与筹资活动有关的现金(万元),11544,12366,11510,3405,10492,10380,9905,4727,10584,2824,228,56,15161,8975,1792,1792,--,91,391,91,1390,1473,2256,1573,--,313,313,--,1148,--,--,--,632,--,0,0,--,150,0, 
 筹资活动现金流出小计(万元),338002,261410,164027,48588,127866,106457,79097,24718,93839,67197,62049,42757,92968,73220,47103,9086,36747,26491,9964,837,31176,21604,16282,3695,9164,8898,8350,99,10064,8333,8162,1043,11414,6229,6134,6017,3969,3731,2931, 
 筹资活动产生的现金流量净额(万元),-20883,-33505,-28426,14371,153333,134803,65628,16305,19883,28538,-6637,-9249,47929,63973,76148,114094,72190,30271,10654,3006,-6093,-1881,-5365,846,10848,4303,-762,1049,-3564,-1833,-2039,-1043,80572,85137,-134,7083,-2969,769,8478, 
 汇率变动对现金及现金等价物的影响(万元),1995,741,222,897,-644,428,304,-53,718,96,2,-50,367,477,129,95,61,-65,53,6,-472,-255,-190,-59,-120,-3,-1,-11,-52,-48,-29,1,-25,--,0,0,--,-0,0, 
 现金及现金等价物净增加额(万元),-4430,-9084,-22808,23600,60093,64134,27536,21831,17964,47020,42248,16709,24163,42835,30069,103515,3663,-4970,2122,1624,-7151,-10395,-6440,1821,-29254,-25243,-21228,-11717,-23132,-11039,-8178,-7379,70318,77551,-2701,6440,-4067,173,4151, 
 加:期初现金及现金等价物余额(万元),128731,128731,128731,128731,68639,68639,68639,68639,50674,50674,50674,50674,26512,26512,26512,26512,22849,22849,22849,22897,30000,30000,30000,30000,59254,59254,59254,59254,82386,82386,82386,82386,12067,12067,12067,5628,5628,5455,1304, 
 期末现金及现金等价物余额(万元),124301,119647,105923,152331,128731,132773,96174,90470,68639,97695,92922,67383,50674,69346,56581,130026,26512,17879,24971,24521,22849,19605,23560,31821,30000,34011,38026,47537,59254,71347,74208,75007,82386,89618,9366,12067,1560,5628,5455, 
 净利润(万元),884,--,5861,--,58942,--,36180,--,69986,--,33227,--,45420,--,21772,--,29029,--,12714,--,22726,--,9486,--,19126,--,8364,--,15896,--,6893,--,9076,--,4522,5423,--,4569,3786, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0, 
 资产减值准备(万元),24658,--,1768,--,12027,--,1324,--,2971,--,2063,--,3850,--,1353,--,1991,--,239,--,781,--,362,--,857,--,289,--,535,--,284,--,593,--,270,36,--,93,190, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),59610,--,28801,--,45852,--,21780,--,30750,--,13760,--,21783,--,10175,--,13790,--,6325,--,9069,--,3933,--,4733,--,2197,--,2876,--,1196,--,1728,--,780,1119,--,826,490, 
 无形资产摊销(万元),1012,--,491,--,977,--,510,--,568,--,344,--,348,--,157,--,280,--,125,--,193,--,92,--,169,--,77,--,93,--,40,--,31,--,8,23,--,0,0, 
 长期待摊费用摊销(万元),15908,--,8688,--,13232,--,3842,--,9133,--,3447,--,6109,--,2807,--,4797,--,2310,--,5883,--,2467,--,2892,--,895,--,1633,--,445,--,705,--,247,390,--,895,790, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0, 
 处置固定资产、无形资产和其他长期资产的损失(万元),2074,--,1012,--,544,--,158,--,184,--,4,--,108,--,1,--,81,--,0,--,90,--,34,--,8,--,--,--,--,--,--,--,--,--,0,0,--,-0,0, 
 固定资产报废损失(万元),347,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,-1,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0, 
 公允价值变动损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0, 
 财务费用(万元),11765,--,6588,--,11790,--,3453,--,4488,--,3566,--,5482,--,3495,--,3259,--,735,--,2004,--,953,--,739,--,264,--,415,--,126,--,298,--,126,151,--,109,96, 
