 报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-03-31,2014-12-31,2013-12-31,2012-12-31, 
 销售商品、提供劳务收到的现金(万元),140367,81441,33518,179706,120996,71441,30498,180422,34267,155264,151610,125717, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与经营活动有关的现金(万元),4754,3665,471,3236,3857,1997,838,2504,911,2719,2411,2668, 
 经营活动现金流入小计(万元),145121,85106,33989,182942,124853,73438,31335,182926,35179,157983,154021,128384, 
 购买商品、接受劳务支付的现金(万元),89142,52434,22154,88741,65133,40813,17576,82288,10047,89519,81256,86343, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),25374,16219,7691,30634,22377,14256,6121,28161,6908,26987,24055,15086, 
 支付的各项税费(万元),11927,7439,3647,20677,13810,8664,4343,20326,7034,15483,10809,7937, 
 支付的其他与经营活动有关的现金(万元),19117,10615,4899,20598,13360,8527,3953,17127,3915,15383,19909,11077, 
 经营活动现金流出小计(万元),145560,86707,38391,160650,114681,72259,31992,147901,27905,147372,136029,120443, 
 经营活动产生的现金流量净额(万元),-439,-1601,-4402,22291,10172,1179,-657,35025,7274,10611,17992,7941, 
 收回投资所收到的现金(万元),132500,13200,16800,102840,86740,81540,64940,41000,24000,4500,--,--, 
 取得投资收益所收到的现金(万元),1224,163,86,688,591,570,238,457,302,39,4,25, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),2,1,1,3,3,1,1,6,1,4,5,--, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,310,250,--,--,60,--,565,891,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),133726,13364,16887,103841,87583,82111,65179,41522,24303,5108,900,25, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),9821,8510,6817,4514,2517,1714,738,2977,420,6176,8632,7662, 
 投资所支付的现金(万元),236400,112500,16900,88940,70740,57040,48340,62900,19000,5200,2500,2000, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
