 报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2014-06-30,2013-12-31,2012-12-31, 
 销售商品、提供劳务收到的现金(万元),14129,6994,2206,27027,12742,22957,8514,22572,8178,19436,16556, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),738,292,103,1001,260,609,305,580,194,536,539, 
 收到的其他与经营活动有关的现金(万元),418,357,285,1134,1099,748,621,477,396,2407,660, 
 经营活动现金流入小计(万元),15285,7643,2594,29161,14102,24314,9440,23629,8768,22379,17755, 
 购买商品、接受劳务支付的现金(万元),11926,6345,2059,18169,7506,14038,4383,13778,5517,13004,10453, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),2370,1655,823,2481,1218,2220,1145,2202,1127,1881,1301, 
 支付的各项税费(万元),1598,1211,683,2729,1724,1908,1384,1744,1086,1480,1109, 
 支付的其他与经营活动有关的现金(万元),1659,1394,946,1607,1473,2174,1322,1326,852,2704,2263, 
 经营活动现金流出小计(万元),17553,10605,4511,24984,11921,20340,8233,19049,8581,19069,15126, 
 经营活动产生的现金流量净额(万元),-2268,-2962,-1917,4177,2181,3974,1207,4580,187,3310,2628, 
 收回投资所收到的现金(万元),3000,--,--,--,--,--,--,--,--,212,3997, 
 取得投资收益所收到的现金(万元),36,--,--,--,--,--,--,--,--,58,250, 
