 报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-03-31,2013-12-31,2012-12-31,2011-12-31, 
 销售商品、提供劳务收到的现金(万元),8381,45114,33793,23277,10016,43333,33514,22151,10595,44766,36025,23511,10372,49139,36485,8289,42499,41687,41335, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),1649,4825,3632,2439,874,3382,2648,1282,569,3865,3331,2324,1145,4026,3277,799,2580,2511,3150, 
 收到的其他与经营活动有关的现金(万元),405,481,468,168,51,601,393,288,84,757,492,299,107,414,280,44,532,199,218, 
 经营活动现金流入小计(万元),10435,50419,37894,25884,10941,47316,36555,23721,11248,49388,39849,26135,11623,53579,40042,9132,45611,44397,44703, 
 购买商品、接受劳务支付的现金(万元),7280,36490,28472,18991,10301,35525,27511,19564,6212,35914,29232,19518,7705,38855,28872,6058,32678,31431,30063, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),1814,6292,4793,3297,1786,5490,4122,2831,1509,4987,3898,2757,1466,4828,3704,1048,4193,3769,3008, 
 支付的各项税费(万元),34,705,562,402,219,1149,850,629,194,1319,943,615,249,1438,1081,324,1070,1172,1899, 
 支付的其他与经营活动有关的现金(万元),896,3071,2435,2021,1204,2926,2094,1326,1192,2639,1768,1324,725,2914,2203,902,2757,3138,2960, 
 经营活动现金流出小计(万元),10024,46558,36262,24711,13510,45091,34577,24351,9106,44859,35841,24213,10145,48036,35861,8333,40697,39510,37930, 
 经营活动产生的现金流量净额(万元),411,3861,1633,1174,-2570,2225,1978,-630,2142,4530,4008,1922,1478,5543,4181,799,4914,4887,6773, 
 收回投资所收到的现金(万元),6500,31800,17870,11800,7000,23800,4600,3000,3000,1600,--,--,--,--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),174,752,247,129,62,427,47,21,21,38,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),--,34,33,14,11,11,1,1,1,1,0,--,--,11,11,--,11,14,--, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),6674,32586,18149,11943,7073,24238,4647,3022,3022,1639,0,0,0,11,11,0,11,14,0, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),1897,8816,6038,4718,2664,6230,4518,2595,1843,2680,1549,285,166,990,1125,170,901,6138,1045, 
 投资所支付的现金(万元),6500,25500,14500,8000,3000,42100,25600,20000,--,4600,--,--,--,--,--,--,--,--,--, 
