 报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2009-12-31,2008-12-31,2007-12-31, 
 销售商品、提供劳务收到的现金(万元),13489,51936,34600,21908,13966,104479,84360,61828,19684,60924,34079,19098,5407,50454,34163,16848,7527,41527,26059,12759,3231,42492,27247,13576,5512,47132,31994,18349,6982,43213,25794,15081,42413,36519,36191, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,--,--,--,--,--,--,0,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,--,--,--,--,--,--,0,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,--,--,--,--,--,--,0,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,--,--,--,--,--,--,0,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,0,0,--,--,--,--,--,--,0,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,0,0,--,--,--,--,--,--,0,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,0,0,--,--,--,--,--,--,0,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,0,0,--,--,--,--,--,--,0,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,0,0,--,--,--,--,--,--,0,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,--,--,--,--,--,--,0,--,--,--,--, 
 收到的税费返还(万元),--,--,--,--,--,1089,910,215,113,2090,1820,981,726,3188,2289,1515,975,2540,1554,719,602,2872,1628,749,610,3508,2761,1944,760,3055,2186,1216,2966,1926,2599, 
 收到的其他与经营活动有关的现金(万元),1590,3949,2780,1918,7037,3677,17503,829,574,2021,916,669,464,2256,728,643,204,1593,945,812,345,2131,1259,867,192,1213,927,884,832,593,393,525,1095,193,130, 
 经营活动现金流入小计(万元),15079,55884,37380,23826,21003,109246,102773,62871,20371,65035,36815,20747,6597,55897,37180,19005,8706,45661,28557,14289,4178,47495,30134,15192,6314,51854,35683,21176,8575,46860,28373,16822,46475,38637,38920, 
 购买商品、接受劳务支付的现金(万元),19597,31875,16369,11603,7247,50086,30855,26887,12491,25727,15174,10390,5108,33854,23940,12364,5963,33050,23907,10553,4270,35068,25485,12917,5992,38007,29070,17245,9055,33638,22418,12433,36844,30661,30663, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,--,--,--,--,--,--,--,0,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,--,--,--,--,--,--,--,0,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,--,--,--,--,--,--,--,0,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,--,--,--,--,--,--,--,0,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,--,--,--,--,--,--,--,0,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),1385,4987,3819,2479,1409,9313,7057,4445,2178,10772,7926,4799,1973,9997,7149,3880,1445,7839,5625,3132,1197,7112,5145,2912,1306,6882,4943,2610,1075,4816,3296,1842,4038,3880,3744, 
 支付的各项税费(万元),628,2723,1305,901,649,8854,6774,6138,4165,2155,1526,567,139,1210,854,472,83,1437,1046,656,134,1161,687,398,210,1336,848,433,258,1306,1063,722,1038,823,418, 
 支付的其他与经营活动有关的现金(万元),1416,6589,7761,5474,12222,11386,28136,6418,8972,7905,6323,3844,2163,5892,4329,2218,1048,2647,1786,1027,452,2840,1762,639,246,2124,1665,1123,777,2028,1209,858,1715,2511,1447, 
 经营活动现金流出小计(万元),23026,46174,29254,20456,21528,79639,72822,43887,27806,46558,30948,19600,9383,50953,36271,18933,8538,44972,32364,15368,6053,46180,33079,16866,7755,48349,36526,21412,11165,41787,27986,15855,43635,37876,36272, 
 经营活动产生的现金流量净额(万元),-7947,9710,8125,3370,-525,29607,29951,18984,-7435,18477,5867,1148,-2787,4944,909,72,168,689,-3806,-1079,-1875,1315,-2945,-1674,-1441,3505,-843,-236,-2590,5074,387,968,2840,761,2648, 
 收回投资所收到的现金(万元),--,72788,92013,95762,56630,32557,24351,22787,10310,790,32,32,--,4200,4200,4200,4238,14330,13580,7430,4140,0,0,0,--,--,--,--,--,--,0,--,--,--,--, 
 取得投资收益所收到的现金(万元),--,339,382,342,72,160,52,118,-24,2,--,--,--,242,242,42,5,57,42,33,10,0,0,0,--,8,--,--,--,--,0,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),--,10,0,--,--,1,2,0,2,33,2,0,0,7,7,0,0,57,54,41,32,25,23,23,--,19,11,11,--,19,19,19,--,37,--, 
 处置子公司及其他营业单位收到的现金净额(万元),--,11134,11134,--,--,7183,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,0,0,--,--,--,--,--,--,0,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--,700,--,700,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,--,--,--,--,--,--,0,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--, 
 投资活动现金流入小计(万元),0,84271,103529,96104,56702,40602,24406,23605,10287,825,34,32,0,4449,4449,4242,4242,14444,13676,7504,4181,25,23,23,0,28,11,11,0,19,19,19,0,37,0, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),229,5246,432,389,76,1468,1496,692,74,4885,3108,2433,139,2546,2588,1580,530,6554,6091,5288,4715,3399,2829,2111,682,1689,840,718,223,769,585,318,882,695,4289, 
 投资所支付的现金(万元),500,95638,103256,98206,78692,45612,23519,19775,5674,20494,34177,30919,17822,14030,8500,8393,7393,15130,14330,9430,4140,0,0,0,750,--,--,--,--,--,0,--,--,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,--,--,--,--,--,--,0,--,--,--,--, 
