 报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2014-12-31,2014-06-30,2013-12-31,2012-12-31,2011-12-31, 
 销售商品、提供劳务收到的现金(万元),32483,18603,8331,43317,29608,20664,10340,34286,22721,33529,13383,17442,7751,6144, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与经营活动有关的现金(万元),1568,1318,38,275,128,70,49,192,137,631,405,163,1048,2553, 
 经营活动现金流入小计(万元),34051,19921,8369,43592,29736,20734,10389,34478,22858,34161,13788,17605,8799,8697, 
 购买商品、接受劳务支付的现金(万元),17795,10935,4780,22562,16422,10004,2916,16967,11517,17370,10260,13705,3447,3495, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),2967,1981,1024,2713,2069,1427,745,2256,1667,1711,895,1173,743,470, 
 支付的各项税费(万元),2028,1324,571,1687,1159,753,321,1304,813,1201,557,770,423,334, 
 支付的其他与经营活动有关的现金(万元),2148,1780,875,2003,1556,1104,1393,2367,1943,2828,1482,1587,1961,3115, 
 经营活动现金流出小计(万元),24938,16021,7250,28965,21206,13288,5376,22894,15940,23110,13194,17234,6574,7414, 
 经营活动产生的现金流量净额(万元),9113,3900,1119,14627,8530,7446,5013,11583,6918,11051,594,371,2225,1283, 
 收回投资所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),--,--,--,10,17,--,--,0,0,14,--,1,--,--, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,649,649,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),890,540,--,--,--,--,--,426,489,568,--,2209,--,500, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),890,540,0,10,17,0,0,1075,1138,582,0,2210,0,500, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),15578,10079,3117,18266,12872,10343,6664,27062,22391,10925,6465,12268,16267,3079, 
