 报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-03-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31, 
 销售商品、提供劳务收到的现金(万元),164374,98746,52327,214283,177808,54977,216599,210765,139122,124829, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),208,162,501,484,476,341,537,1665,62,117, 
 收到的其他与经营活动有关的现金(万元),2162,1805,479,2967,2347,441,5706,1521,1598,9530, 
 经营活动现金流入小计(万元),166744,100714,53306,217734,180630,55759,222843,213951,140782,134476, 
 购买商品、接受劳务支付的现金(万元),124389,51092,37472,92924,86448,24073,95935,87634,59939,65511, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),42901,35383,15866,57730,43812,16620,45791,40527,28766,25582, 
 支付的各项税费(万元),16784,11929,7003,26242,17195,5488,26333,17275,12275,17511, 
 支付的其他与经营活动有关的现金(万元),19356,13360,8628,25484,14642,5529,17823,17855,13658,11229, 
 经营活动现金流出小计(万元),203431,111764,68970,202380,162097,51710,185883,163292,114639,119833, 
 经营活动产生的现金流量净额(万元),-36687,-11050,-15664,15354,18534,4049,36960,50659,26144,14643, 
 收回投资所收到的现金(万元),59939,55639,699,5750,5750,5050,5100,--,1000,500, 
 取得投资收益所收到的现金(万元),2345,2050,1538,10924,6926,1460,13061,7810,3883,6255, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),32,32,34,65,322,299,152,24,192,91, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,1876,1876,1876,1305,--,--,500, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),62315,57720,2270,18614,14873,8684,19618,7834,5075,7346, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),13678,9810,5777,35140,25092,7032,12152,13735,6912,4306, 
 投资所支付的现金(万元),58840,54990,--,1199,700,--,7750,3400,500,3137, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,8891,3035,780,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,683,683,683,2994,--,--,500, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),72518,64800,5777,45913,29511,8495,22896,17135,7412,7943, 
 投资活动产生的现金流量净额(万元),-10203,-7080,-3506,-27299,-14638,189,-3278,-9301,-2337,-597, 
 吸收投资收到的现金(万元),100,100,--,--,--,--,100,2190,34,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),100,100,--,--,--,--,100,300,34,--, 
 取得借款收到的现金(万元),238583,132726,107261,127271,69396,30676,166646,94179,83432,127390, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),13500,--,--,8510,8200,--,1293,1270,7220,1526, 
 筹资活动现金流入小计(万元),252183,132826,107261,135781,77596,30676,168039,97639,90686,128916, 
 偿还债务支付的现金(万元),108454,36084,11150,85188,72492,41561,134057,94052,104409,130053, 
 分配股利、利润或偿付利息所支付的现金(万元),94834,93095,86964,2221,1581,520,77873,16833,2304,17228, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),8500,--,--,3030,3030,--,160,5040,3450,1526, 
 筹资活动现金流出小计(万元),211788,129179,98113,90439,77104,42081,212090,115926,110164,148806, 
 筹资活动产生的现金流量净额(万元),40395,3647,9148,45343,493,-11406,-44051,-18287,-19478,-19890, 
 汇率变动对现金及现金等价物的影响(万元),-198,38,-14,-67,-69,-24,371,-206,-368,-25, 
 现金及现金等价物净增加额(万元),-6692,-14445,-10036,33331,4319,-7192,-9999,22865,3960,-5869, 
 加:期初现金及现金等价物余额(万元),60312,60312,60312,26981,26981,26981,36980,14115,10155,16024, 
 期末现金及现金等价物余额(万元),53619,45867,50275,60312,31301,19789,26981,36980,14115,10155, 
 净利润(万元),--,22170,--,65220,--,--,67969,52321,--,--, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),--,934,--,2076,--,--,1962,1499,--,--, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),--,3211,--,5636,--,--,4356,4417,--,--, 
 无形资产摊销(万元),--,285,--,429,--,--,271,283,--,--, 
 长期待摊费用摊销(万元),--,32,--,81,--,--,70,98,--,--, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),--,-4,--,31,--,--,27,10,--,--, 
 固定资产报废损失(万元),--,--,--,--,--,--,--,--,--,--, 
 公允价值变动损失(万元),--,1166,--,-519,--,--,1382,-2235,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,--, 
 财务费用(万元),--,2610,--,2607,--,--,3199,2215,--,--, 
 投资损失(万元),--,-4129,--,-18477,--,--,-19398,-15051,--,--, 
 递延所得税资产减少(万元),--,-210,--,-1377,--,--,-982,208,--,--, 
 递延所得税负债增加(万元),--,-18,--,14,--,--,--,--,--,--, 
 存货的减少(万元),--,-18374,--,-7474,--,--,12105,-30432,--,--, 
 经营性应收项目的减少(万元),--,-7112,--,-49554,--,--,-31453,9124,--,--, 
 经营性应付项目的增加(万元),--,-11610,--,16661,--,--,-2550,28203,--,--, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--,--, 
 其他(万元),--,--,--,--,--,--,--,--,--,--, 
 经营活动产生现金流量净额(万元),--,-11050,--,15354,--,--,36960,50659,--,--, 
 债务转为资本(万元),--,--,--,--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--,--,--,--, 
 现金的期末余额(万元),53619,44767,50275,57412,31301,19789,17081,18680,14115,10155, 
