 报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2013-12-31,2012-12-31,2011-12-31, 
 销售商品、提供劳务收到的现金(万元),13729,48932,33124,21356,11418,43679,28935,18200,9793,41856,30128,20395,10377,45787,32607,20845,42089,38161,30842, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与经营活动有关的现金(万元),171,611,367,254,179,1437,1284,879,165,542,487,301,153,545,368,225,495,154,218, 
 经营活动现金流入小计(万元),13899,49543,33491,21610,11597,45116,30219,19079,9958,42399,30615,20696,10530,46332,32975,21070,42584,38314,31060, 
 购买商品、接受劳务支付的现金(万元),7812,23243,16472,8759,4041,21977,16665,11614,6246,22406,15743,9126,4009,17719,13497,8371,22474,19121,15568, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),2206,7148,5081,3523,2062,6819,4906,3385,1882,5916,3932,2647,1600,5476,4051,2760,5280,4679,4349, 
 支付的各项税费(万元),1282,6476,5032,3752,2123,4790,2909,2338,1411,6656,5262,3697,1817,8378,5941,3689,6028,6094,4113, 
 支付的其他与经营活动有关的现金(万元),1971,4844,4343,2648,1155,3480,2573,1422,639,3936,2949,1772,802,3638,2240,1476,2920,3453,2248, 
 经营活动现金流出小计(万元),13272,41712,30928,18682,9381,37066,27053,18758,10178,38914,27886,17243,8227,35212,25729,16296,36702,33346,26278, 
 经营活动产生的现金流量净额(万元),627,7831,2563,2928,2216,8050,3166,320,-220,3485,2729,3454,2303,11120,7246,4774,5881,4968,4782, 
 收回投资所收到的现金(万元),1000,5500,4500,2500,12000,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),205,772,591,345,194,105,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),--,3,--,--,--,4,--,--,--,0,0,0,0,10,10,10,22,16,3, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),1205,6274,5091,2845,12194,109,0,0,0,0,0,0,0,10,10,10,22,16,3, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),385,6768,6823,408,358,915,668,250,55,10694,4628,1418,768,867,945,531,976,2509,1591, 
 投资所支付的现金(万元),--,5523,5523,5000,--,34550,23551,4550,4550,--,--,--,--,--,--,--,--,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,1601,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),385,13893,12346,5408,358,35465,24219,4800,4605,10694,4628,1418,768,867,945,531,976,2509,1591, 
 投资活动产生的现金流量净额(万元),820,-7618,-7255,-2563,11837,-35356,-24219,-4800,-4605,-10694,-4628,-1418,-768,-857,-935,-522,-954,-2494,-1588, 
 吸收投资收到的现金(万元),53,1828,--,--,--,--,--,--,--,40477,44200,44200,--,--,--,--,--,--,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),53,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 筹资活动现金流入小计(万元),53,1828,0,0,0,0,0,0,0,40477,44200,44200,0,0,0,0,0,0,0, 
 偿还债务支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 分配股利、利润或偿付利息所支付的现金(万元),--,2023,2023,2023,--,1904,1904,--,--,1700,1700,--,--,1581,1581,1581,1173,--,--, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,571,4308,3873,--,--,--,--,--,--,--, 
 筹资活动现金流出小计(万元),0,2023,2023,2023,0,1904,1904,0,0,2271,6008,3873,0,1581,1581,1581,1173,0,0, 
 筹资活动产生的现金流量净额(万元),53,-195,-2023,-2023,0,-1904,-1904,0,0,38206,38192,40327,0,-1581,-1581,-1581,-1173,0,0, 
 汇率变动对现金及现金等价物的影响(万元),--,5,-51,-29,1,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金及现金等价物净增加额(万元),1500,22,-6767,-1687,14053,-29210,-22956,-4480,-4825,30997,36293,42363,1534,8683,4730,2671,3754,2475,3194, 
 加:期初现金及现金等价物余额(万元),26459,26437,26437,26437,26437,55648,55648,55648,55648,24651,24651,24651,24651,15968,15968,15968,12214,9740,6546, 
 期末现金及现金等价物余额(万元),27959,26459,19671,24751,40491,26437,32691,51168,50823,55648,60944,67014,26185,24651,20698,18640,15968,12214,9740, 
