 报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2012-12-31,2011-12-31, 
 销售商品、提供劳务收到的现金(万元),201262,810495,645408,410922,197019,681022,491599,336659,154708,519397,393821,259144,122074,448300,318665,215415,107854,375148,295946,284576, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),--,--,--,--,--,8,--,--,--,14,--,--,--,58,41,2,--,149,34,13, 
 收到的其他与经营活动有关的现金(万元),1338,5990,3764,2200,978,2801,2329,1363,1045,2225,1621,946,579,1314,1166,720,729,1450,1013,698, 
 经营活动现金流入小计(万元),202600,816485,649172,413123,197997,683831,493928,338022,155753,521636,395442,260091,122653,449672,319872,216137,108583,376747,296993,285287, 
 购买商品、接受劳务支付的现金(万元),96555,503334,414532,257435,114397,435527,311923,211956,95000,332814,257297,161751,77415,285658,200359,135960,67877,254006,185506,190658, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),34353,101589,73214,47989,26729,80807,59619,39388,19305,60652,44804,30633,20709,52964,40105,26735,17921,41235,36083,28779, 
 支付的各项税费(万元),15842,53114,39365,29252,14682,44204,31645,22223,10022,33474,25482,17849,8802,30098,22923,14813,6820,26705,24933,20917, 
 支付的其他与经营活动有关的现金(万元),33063,109234,69466,48905,21478,91968,67676,44880,21373,68982,52153,32617,5680,56237,37722,24230,7819,41149,35585,31671, 
 经营活动现金流出小计(万元),179813,767271,596578,383582,177286,652505,470863,318447,145699,495921,379736,242849,112606,424957,301109,201738,100436,363095,282107,272025, 
 经营活动产生的现金流量净额(万元),22787,49213,52594,29541,20711,31326,23065,19575,10054,25715,15706,17242,10047,24714,18763,14400,8147,13652,14885,13262, 
