 报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2010-12-31,2009-12-31,2008-12-31, 
 销售商品、提供劳务收到的现金(万元),26346,151387,108262,74110,36137,95191,62625,43819,28400,77929,63188,42845,25184,88765,85450,46978,16587,97738,74490,39875,17781,77214,56563,31212,13182,76871,52350,37850,66985,38767,38678, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),558,1537,371,348,73,1392,1360,704,68,1385,640,524,802,587,935,934,482,84,81,81,3,0,26,26,1,47,73,73,162,42,477, 
 收到的其他与经营活动有关的现金(万元),559,9107,49097,26909,2690,9341,4589,3406,1443,3701,4974,3823,1026,4270,3934,3652,861,5146,3580,3581,1215,8224,5509,4113,2861,5676,4788,1787,2969,5239,4121, 
 经营活动现金流入小计(万元),27463,162031,157730,101367,38899,105925,68575,47929,29911,83015,68803,47192,27012,93621,90320,51565,17930,102969,78151,43537,18999,85438,62099,35351,16044,82594,57211,39710,70116,44049,43275, 
 购买商品、接受劳务支付的现金(万元),19928,81363,62870,43877,21960,64891,45637,37280,26303,57668,52081,34751,19727,70337,69039,42690,11680,73741,51815,26721,16930,52941,39071,22683,14239,52110,38564,27310,47272,32619,32388, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),4842,51622,33427,20362,4276,16653,5340,3082,3442,15582,7227,5554,3005,13454,7693,5934,3471,14517,10601,7365,3921,13249,9520,5527,3556,10830,6990,4825,6419,3668,5026, 
 支付的各项税费(万元),1772,11787,9344,6898,1520,4277,1141,587,1237,3746,2103,1303,1052,4038,3944,2353,1085,4934,4311,3245,1885,4280,3380,2450,1659,2854,2234,1310,2439,3198,1701, 
 支付的其他与经营活动有关的现金(万元),6414,28133,66747,32510,1523,6924,5963,4545,1571,8064,6078,4903,1501,6089,5698,4848,1852,8444,5718,3573,2384,4303,4954,2659,2154,5240,6289,2574,4176,2304,3151, 
 经营活动现金流出小计(万元),32956,172904,172389,103647,29278,92745,58081,45494,32553,85059,67489,46512,25284,93917,86374,55826,18088,101636,72444,40904,25119,74773,56926,33318,21608,71033,54077,36019,60306,41788,42267, 
 经营活动产生的现金流量净额(万元),-5493,-10874,-14659,-2280,9621,13180,10494,2435,-2641,-2044,1314,680,1728,-296,3945,-4261,-158,1333,5707,2633,-6121,10665,5160,2033,-5564,11561,3134,3691,9810,2261,1008, 
 收回投资所收到的现金(万元),60,20370,--,--,--,3000,--,--,--,--,--,--,--,--,--,--,--,900,--,--,--,0,--,--,--,501,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),1082,963,848,462,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),17,2,0,--,--,31,9,4,--,46,46,--,--,--,--,--,--,42,--,--,--,1300,--,--,--,--,--,--,--,--,--, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,50,--,--,--,--,--,--,--,--,--,--,--,--,300,300,--,--,1300,--,--,--,790,--,302,--,--, 
 收到的其他与投资活动有关的现金(万元),85840,6675,143000,20000,--,11166,--,--,--,19144,3750,3750,--,83041,--,--,--,5713,4213,0,--,--,--,--,--,--,--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
