 报告日期,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2008-12-31,2008-09-30,2007-12-31,2006-12-31, 
 销售商品、提供劳务收到的现金(万元),100006,42053,153182,115963,79940,37096,136014,97215,60382,26167,85604,60472,38656,21049,79203,60148,41072,19614,72227,53928,35800,17179,73492,53231,36684,17454,63114,46204,26853,10592,40011,27783,16570,6943,25994,16950,10642,19758,16134,15972,12172, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0, 
 收到的税费返还(万元),87,51,488,748,565,96,175,131,45,42,225,139,87,201,88,75,75,--,151,151,151,--,0,--,--,--,23,23,--,--,--,35,--,--,--,0,0,28,3,22,1, 
 收到的其他与经营活动有关的现金(万元),1913,1538,1302,1189,893,418,1616,809,639,153,1244,1050,1002,632,1151,461,301,33,1579,973,916,295,800,431,357,71,330,266,171,96,355,422,313,161,397,378,350,118,52,23,16, 
 经营活动现金流入小计(万元),102006,43642,154972,117900,81398,37609,137805,98155,61066,26362,87072,61661,39744,21882,80442,60684,41448,19647,73957,55051,36867,17474,74292,53662,37041,17525,63468,46494,27024,10688,40366,28240,16883,7104,26391,17328,10992,19905,16189,16016,12189, 
 购买商品、接受劳务支付的现金(万元),53894,26591,89888,76154,54843,29354,81893,58300,35249,16819,47781,33945,22930,12668,42790,32133,20007,10060,44673,34557,23333,12397,42543,31445,20298,9389,44674,33096,21923,9975,31428,23436,14344,6588,17320,11734,7017,14038,12601,10971,8838, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0, 
 支付给职工以及为职工支付的现金(万元),18325,6971,19735,15427,11034,4948,16187,12470,8896,4104,13355,9615,6126,2326,9875,7477,5013,1784,7998,6101,4087,1845,7103,5451,3690,2096,5806,4340,2836,1503,3484,2546,1663,610,2113,1491,951,1403,903,927,590, 
 支付的各项税费(万元),7429,3203,13183,9702,6517,3690,12724,8479,5146,2435,7854,5465,3360,1593,7185,5401,3345,1520,4797,3553,2568,1504,6655,4963,3102,1782,5540,3890,2203,1095,3535,2552,1524,775,2818,2270,1272,1564,936,792,616, 
 支付的其他与经营活动有关的现金(万元),6049,2929,14468,6038,3950,2271,8068,5110,3319,1390,7698,5793,4232,2399,7285,3527,2208,1053,4625,2793,1968,1051,4066,3020,2092,1009,3193,2400,1460,779,1999,1554,978,514,1322,916,489,1103,1084,643,564, 
 经营活动现金流出小计(万元),85697,39694,137274,107322,76344,40262,118871,84359,52609,24748,76688,54818,36648,18986,67136,48538,30574,14417,62094,47004,31956,16798,60368,44879,29183,14276,59212,43726,28422,13352,40446,30088,18508,8487,23571,16411,9729,18108,15523,13333,10608, 
 经营活动产生的现金流量净额(万元),16308,3948,17699,10579,5055,-2653,18935,13796,8457,1615,10384,6843,3096,2896,13307,12147,10874,5230,11864,8048,4912,676,13924,8784,7859,3249,4255,2768,-1398,-2664,-80,-1848,-1625,-1383,2820,917,1263,1797,666,2684,1581, 
 收回投资所收到的现金(万元),88275,36116,197577,146310,86545,34363,65825,58625,44425,24883,104234,87698,64489,26816,74077,48500,15000,8050,28700,22800,10650,3100,400,--,--,--,--,--,--,--,--,--,--,--,2101,2101,1619,3,3,3,0, 
 取得投资收益所收到的现金(万元),62,29,449,399,308,183,113,-50,31,41,438,448,373,15,707,659,343,170,758,400,210,32,1,--,--,--,--,--,--,--,--,--,--,--,3,3,3,2,2,2,0, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),11,11,44,22,18,6,26,13,9,2,32,12,11,1,13,--,--,--,8,8,8,4,14,10,10,--,12,7,6,--,0,0,0,0,4,0,0,7,7,0,2, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0, 
 收到的其他与投资活动有关的现金(万元),--,--,1571,500,500,--,3172,2980,1972,1972,919,812,423,410,215,215,50,50,1103,403,165,--,--,--,--,--,--,--,--,--,534,534,534,488,--,0,0,0,0,0,0, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0, 
 投资活动现金流入小计(万元),88348,36156,199642,147230,87372,34552,69136,61567,46438,26898,105623,88971,65297,27241,75012,49374,15393,8270,30569,23611,11033,3136,415,10,10,0,12,7,6,0,534,534,534,488,2107,2104,1622,12,12,5,2, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),18110,8797,26169,17259,11166,3406,15744,10911,7114,3489,14513,10899,6978,3248,6774,4712,3226,1735,15284,7263,4543,2408,7671,6027,3218,1532,18972,15456,9748,3291,4705,2244,664,107,604,468,254,595,464,1426,261, 
 投资所支付的现金(万元),90151,30921,211355,156174,99268,42218,64377,54212,42812,23712,90901,67376,46756,21257,78452,52540,15000,5850,33700,26350,15200,6500,10400,--,--,--,--,--,--,--,--,--,--,--,2101,2101,1919,3,163,3,310, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,8531,147,--,412,--,--,--,32923,32663,32663,--,3221,3221,1410,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,1021,935,0,0, 
 支付的其他与投资活动有关的现金(万元),0,1,8500,0,0,0,161,1,0,0,512,513,337,15,180,--,--,--,288,238,238,--,--,--,--,2,0,--,--,--,56,285,285,3,483,0,592,56,6,0,0, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0, 
 投资活动现金流出小计(万元),108261,39718,246024,181965,110581,45624,80694,65124,49926,27202,138849,111450,86734,24520,88627,60473,19636,7585,49272,33851,19981,8908,18071,6027,3218,1534,18972,15456,9748,3291,4761,2530,949,110,3188,2569,2765,1676,1568,1429,571, 
 投资活动产生的现金流量净额(万元),-19912,-3561,-46382,-34735,-23210,-11072,-11558,-3557,-3488,-304,-33226,-22480,-21437,2721,-13614,-11099,-4243,685,-18703,-10240,-8948,-5772,-17655,-6017,-3208,-1534,-18960,-15449,-9742,-3291,-4227,-1996,-415,377,-1081,-465,-1143,-1664,-1557,-1424,-569, 
 吸收投资收到的现金(万元),-128,-36,15670,14494,14494,14494,2281,940,--,--,16300,16300,16300,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,74409,0,0,2007,2007,560,0, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,940,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0, 
