 报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2012-12-31,2011-12-31,2010-12-31,2009-12-31, 
 销售商品、提供劳务收到的现金(万元),8056,32158,23214,15857,6213,30870,21081,13995,4366,19295,12385,7696,4092,19496,7476,4860,4249,15557,10511,20286,13312,11986,8396, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),41,94,26,51,5,40,32,31,--,182,180,22,--,238,238,20,--,48,--,127,414,--,--, 
 收到的其他与经营活动有关的现金(万元),3442,18018,11650,7719,4557,9648,8197,4637,729,12612,404,143,1083,99,79,60,163,423,434,897,220,2525,2746, 
 经营活动现金流入小计(万元),11539,50271,34890,23628,10775,40559,29309,18663,5096,32090,12969,7860,5175,19833,7793,4941,4412,16027,10946,21310,13947,14511,11142, 
 购买商品、接受劳务支付的现金(万元),6103,21920,14072,9355,4546,16636,13560,8789,3789,9430,6326,3799,1694,5346,3445,2408,1984,6877,5909,6906,2984,2058,3033, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),2161,7355,5904,3786,1760,6284,5024,3201,1710,5103,4068,2529,1061,4846,3777,2414,1406,5288,4368,4598,4184,2669,1613, 
 支付的各项税费(万元),382,1317,1130,977,355,2258,1897,1267,520,1468,1204,806,446,1713,1377,1020,1165,1500,1395,1652,1356,1919,960, 
 支付的其他与经营活动有关的现金(万元),6011,19646,15551,10633,6004,12187,8413,4690,974,12775,775,563,1389,774,536,406,687,1027,544,1542,1804,3744,2921, 
 经营活动现金流出小计(万元),14657,50238,36657,24751,12665,37365,28894,17946,6993,28777,12374,7697,4590,12679,9136,6249,5241,14692,12217,14698,10328,10390,8527, 
 经营活动产生的现金流量净额(万元),-3118,33,-1767,-1123,-1890,3194,415,717,-1898,3313,595,163,585,7153,-1343,-1308,-829,1335,-1271,6612,3620,4121,2615, 
 收回投资所收到的现金(万元),7500,39050,19250,12350,6550,49150,29400,20800,9400,34576,24926,16126,12826,28900,24900,12900,9390,10400,3000,--,--,--,--, 
 取得投资收益所收到的现金(万元),150,1162,713,540,103,820,435,361,184,738,421,262,246,611,561,231,174,125,72,--,9,67,37, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),--,100,100,100,--,11,--,--,--,0,0,0,--,0,0,--,--,1,1,1,0,--,--, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,85,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
