 报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2014-12-31,2013-12-31,2012-12-31,2011-12-31, 
 销售商品、提供劳务收到的现金(万元),111712,68140,32035,108748,77896,48972,22975,80526,56977,35629,63517,47059,34273,23381, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),5,5,5,1,--,--,--,29,29,29,22,26,--,4, 
 收到的其他与经营活动有关的现金(万元),1777,1014,502,2871,1971,1494,382,2694,2083,1153,3885,1918,1372,1577, 
 经营活动现金流入小计(万元),113494,69159,32542,111620,79868,50467,23357,83249,59088,36811,67424,49003,35645,24962, 
 购买商品、接受劳务支付的现金(万元),34556,19169,8649,19944,16248,8482,3914,17160,12459,8560,15371,17094,12063,8658, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),19479,13815,9183,19564,15206,10786,7108,14540,10666,7398,10264,8823,6655,4619, 
 支付的各项税费(万元),14085,8324,3714,17588,13228,8272,3712,12668,8835,5234,9053,6841,5749,2998, 
 支付的其他与经营活动有关的现金(万元),10443,5977,2143,12943,8770,5527,2551,8018,5872,4431,7042,5923,4246,3628, 
 经营活动现金流出小计(万元),78564,47285,23689,70038,53452,33068,17285,52386,37831,25623,41731,38680,28713,19902, 
 经营活动产生的现金流量净额(万元),34930,21873,8853,41582,26416,17399,6072,30863,21257,11187,25693,10322,6932,5059, 
 收回投资所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),1,1,1,5,3,0,--,1,1,--,2,14,4,1, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),340441,233966,90937,64831,--,--,--,--,--,--,--,--,480,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),340442,233967,90938,64836,3,0,0,1,1,0,2,14,484,1, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),39187,28697,20393,23742,11891,8312,3479,22181,19004,13417,17906,7632,2814,4284, 
 投资所支付的现金(万元),525,--,--,630,630,630,630,70,--,--,--,--,--,146, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),9040,9040,--,--,--,--,--,--,--,--,--,--,--,705, 
 支付的其他与投资活动有关的现金(万元),290670,189150,72290,143860,--,--,--,--,--,--,--,0,--,480, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),339422,226887,92683,168232,12521,8942,4109,22251,19004,13417,17906,7632,2814,5616, 
 投资活动产生的现金流量净额(万元),1020,7080,-1745,-103396,-12518,-8942,-4109,-22250,-19004,-13417,-17904,-7618,-2331,-5614, 
 吸收投资收到的现金(万元),--,--,--,58464,58464,--,--,--,--,--,--,--,--,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),3780,--,--,979,979,979,659,8280,7970,6470,3336,--,--,--, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 筹资活动现金流入小计(万元),3780,0,0,59443,59443,979,659,8280,7970,6470,3336,0,0,0, 
 偿还债务支付的现金(万元),895,--,--,10550,10550,846,735,2045,2042,1905,--,--,--,--, 
 分配股利、利润或偿付利息所支付的现金(万元),42426,27300,--,376,376,271,136,6529,6383,6240,4804,1999,1750,1328, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),--,--,--,811,252,30,--,30,30,30,--,145,--,49, 
 筹资活动现金流出小计(万元),43321,27300,0,11737,11178,1146,871,8604,8455,8175,4804,2144,1750,1377, 
 筹资活动产生的现金流量净额(万元),-39541,-27300,0,47706,48265,-167,-212,-324,-485,-1705,-1468,-2144,-1750,-1377, 
 汇率变动对现金及现金等价物的影响(万元),-82,-60,-32,106,2,2,-20,-16,-18,-53,-46,-24,0,-15, 
 现金及现金等价物净增加额(万元),-3672,1593,7075,-14002,62165,8292,1730,8273,1750,-3987,6274,536,2851,-1947, 
 加:期初现金及现金等价物余额(万元),5621,5621,5621,19623,19623,19623,19623,11351,11351,11351,5076,4540,1689,3636, 
 期末现金及现金等价物余额(万元),1949,7214,12696,5621,81788,27915,21353,19623,13100,7363,11351,5076,4540,1689, 
 净利润(万元),--,19143,--,34976,--,14774,--,27803,--,10901,20822,12408,9612,6172, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),--,75,--,295,--,87,--,212,--,69,199,220,75,77, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),--,4487,--,7255,--,3204,--,4797,--,2068,2933,1680,1074,629, 
 无形资产摊销(万元),--,935,--,103,--,44,--,50,--,25,48,47,42,11, 
 长期待摊费用摊销(万元),--,158,--,249,--,113,--,159,--,77,149,128,90,41, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),--,7,--,74,--,36,--,17,--,12,-1,-1,2,29, 
 固定资产报废损失(万元),--,--,--,--,--,--,--,--,--,--,111,39,--,--, 
 公允价值变动损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 财务费用(万元),--,87,--,-55,--,-14,--,-54,--,41,-10,41,16,5, 
 投资损失(万元),--,-1297,--,27,--,83,--,28,--,--,--,--,--,--, 
 递延所得税资产减少(万元),--,-611,--,-482,--,-229,--,-509,--,-263,-788,-186,-126,-35, 
 递延所得税负债增加(万元),--,601,--,738,--,297,--,369,--,136,119,--,--,--, 
 存货的减少(万元),--,3612,--,-891,--,-869,--,-2046,--,-1684,1879,-2884,-1876,-911, 
 经营性应收项目的减少(万元),--,-354,--,-11573,--,-2307,--,-2254,--,-1682,-3353,-1360,-2429,-1392, 
 经营性应付项目的增加(万元),--,-4643,--,11521,--,2503,--,2871,--,1488,4436,967,378,433, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 其他(万元),--,-328,--,-654,--,-322,--,-581,--,--,-851,-775,75,--, 
 经营活动产生现金流量净额(万元),--,21873,--,41582,--,17399,--,30863,--,11187,25693,10322,6932,5059, 
 债务转为资本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
