 报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31, 
 销售商品、提供劳务收到的现金(万元),77363,366103,260211,180264,145399,75917,44064,39313,14395,70615,40707,25777,9683,61012,41698,26752,15042,84241,64258,43080,11436,46111,31988,17929,9245,54328,39752,29093,18088,79040,55452,42123,19266,145601,102321,64089,24003,96192,71684,49088,22243,123563,91967,52837,23955,120469,77850,51557,19652, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,0,--,--,--,0,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,0,--,--,--,0,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,0,--,--,--,0,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,0,--,--,--,0,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,0,--,--,--,0,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,0,--,--,--,0,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,0,--,--,--,0,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,0,--,--,--,0,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,0,--,--,--,0,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,0,--,--,--,0,--,--,--, 
 收到的税费返还(万元),--,--,--,--,--,--,3,0,0,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,40,--,40,--,16,--,--,--,0,--,--,--,3,--,--,--, 
 收到的其他与经营活动有关的现金(万元),19758,161320,46950,37344,11928,38270,29392,24680,21683,44099,59353,39416,4793,44986,70487,39491,17190,47145,37312,24392,5716,71539,58518,44139,14745,91300,50774,19087,2903,43207,9060,3320,2063,16557,16746,13922,669,5640,7532,5617,4482,3688,12566,8502,3750,13491,17842,16343,8940, 
 经营活动现金流入小计(万元),97122,527423,307161,217607,157326,114187,73460,63993,36078,114714,100060,65193,14475,105998,112186,66243,32232,131386,101570,67473,17151,117650,90506,62068,23990,145628,90526,48179,20991,122247,64512,45444,21329,162198,119066,78050,24672,101847,79216,54704,26725,127251,104533,61339,27705,133963,95692,67900,28592, 
 购买商品、接受劳务支付的现金(万元),57589,335588,209429,101587,23010,194810,95216,72611,48220,64470,19566,15539,11053,44400,29697,16046,8107,35701,24364,14594,7858,36786,33799,20628,4649,69070,42538,34703,15960,68509,40067,28337,13429,83646,56280,38347,14574,81538,61797,40212,25809,113549,88099,50597,27514,72026,41602,27103,15614, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,0,--,--,--,0,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,0,--,--,--,0,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,0,--,--,--,0,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,0,--,--,--,0,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,0,--,--,--,0,--,--,--, 
 支付给职工以及为职工支付的现金(万元),3922,12498,8045,4140,2237,8495,4463,3376,1827,5023,3430,2375,1127,4513,3884,2723,1519,6455,5241,3997,2308,7956,6299,4300,2336,7929,5685,3451,1806,6772,5094,3425,1589,6123,4684,2487,1256,4541,2588,1705,535,2743,1415,883,541,1367,1015,670,275, 
 支付的各项税费(万元),8645,25288,18695,11640,3379,15670,8568,5921,2006,17354,5900,4031,2532,8120,6255,4203,1787,9465,6909,4050,1239,7260,5092,3597,949,8180,6861,5626,2389,9593,7365,5690,2625,12249,9784,5517,1483,9909,7490,5934,2041,11729,8844,4892,1174,9914,6907,4628,1233, 
