 报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2014-12-31,2013-12-31, 
 销售商品、提供劳务收到的现金(万元),13423,11877,7219,63366,--,28717,24750,55843,--,35796,31316, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与经营活动有关的现金(万元),5087,3850,2396,12575,--,2690,1989,20841,--,13894,7317, 
 经营活动现金流入小计(万元),18510,15728,9615,75941,--,31407,26739,76684,--,49690,38634, 
 购买商品、接受劳务支付的现金(万元),34804,23310,15311,45718,--,21424,15799,46717,--,36464,34965, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),5022,3555,1511,4986,--,2618,1263,5153,--,5029,4713, 
 支付的各项税费(万元),3362,2379,1810,3880,--,2333,1959,4442,--,3585,3361, 
 支付的其他与经营活动有关的现金(万元),4509,3422,1808,14119,--,3816,2713,18775,--,14047,8290, 
 经营活动现金流出小计(万元),47697,32666,20440,68703,--,30190,21734,75087,--,59125,51329, 
 经营活动产生的现金流量净额(万元),-29187,-16938,-10825,7238,-2056,1216,5005,1597,-7082,-9435,-12695, 
 收回投资所收到的现金(万元),100800,73300,25000,43100,--,23600,20600,37200,--,5500,--, 
 取得投资收益所收到的现金(万元),227,101,15,53,--,31,27,81,--,23,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),12,11,--,8,--,0,--,--,--,8,1, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),101039,73412,25015,43161,--,23631,20627,37281,--,5531,1, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),308,173,4,367,--,59,14,641,--,436,459, 
 投资所支付的现金(万元),91365,67350,5637,59600,--,15300,12300,45500,--,6100,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),91673,67523,5641,59967,--,15359,12314,46141,--,6536,459, 
 投资活动产生的现金流量净额(万元),9366,5889,19374,-16806,--,8272,8312,-8859,-85,-1004,-458, 
 吸收投资收到的现金(万元),29573,29573,29573,2000,--,1620,1000,1000,--,18009,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),29573,--,--,2000,--,1620,1000,1000,--,--,--, 
 取得借款收到的现金(万元),6000,--,--,46000,--,9000,6000,27000,--,37600,39600, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,918,--,--,--,--,--,--,--,--, 
 筹资活动现金流入小计(万元),35573,29573,30491,48000,--,10620,7000,28000,--,55609,39600, 
 偿还债务支付的现金(万元),22000,22000,16000,18000,--,8000,8000,36000,--,38000,19600, 
 分配股利、利润或偿付利息所支付的现金(万元),393,415,155,7305,--,6910,6363,1201,--,1535,1419, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),--,--,--,--,--,--,--,100,--,--,--, 
 筹资活动现金流出小计(万元),22393,22415,16155,25305,--,14910,14363,37301,--,39535,21019, 
 筹资活动产生的现金流量净额(万元),13180,7158,14336,22695,--,-4290,-7363,-9301,-3966,16074,18581, 
 汇率变动对现金及现金等价物的影响(万元),--,--,--,--,--,--,--,--,--,--,--, 
 现金及现金等价物净增加额(万元),-6641,-3892,22885,13127,--,5198,5955,-16563,-11133,5634,5428, 
 加:期初现金及现金等价物余额(万元),21523,21523,21523,8396,--,8396,8396,24959,--,19325,13897, 
 期末现金及现金等价物余额(万元),14882,17631,44408,21523,--,13594,14350,8396,13826,24959,19325, 
 净利润(万元),--,3410,--,6966,--,2696,--,6029,--,6090,4568, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),--,226,--,563,--,253,--,766,--,1144,398, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),--,79,--,236,--,127,--,275,--,301,244, 
 无形资产摊销(万元),--,16,--,20,--,6,--,11,--,18,30, 
 长期待摊费用摊销(万元),--,2,--,10,--,9,--,22,--,22,20, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),--,0,--,-6,--,0,--,16,--,4,-1, 
 固定资产报废损失(万元),--,--,--,--,--,--,--,--,--,--,--, 
 公允价值变动损失(万元),--,--,--,--,--,--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,--,--, 
 财务费用(万元),--,141,--,787,--,382,--,1178,--,1539,1448, 
 投资损失(万元),--,-125,--,-53,--,-31,--,-81,--,-23,--, 
 递延所得税资产减少(万元),--,-48,--,-32,--,-42,--,-245,--,-356,-101, 
 递延所得税负债增加(万元),--,--,--,--,--,--,--,--,--,--,--, 
 存货的减少(万元),--,-1828,--,-5363,--,-3040,--,1915,--,-980,-11397, 
 经营性应收项目的减少(万元),--,-13411,--,-1299,--,5223,--,-3673,--,-22299,-7294, 
 经营性应付项目的增加(万元),--,-5401,--,5408,--,-4365,--,-4615,--,5104,-610, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--,--,--, 
 其他(万元),--,--,--,--,--,--,--,--,--,--,--, 
 经营活动产生现金流量净额(万元),--,-16938,--,7238,--,1216,--,1597,--,-9435,-12695, 
 债务转为资本(万元),--,--,--,--,--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--,--,--,--,--, 
 现金的期末余额(万元),14882,17631,44408,21523,--,13594,14350,8396,13826,24959,19325, 
 现金的期初余额(万元),21523,21523,21523,8396,--,8396,8396,24959,--,19325,13897, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),-6641,-3892,22885,13127,--,5198,5955,-16563,-11133,5634,5428, 

