 报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2009-12-31,2008-12-31, 
 销售商品、提供劳务收到的现金(万元),16194,98516,50351,33671,17241,57047,34394,20775,8890,29208,19501,10527,4316,16757,11534,7456,4158,13011,9105,6036,2532,11017,7876,5579,2901,20411,14991,11137,4371,16312,9909,8109, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),153,1295,362,227,115,276,135,78,25,267,209,175,45,429,357,301,104,229,188,137,33,271,297,67,2,839,137,137,39,762,384,454, 
 收到的其他与经营活动有关的现金(万元),1155,8107,4528,3327,2635,4949,1756,928,351,1879,1258,615,354,2241,1967,1645,493,3823,3106,2883,1370,2875,2232,1513,104,1541,448,356,136,1243,1784,221, 
 经营活动现金流入小计(万元),17502,107917,55241,37224,19991,62272,36286,21781,9266,31354,20968,11317,4714,19426,13859,9402,4755,17063,12399,9057,3935,14162,10405,7159,3006,22790,15577,11630,4546,18317,12077,8784, 
 购买商品、接受劳务支付的现金(万元),15647,58607,33291,18758,10838,27461,19964,13103,5124,9114,8956,5135,1921,7175,5009,3435,1788,6511,4883,3244,1856,4339,3301,2031,931,4874,3077,2384,1277,4162,3060,2341, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),6355,20340,14480,10815,5958,19060,13445,8712,4423,12562,8713,4939,1940,6184,4604,2691,1519,4622,3564,2478,1397,4710,3303,2099,1187,3408,2202,1319,730,2534,1367,728, 
 支付的各项税费(万元),1715,6078,4253,1580,1088,4231,3287,1535,921,2250,1649,858,418,1621,1254,939,520,1230,908,626,211,1260,1060,849,426,2743,2466,1611,580,2334,1405,884, 
 支付的其他与经营活动有关的现金(万元),4132,15361,9430,5240,3295,9820,6245,3218,1281,6178,3355,2129,1027,4308,3298,2518,1519,4448,3262,2332,1217,5922,3724,2399,1393,4427,2916,1949,874,3054,3252,2392, 
 经营活动现金流出小计(万元),27848,100385,61454,36394,21178,60573,42941,26568,11748,30105,22672,13060,5306,19288,14165,9584,5345,16812,12617,8679,4680,16231,11388,7379,3938,15453,10661,7263,3461,12083,9084,6345, 
 经营活动产生的现金流量净额(万元),-10347,7532,-6213,831,-1187,1699,-6655,-4787,-2482,1249,-1704,-1744,-592,139,-307,-182,-590,251,-218,378,-745,-2070,-983,-220,-931,7338,4916,4367,1085,6233,2994,2439, 
 收回投资所收到的现金(万元),6700,23840,70,70,5140,4714,14,14,1000,--,--,--,--,--,--,--,--,80,80,80,--,--,--,--,--,0,--,--,--,523,14,3, 
 取得投资收益所收到的现金(万元),62,137,88,54,8,84,84,25,22,35,1,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,5,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),7,42,25,25,14,44,37,37,1,17,1,0,--,90,7,3,3,--,--,--,--,31,29,14,13,0,--,--,--,1,756,2, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,80,--,--,--,--,0,--,--,--,--,--,-269, 
 收到的其他与投资活动有关的现金(万元),56,834,18684,13029,--,--,5108,2408,--,200,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,3050,500, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),6824,24853,18866,13178,5162,4842,5243,2483,1023,253,2,0,0,90,7,3,3,80,80,80,80,31,29,14,13,0,0,0,0,523,3826,235, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),762,4895,3786,2741,1719,4197,3755,3169,2109,5893,1472,1028,615,2040,1694,1370,484,3021,2534,1615,751,3516,2837,1580,707,3050,2069,1629,883,2855,4938,3816, 
 投资所支付的现金(万元),5900,26020,120,120,120,2765,66,63,61,--,--,--,--,--,300,--,--,--,288,288,--,--,--,-758,600,750,--,--,--,80,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,454,--,--,--,9766,9766,9766,--,300,--,--,--,288,--,--,288,-459,-758,--,--,--,--,--,--,--,107,-343, 
 支付的其他与投资活动有关的现金(万元),--,374,21674,15428,7370,2267,3285,2515,1500,2695,2695,495,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1300,550, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),6662,31289,25580,18289,9209,9682,7106,5747,3670,18354,13933,11289,615,2340,1994,1370,484,3309,2822,1903,1039,3057,2080,822,1307,3800,2069,1629,883,2935,6346,4023, 
 投资活动产生的现金流量净额(万元),162,-6436,-6714,-5111,-4046,-4840,-1863,-3264,-2647,-18101,-13931,-11289,-615,-2250,-1987,-1367,-481,-3229,-2742,-1823,-959,-3025,-2051,-809,-1293,-3800,-2069,-1629,-883,-2412,-2520,-3788, 
 吸收投资收到的现金(万元),--,525,450,450,450,275,275,275,93,360,--,--,--,40,--,--,--,520,420,120,--,--,--,--,--,63283,63293,63293,--,70,--,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,450,450,450,275,275,275,93,--,--,--,--,--,--,--,--,--,--,120,--,--,--,--,--,0,--,--,--,70,--,--, 
 取得借款收到的现金(万元),7393,15600,13300,11200,2400,4706,3700,--,--,--,--,--,--,--,--,--,--,--,--,--,--,4500,--,--,--,0,--,--,--,3500,1900,1300, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,800,800,--,400,--,--,--,--,--,--,--,--,--,--,--,193,193,58,--,--,--,--,--,--,--,--,--,--,--,--, 
 筹资活动现金流入小计(万元),7393,16125,14550,12450,2850,5381,3975,275,93,360,0,0,0,40,0,0,0,713,613,178,0,4500,0,0,0,63283,63293,63293,0,3570,1900,1300, 
 偿还债务支付的现金(万元),4700,7704,6404,5104,3347,3637,3137,13,6,25,19,13,6,25,19,13,6,4525,4519,4513,4506,25,19,13,6,3525,3519,3513,2006,3525,710,300, 
 分配股利、利润或偿付利息所支付的现金(万元),181,3562,3274,3122,82,653,577,526,0,322,322,321,1,439,438,438,1,173,172,170,9,807,806,804,--,53,51,49,29,254,190,23, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),--,--,--,--,--,100,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 筹资活动现金流出小计(万元),4881,11267,9678,8226,3429,4390,3714,539,6,347,340,334,7,464,457,450,7,4698,4690,4683,4515,832,825,817,6,3578,3569,3561,2035,3779,901,323, 
 筹资活动产生的现金流量净额(万元),2512,4858,4872,4224,-579,991,261,-264,86,13,-340,-334,-7,-424,-457,-450,-7,-3985,-4077,-4505,-4515,3668,-825,-817,-6,59705,59723,59732,-2035,-209,999,977, 
 汇率变动对现金及现金等价物的影响(万元),251,-559,-471,-64,291,629,1458,1297,352,156,61,-61,--,--,--,--,--,--,--,--,--,--,0,0,-0,-2,-1,-1,-0,-1,-0,-4, 
 现金及现金等价物净增加额(万元),-7422,5395,-8527,-120,-5521,-1521,-6799,-7019,-4691,-16683,-15915,-13428,-1215,-2535,-2751,-1999,-1079,-6963,-7037,-5950,-6219,-1427,-3859,-1845,-2231,63242,62569,62470,-1832,3611,1473,-376, 
 加:期初现金及现金等价物余额(万元),45768,40374,40374,40374,40374,41895,41895,41895,41895,58578,58578,58578,58582,61113,61113,61113,61113,68076,68076,68076,68076,69503,69503,69503,70272,6262,6262,6262,6262,2651,1178,1553, 
 期末现金及现金等价物余额(万元),38347,45768,31847,40253,34852,40374,35096,34876,37204,41895,42663,45150,57368,58578,58363,59114,60035,61113,61039,62126,61857,68076,65645,67659,68041,69503,68831,68731,4430,6262,2651,1178, 
 净利润(万元),--,9829,--,1427,--,9029,--,2083,--,-88,--,480,--,876,--,730,--,832,--,350,--,525,--,394,--,5561,--,3094,--,5070,2868,2112, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),--,7701,--,302,--,3628,--,435,--,667,--,71,--,248,--,148,--,583,--,121,--,179,--,61,--,52,--,34,--,-18,-232,97, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),--,1373,--,785,--,1531,--,743,--,1391,--,665,--,1360,--,692,--,1110,--,568,--,917,--,486,--,691,--,265,--,531,254,134, 
 无形资产摊销(万元),--,2328,--,1100,--,1652,--,592,--,729,--,292,--,388,--,180,--,292,--,139,--,212,--,89,--,87,--,41,--,76,41,37, 
 长期待摊费用摊销(万元),--,224,--,96,--,453,--,274,--,510,--,254,--,548,--,266,--,527,--,262,--,501,--,243,--,206,--,79,--,96,26,20, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),--,-28,--,-16,--,30,--,23,--,12,--,3,--,-45,--,-31,--,0,--,0,--,7,--,5,--,0,--,0,--,0,-435,4, 
 固定资产报废损失(万元),--,11,--,--,--,1,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,2,20,--, 
 公允价值变动损失(万元),--,-3123,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 财务费用(万元),--,1117,--,199,--,-482,--,-725,--,-155,--,2,--,4,--,2,--,8,--,6,--,12,--,4,--,49,--,44,--,207,87,-33, 
 投资损失(万元),--,-134,--,-51,--,-53,--,-33,--,-16,--,60,--,3,--,12,--,-7,--,2,--,-14,--,0,--,4,--,-39,--,-20,-44,-21, 
 递延所得税资产减少(万元),--,-372,--,99,--,-358,--,-90,--,-261,--,-24,--,-13,--,-10,--,-165,--,-36,--,-90,--,-1,--,-8,--,7,--,-65,54,-9, 
 递延所得税负债增加(万元),--,-82,--,-41,--,-55,--,-14,--,-11,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存货的减少(万元),--,-1242,--,-1172,--,-1015,--,-1211,--,-69,--,-120,--,-820,--,-475,--,-212,--,-232,--,-487,--,89,--,-127,--,-16,--,-557,96,-12, 
 经营性应收项目的减少(万元),--,-20878,--,186,--,-18091,--,-8235,--,-3865,--,-3733,--,-3562,--,-1881,--,-3628,--,-210,--,-2384,--,-185,--,2332,--,-853,--,1948,2653,626, 
 经营性应付项目的增加(万元),--,10894,--,-2082,--,5428,--,1370,--,2405,--,307,--,1152,--,186,--,809,--,-593,--,-1547,--,-1403,--,-1603,--,1607,--,-1093,-2338,-442, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 其他(万元),--,-87,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 经营活动产生现金流量净额(万元),--,7532,--,831,--,1699,--,-4787,--,1249,--,-1744,--,139,--,-182,--,251,--,378,--,-2070,--,-220,--,7338,--,4367,--,6233,2994,2439, 
 债务转为资本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,908,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金的期末余额(万元),38347,45768,31847,40253,34852,40374,35096,34876,37204,41895,42663,45150,57368,58578,58363,59114,60035,61113,61039,62126,61857,68076,65645,67659,68041,69503,68831,68731,4430,6262,2651,1178, 
 现金的期初余额(万元),45768,40374,40374,40374,40374,41895,41895,41895,41895,58578,58578,58578,58582,61113,61113,61113,61113,68076,68076,68076,68076,69503,69503,69503,70272,6262,6262,6262,6262,2651,1178,1553, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),-7422,5395,-8527,-120,-5521,-1521,-6799,-7019,-4691,-16683,-15915,-13428,-1215,-2535,-2751,-1999,-1079,-6963,-7037,-5950,-6219,-1427,-3859,-1845,-2231,63242,62569,62470,-1832,3611,1473,-376, 

