 报告日期,2017-09-30,2017-06-30,2016-12-31,2016-09-30,2015-12-31,2014-12-31,2013-12-31, 
 销售商品、提供劳务收到的现金(万元),28807,19400,30103,22442,27817,27873,27049, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--, 
 收到的税费返还(万元),1109,604,811,367,458,795,851, 
 收到的其他与经营活动有关的现金(万元),1587,1482,7829,4413,1657,1403,3418, 
 经营活动现金流入小计(万元),31504,21486,38744,27223,29932,30070,31318, 
 购买商品、接受劳务支付的现金(万元),14068,8979,18004,13178,12988,14499,14813, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),4654,3098,5051,3760,4421,3430,2849, 
 支付的各项税费(万元),1403,1101,2428,1919,2525,3553,2165, 
 支付的其他与经营活动有关的现金(万元),3396,2476,3697,2849,3540,2560,7825, 
 经营活动现金流出小计(万元),23522,15654,29181,21706,23474,24042,27652, 
 经营活动产生的现金流量净额(万元),7982,5833,9563,5517,6457,6028,3666, 
 收回投资所收到的现金(万元),--,--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),--,--,1,0,--,--,--, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--,1042,1015, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),0,0,1,0,0,1042,1015, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),8628,6633,10747,6941,1120,7523,1075, 
 投资所支付的现金(万元),--,--,--,--,--,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,--,2000, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),8628,6633,10747,6941,1120,7523,3075, 
 投资活动产生的现金流量净额(万元),-8628,-6633,-10747,-6941,-1120,-6481,-2060, 
 吸收投资收到的现金(万元),--,--,--,--,1300,--,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),428,428,--,--,3210,1100,--, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,--,--,--, 
 筹资活动现金流入小计(万元),428,428,0,0,4510,1100,0, 
 偿还债务支付的现金(万元),--,--,2010,2010,2300,--,--, 
 分配股利、利润或偿付利息所支付的现金(万元),6,2,34,34,4784,2480,164, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),--,--,--,--,--,--,--, 
 筹资活动现金流出小计(万元),6,2,2044,2044,7084,2480,164, 
 筹资活动产生的现金流量净额(万元),422,426,-2044,-2044,-2574,-1380,-164, 
 汇率变动对现金及现金等价物的影响(万元),-22,-13,50,25,41,--,--, 
 现金及现金等价物净增加额(万元),-246,-388,-3177,-3444,2805,-1833,1443, 
 加:期初现金及现金等价物余额(万元),1125,1125,4302,4302,1497,3330,1887, 
 期末现金及现金等价物余额(万元),878,737,1125,858,4302,1497,3330, 
 净利润(万元),--,2491,4527,--,4269,5145,--, 
 少数股东损益(万元),--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--, 
 资产减值准备(万元),--,-68,169,--,205,41,--, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),--,791,1545,--,1545,1307,--, 
 无形资产摊销(万元),--,47,87,--,89,46,--, 
 长期待摊费用摊销(万元),--,557,1114,--,1211,1088,--, 
 待摊费用的减少(万元),--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),--,--,1,--,-0,--,--, 
 固定资产报废损失(万元),--,--,--,--,47,--,--, 
 公允价值变动损失(万元),--,--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--, 
 财务费用(万元),--,15,-17,--,243,78,--, 
 投资损失(万元),--,--,--,--,--,--,--, 
 递延所得税资产减少(万元),--,-63,-160,--,-165,-116,--, 
 递延所得税负债增加(万元),--,--,--,--,--,--,--, 
 存货的减少(万元),--,-383,-1074,--,-267,774,--, 
 经营性应收项目的减少(万元),--,1498,2655,--,-3839,-623,--, 
 经营性应付项目的增加(万元),--,948,717,--,3119,-1712,--, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--, 
 其他(万元),--,--,--,--,--,--,--, 
 经营活动产生现金流量净额(万元),--,5833,9563,--,6457,6028,--, 
 债务转为资本(万元),--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--, 
 现金的期末余额(万元),878,737,1125,858,4302,1497,3330, 
 现金的期初余额(万元),1125,1125,4302,4302,1497,3330,1887, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),-246,-388,-3177,-3444,2805,-1833,1443, 

