 报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2010-12-31,2010-06-30,2009-12-31,2008-12-31, 
 销售商品、提供劳务收到的现金(万元),30525,85565,64432,39276,17749,76969,54542,36269,16863,67908,49477,32014,15019,66935,48846,32199,14836,52942,35239,23515,11495,40115,27021,16303,5614,24890,26270,15297,31492,14022,26026,20264, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--, 
 收到的税费返还(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--, 
 收到的其他与经营活动有关的现金(万元),475,3149,1458,1162,332,1839,1315,844,51,2763,1378,1229,753,2288,501,250,41,2239,431,342,190,1342,920,583,292,471,188,136,1034,1001,6843,93, 
 经营活动现金流入小计(万元),31000,88714,65891,40439,18081,78808,55857,37112,16914,70671,50855,33243,15772,69222,49348,32448,14877,55181,35670,23857,11685,41457,27941,16886,5906,25361,26459,15432,32526,15023,32869,20357, 
 购买商品、接受劳务支付的现金(万元),7265,19903,17307,10168,4056,19984,16171,10897,3110,15883,11274,7171,3724,12845,9200,6345,3090,10208,5829,4067,2020,9027,6873,3822,1775,10718,14697,7076,12047,8105,13429,9199, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--, 
 支付给职工以及为职工支付的现金(万元),4281,17335,13111,8889,4443,19175,14661,10283,4791,18544,12655,8935,4980,14754,11255,7753,4219,10052,7382,5004,2729,6765,4666,2924,1397,6514,4917,3440,5587,2763,3577,4014, 
 支付的各项税费(万元),5853,11896,8487,5660,2787,10418,7800,5093,2739,10049,7263,4640,2328,10008,7532,5265,2145,8172,5353,3777,2003,6263,4553,3438,932,3516,2916,1713,6153,3939,2579,1880, 
 支付的其他与经营活动有关的现金(万元),13064,35570,22928,13499,6525,25065,18343,10892,6040,24650,17780,11912,6209,23397,15523,10328,4227,18691,11199,7430,3282,15896,11596,8090,1131,4137,3137,2130,3536,1701,2729,9180, 
 经营活动现金流出小计(万元),30463,84704,61834,38215,17811,74643,56975,37165,16680,69126,48971,32657,17240,61003,43511,29692,13680,47123,29763,20278,10034,37951,27687,18273,5235,24886,25666,14360,27323,16508,22314,24273, 
 经营活动产生的现金流量净额(万元),537,4010,4057,2223,270,4165,-1118,-53,234,1544,1884,586,-1468,8219,5837,2756,1197,8058,5907,3578,1651,3505,254,-1388,670,475,793,1072,5203,-1485,10555,-3916, 
 收回投资所收到的现金(万元),131,3800,4435,735,--,--,--,--,--,5796,5796,5796,3296,10218,6038,1538,1538,3000,--,--,--,--,--,--,--,--,--,--,0,100,--,4860, 
 取得投资收益所收到的现金(万元),--,21,21,--,--,294,294,--,--,327,33,33,13,308,47,--,--,236,--,--,--,--,--,--,--,--,--,--,0,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),7,3222,353,196,1,1777,1109,342,0,3819,3018,2971,265,7534,5941,5899,2,2151,5132,5132,2120,--,--,--,--,--,--,--,144,--,--,403, 
 处置子公司及其他营业单位收到的现金净额(万元),--,735,--,--,--,454,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,2078,--,--,--,--,--,--,0,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,10213,10000,--,--,--,--,--,--,--,172,172,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--, 
 投资活动现金流入小计(万元),138,17992,14809,931,1,2525,1403,342,0,9942,9018,8971,3575,18059,12026,7437,1540,5387,5132,5132,2120,2078,0,0,0,0,0,0,144,100,0,5263, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),1525,10107,10786,3358,1636,5078,2871,2223,1432,3568,1872,1192,350,3420,3345,1777,224,5791,5460,3727,1524,4538,3159,944,466,6603,3186,2549,4778,2519,1233,88, 
 投资所支付的现金(万元),--,--,--,--,--,6765,4135,1000,5991,21705,20354,18300,6020,10676,4500,2500,--,--,20720,1000,--,--,--,--,--,--,--,--,0,--,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,3257,3257,6392,--,557,--,--,--,7012,--,--,--,27022,--,--,--,12430,12430,12430,16500,--,--,--,0,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,8323,7838,7000,7000,3000,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--, 
 投资活动现金流出小计(万元),1525,18431,18624,10358,8636,18100,10263,9615,7423,25830,22226,19492,6370,21108,7845,4277,224,32813,26180,4727,1524,16968,15589,13374,16966,6603,3186,2549,4778,2519,1233,88, 
 投资活动产生的现金流量净额(万元),-1387,-439,-3815,-9427,-8635,-15576,-8860,-9272,-7423,-15888,-13208,-10521,-2795,-3049,4181,3160,1315,-27426,-21047,406,596,-14890,-15589,-13374,-16966,-6603,-3186,-2549,-4633,-2419,-1233,5175, 
 吸收投资收到的现金(万元),--,150,800,800,--,1850,150,150,--,20063,20099,--,--,1300,--,--,--,--,--,--,--,--,--,--,--,40443,40443,--,0,--,--,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,150,--,800,--,1850,--,150,--,464,--,--,--,1300,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--, 
 取得借款收到的现金(万元),980,21520,17550,13570,9170,18380,15700,13000,10000,23200,8200,8200,--,5000,--,--,--,11000,11000,--,--,10750,7750,7750,3000,4000,4000,4000,4000,4000,6900,--, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,--,--,--, 
 筹资活动现金流入小计(万元),980,21670,18350,14370,9170,20230,15850,13150,10000,43263,28299,8200,0,6300,0,0,0,11000,11000,0,0,10750,7750,7750,3000,44443,44443,4000,4000,4000,6900,0, 
 偿还债务支付的现金(万元),3000,22300,10800,9300,4300,12080,11700,3200,--,18000,13000,500,--,6300,5800,5800,2000,7750,7750,7750,4750,7000,4000,4000,--,6000,6000,4000,4000,4000,4900,390, 
 分配股利、利润或偿付利息所支付的现金(万元),423,3281,2925,2157,742,2408,1946,746,365,2560,2439,1734,203,2586,2265,2119,621,3042,1375,168,126,1619,1474,1325,123,408,329,227,2091,1863,2376,407, 
 其中：子公司支付给少数股东的股利、利润(万元),--,800,--,400,400,160,--,--,--,320,320,--,--,580,400,400,400,1300,--,--,--,--,--,--,--,--,--,--,0,--,--,--, 
 支付其他与筹资活动有关的现金(万元),--,633,100,100,100,100,--,--,--,202,698,61,--,--,--,--,--,--,--,--,--,--,--,0,--,698,698,--,0,--,--,--, 
 筹资活动现金流出小计(万元),3423,26214,13825,11557,5142,14588,13646,3946,365,20762,16137,2296,203,8886,8065,7919,2621,10792,9125,7918,4876,8619,5474,5325,123,7106,7026,4227,6091,5863,7276,797, 
 筹资活动产生的现金流量净额(万元),-2443,-4544,4525,2813,4028,5642,2204,9204,9635,22501,12161,5904,-203,-2586,-8065,-7919,-2621,208,1875,-7918,-4876,2131,2276,2425,2877,37337,37417,-227,-2091,-1863,-376,-797, 
 汇率变动对现金及现金等价物的影响(万元),--,--,-17,-17,-1,5,3,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--, 
 现金及现金等价物净增加额(万元),-3293,-972,4750,-4408,-4338,-5763,-7771,-121,2446,8157,837,-4031,-4467,2585,1953,-2003,-109,-19160,-13265,-3934,-2629,-9254,-13059,-12336,-13419,31209,35023,-1704,-1521,-5767,8947,461, 
 加:期初现金及现金等价物余额(万元),14861,15825,15825,15825,15825,21589,21589,21589,21589,13431,13431,13431,13431,10847,10847,10847,10847,30006,30006,30006,30006,39260,39260,39260,39260,8051,8051,8051,9572,9572,625,163, 
 期末现金及现金等价物余额(万元),11567,14853,20575,11417,11488,15825,13817,21468,24035,21589,14269,9401,8964,13431,12799,8844,10737,10847,16741,26072,27377,30006,26201,26924,25842,39260,43074,6347,8051,3804,9572,625, 
 净利润(万元),--,3089,--,2570,--,3756,--,2267,--,2905,--,2152,--,5589,--,2526,--,3508,--,1654,--,3304,--,1521,--,3534,--,--,4798,--,2890,1304, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--, 
 资产减值准备(万元),--,2146,--,225,--,2458,--,208,--,1637,--,502,--,184,--,30,--,381,--,-26,--,393,--,119,--,268,--,--,4,--,-111,117, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),--,3090,--,1465,--,2964,--,1453,--,2694,--,1307,--,2480,--,1243,--,1543,--,598,--,1397,--,658,--,1098,--,--,942,--,902,798, 
 无形资产摊销(万元),--,1861,--,941,--,1859,--,912,--,1582,--,749,--,1196,--,599,--,1013,--,465,--,930,--,384,--,394,--,--,365,--,329,325, 
 长期待摊费用摊销(万元),--,162,--,112,--,231,--,103,--,150,--,69,--,65,--,7,--,13,--,6,--,15,--,8,--,10,--,--,10,--,4,--, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),--,-2089,--,-174,--,-35,--,-72,--,-924,--,-34,--,-424,--,-179,--,-24,--,-36,--,-1363,--,--,--,-29,--,--,-72,--,13,-375, 
 固定资产报废损失(万元),--,97,--,89,--,--,--,7,--,--,--,1,--,--,--,0,--,--,--,--,--,180,--,--,--,1,--,--,2,--,--,--, 
 公允价值变动损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,-20,--,-20,--,1,--,--,--,--,--,--,--,--,--,--,0,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--, 
 财务费用(万元),--,1542,--,793,--,1409,--,756,--,915,--,474,--,653,--,373,--,411,--,153,--,555,--,261,--,404,--,--,487,--,580,406, 
 投资损失(万元),--,397,--,54,--,-1414,--,63,--,-220,--,10,--,-286,--,21,--,-49,--,--,--,-5,--,--,--,--,--,--,0,--,--,--, 
 递延所得税资产减少(万元),--,-220,--,-171,--,-47,--,137,--,-66,--,2,--,-148,--,103,--,-38,--,64,--,-77,--,-13,--,-39,--,--,8,--,37,-29, 
 递延所得税负债增加(万元),--,-209,--,-213,--,-385,--,-149,--,-451,--,-336,--,-75,--,-168,--,-120,--,-55,--,-81,--,-26,--,--,--,--,0,--,--,--, 
 存货的减少(万元),--,-3969,--,-2198,--,-1558,--,-1352,--,-1511,--,-179,--,-379,--,-299,--,778,--,406,--,1175,--,780,--,-1126,--,--,-338,--,-1093,115, 
