 报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31, 
 销售商品、提供劳务收到的现金(万元),119048,71751,24574,118284,90744,51793,17547,89148,76530,63727,46092, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),25,37,25,26,26,20,7,--,--,--,--, 
 收到的其他与经营活动有关的现金(万元),4055,2321,594,3147,2162,2049,318,5627,2347,1761,1457, 
 经营活动现金流入小计(万元),123128,74109,25193,121457,92932,53862,17873,94774,78877,65488,47550, 
 购买商品、接受劳务支付的现金(万元),65617,40413,16146,56407,46614,29107,14039,36568,39614,29116,21184, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),16923,10819,5372,18336,12769,8292,3902,14345,13079,10834,8234, 
 支付的各项税费(万元),7103,4674,2827,6934,5258,3456,1753,7143,5348,5045,3976, 
 支付的其他与经营活动有关的现金(万元),17134,11559,5920,14870,17407,10751,6675,17813,12941,10478,8309, 
 经营活动现金流出小计(万元),106777,67465,30265,96547,82048,51605,26370,75869,70982,55473,41703, 
 经营活动产生的现金流量净额(万元),16351,6645,-5072,24909,10884,2257,-8497,18905,7895,10015,5847, 
 收回投资所收到的现金(万元),71350,17800,11200,25750,13250,6750,6350,5910,9660,4780,1150, 
 取得投资收益所收到的现金(万元),324,48,32,64,37,20,19,23,38,10,7, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),60,56,--,229,1,1,--,10,3,4,--, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,488,535, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),71734,17903,11232,26043,13289,6772,6369,5943,9702,5282,1692, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),9220,6130,3275,9489,7561,6144,3651,13202,9237,4264,2922, 
 投资所支付的现金(万元),111367,34150,7300,29200,14720,9400,4500,5750,11070,5030,1000, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,488,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),120587,40280,10575,38689,22281,15544,8151,18952,20307,9782,3922, 
 投资活动产生的现金流量净额(万元),-48854,-22377,658,-12646,-8992,-8772,-1782,-13009,-10605,-4500,-2230, 
 吸收投资收到的现金(万元),44010,44010,--,--,--,--,--,--,--,107,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),--,--,--,4000,3500,4000,2500,11102,7068,6260,8533, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),1923,1923,1923,1988,1988,1988,1988,1566,1577,1095,1127, 
 筹资活动现金流入小计(万元),45933,45933,1923,5988,5488,5988,4488,12668,8645,7462,9660, 
 偿还债务支付的现金(万元),--,--,--,15197,7760,5010,510,8753,3490,6873,9305, 
 分配股利、利润或偿付利息所支付的现金(万元),2348,2348,2191,1473,1109,1097,76,1456,1009,910,498, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),3156,1950,1129,1923,1341,1428,2111,1988,1566,3737,1095, 
 筹资活动现金流出小计(万元),5504,4298,3321,18594,10210,7535,2698,12197,6065,11520,10897, 
 筹资活动产生的现金流量净额(万元),40429,41634,-1398,-12606,-4722,-1547,1790,471,2580,-4058,-1238, 
 汇率变动对现金及现金等价物的影响(万元),-75,-34,-8,27,3,7,-17,40,-28,0,-4, 
 现金及现金等价物净增加额(万元),7851,25868,-5820,-316,-2828,-8056,-8507,6407,-158,1458,2375, 
 加:期初现金及现金等价物余额(万元),15584,15584,15584,15900,15900,15900,15900,9493,9651,8194,5818, 
 期末现金及现金等价物余额(万元),23435,41452,9763,15584,13072,7844,7393,15900,9493,9651,8194, 
 净利润(万元),--,4625,--,9622,--,--,--,4726,3929,--,--, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),--,97,--,-17,--,--,--,489,-4,--,--, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),--,1196,--,1832,--,--,--,1231,1022,--,--, 
 无形资产摊销(万元),--,140,--,230,--,--,--,164,119,--,--, 
 长期待摊费用摊销(万元),--,479,--,823,--,--,--,659,581,--,--, 
