 报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31, 
 销售商品、提供劳务收到的现金(万元),106642,68942,43134,130925,94773,61922,37149,88106,101400,85517,74473,79244, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),3,3,--,185,177,106,106,107,--,--,--,--, 
 收到的其他与经营活动有关的现金(万元),2552,2317,1110,1390,1462,182,6819,1532,1082,326,1219,57, 
 经营活动现金流入小计(万元),109196,71262,44244,132499,96412,62209,44075,89745,102482,85843,75692,79302, 
 购买商品、接受劳务支付的现金(万元),101816,57556,34230,97047,69535,44652,22186,58418,77967,66425,58845,65509, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),9224,5812,3301,9899,7989,5111,2725,8701,7068,5820,4144,2420, 
 支付的各项税费(万元),6704,4778,2230,9186,6440,4545,2721,6708,8679,7606,6156,4346, 
 支付的其他与经营活动有关的现金(万元),8278,6377,2996,10324,6372,4208,8608,7059,6899,6676,6280,4570, 
 经营活动现金流出小计(万元),126022,74523,42758,126456,90336,58516,36240,80885,100613,86527,75425,76845, 
 经营活动产生的现金流量净额(万元),-16826,-3261,1486,6043,6076,3693,7835,8859,1868,-684,268,2457, 
 收回投资所收到的现金(万元),37500,27000,3000,--,--,--,--,--,--,--,23,--, 
 取得投资收益所收到的现金(万元),254,139,--,--,--,--,--,--,68,9,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),13,12,8,15,14,3,0,220,41,24,100,10, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,1000,--,--,--,--,--,20,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),37767,27151,3008,1015,14,3,0,220,109,53,123,10, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),1507,983,731,4743,4524,3749,2600,5673,7155,7331,2926,915, 
 投资所支付的现金(万元),46500,37500,27000,1050,1050,1050,1050,--,--,--,410,23, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),48007,38483,27731,5793,5574,4799,3650,5673,7155,7331,3336,938, 
 投资活动产生的现金流量净额(万元),-10240,-11332,-24723,-4777,-5560,-4796,-3649,-5453,-7047,-7278,-3213,-928, 
 吸收投资收到的现金(万元),--,--,--,52724,--,--,--,--,--,--,--,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),27152,12374,--,28977,24370,13340,896,27262,31926,19324,6000,3000, 
 发行债券收到的现金(万元),--,--,--,10000,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),213,--,72,--,1000,--,--,--,--,--,--,--, 
 筹资活动现金流入小计(万元),27365,12374,72,91702,25370,13340,896,27262,31926,19324,6000,3000, 
 偿还债务支付的现金(万元),31263,28108,24571,24994,16070,11990,2500,23444,23314,7000,3000,2000, 
 分配股利、利润或偿付利息所支付的现金(万元),12778,12497,256,10981,10366,3394,412,8338,1239,2784,213,173, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),592,576,568,1189,201,102,45,221,301,240,178,135, 
 筹资活动现金流出小计(万元),44633,41181,25395,37164,26637,15486,2958,32003,24853,10024,3391,2308, 
 筹资活动产生的现金流量净额(万元),-17268,-28807,-25323,54538,-1267,-2146,-2061,-4741,7073,9300,2609,692, 
 汇率变动对现金及现金等价物的影响(万元),-3,--,--,--,--,--,--,--,--,--,-0,-0, 
 现金及现金等价物净增加额(万元),-44337,-43400,-48560,55803,-752,-3249,2124,-1335,1894,1339,-336,2220, 
 加:期初现金及现金等价物余额(万元),62956,62956,62956,7153,7153,7153,7153,8487,6593,5254,5591,3370, 
 期末现金及现金等价物余额(万元),18619,19557,14396,62956,6401,3904,9277,7153,8487,6593,5254,5591, 
 净利润(万元),--,8942,--,20689,--,8877,--,17319,25767,23641,16090,9938, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),--,-820,--,2974,--,524,--,829,1612,865,256,256, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),--,1164,--,1300,--,482,--,848,829,736,636,568, 
 无形资产摊销(万元),--,143,--,278,--,140,--,271,279,141,15,6, 
 长期待摊费用摊销(万元),--,5,--,6,--,1,--,14,13,--,47,43, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),--,3,--,12,--,1,--,-91,-9,-7,-2,22, 
 固定资产报废损失(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 公允价值变动损失(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 财务费用(万元),--,833,--,1803,--,675,--,1597,1378,851,403,308, 
 投资损失(万元),--,-93,--,-51,--,-4,--,-76,-88,-71,-50,10, 
 递延所得税资产减少(万元),--,102,--,-457,--,-74,--,-1,-286,-184,-76,-61, 
 递延所得税负债增加(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 存货的减少(万元),--,-19833,--,-5974,--,-2279,--,815,-15985,-23218,-7677,-13856, 
 经营性应收项目的减少(万元),--,14543,--,-25572,--,-3430,--,-13807,-11807,-4932,-4473,5580, 
 经营性应付项目的增加(万元),--,-8250,--,11035,--,-1221,--,1141,165,1493,-4900,-357, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 其他(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 经营活动产生现金流量净额(万元),--,-3261,--,6043,--,3693,--,8859,1868,-684,268,2457, 
 债务转为资本(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 现金的期末余额(万元),18619,18031,14396,62956,6401,3904,9277,7153,8487,6593,5254,5591, 
 现金的期初余额(万元),62956,62956,62956,7153,7153,7153,7153,8487,6593,5254,5591,3370, 
 现金等价物的期末余额(万元),--,1526,--,--,--,--,--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),-44337,-43400,-48560,55803,-752,-3249,2124,-1335,1894,1339,-336,2220, 

