 报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31, 
 销售商品、提供劳务收到的现金(万元),31692,19922,7870,48612,30797,20240,3878,37670,30494,25705,26631, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),268,6,6,183,17,17,17,45,118,66,88, 
 收到的其他与经营活动有关的现金(万元),328,233,34,469,279,152,201,259,221,698,339, 
 经营活动现金流入小计(万元),32288,20162,7911,49264,31093,20409,4096,37975,30832,26469,27059, 
 购买商品、接受劳务支付的现金(万元),35681,23927,7722,36497,24238,16625,8008,27468,24303,20054,20723, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),5043,3392,1781,5272,4096,2802,1464,4735,4234,3555,3138, 
 支付的各项税费(万元),1610,1134,959,1966,1538,1045,601,1760,967,1461,1253, 
 支付的其他与经营活动有关的现金(万元),3286,2571,602,2387,2192,1571,951,1718,1525,987,1781, 
 经营活动现金流出小计(万元),45620,31025,11064,46123,32064,22043,11025,35680,31029,26057,26895, 
 经营活动产生的现金流量净额(万元),-13332,-10863,-3153,3142,-971,-1634,-6929,2294,-197,412,164, 
 收回投资所收到的现金(万元),--,--,--,--,--,--,--,--,--,166,175, 
 取得投资收益所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),3,0,0,0,0,0,--,0,0,0,0, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),1000,--,--,502,502,--,--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),1004,0,0,502,502,0,0,0,0,166,175, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),246,109,47,265,94,57,9,198,240,83,530, 
 投资所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),1000,1000,--,500,500,500,--,--,--,--,0, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),1246,1109,47,765,594,557,9,198,240,83,530, 
 投资活动产生的现金流量净额(万元),-242,-1109,-47,-263,-92,-557,-9,-198,-240,83,-355, 
 吸收投资收到的现金(万元),--,--,--,10130,--,--,--,15,--,--,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,15,--,--,--, 
 取得借款收到的现金(万元),4200,3000,--,2600,2600,2600,2600,5400,2000,2300,2500, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
