 报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2014-12-31,2013-12-31, 
 销售商品、提供劳务收到的现金(万元),40960,29567,14648,61949,40622,25842,9307,54332,47219,38924, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),--,--,--,--,--,--,--,--,--,--, 
 收到的其他与经营活动有关的现金(万元),3765,3396,2448,3527,2906,2290,1340,1826,2542,2106, 
 经营活动现金流入小计(万元),44725,32963,17096,65476,43528,28132,10647,56158,49761,41030, 
 购买商品、接受劳务支付的现金(万元),15438,12329,5874,24754,18209,8797,4138,33531,28169,20315, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),4972,3386,1622,7075,5418,3683,1861,5945,5783,3086, 
 支付的各项税费(万元),3803,2596,1041,7664,5522,3893,1339,4216,4465,2733, 
 支付的其他与经营活动有关的现金(万元),18137,11233,6233,20264,14354,8462,4120,15434,11126,9672, 
 经营活动现金流出小计(万元),42351,29543,14770,59758,43504,24835,11459,59127,49542,35806, 
 经营活动产生的现金流量净额(万元),2375,3419,2326,5718,24,3296,-812,-2969,218,5224, 
 收回投资所收到的现金(万元),21000,11000,--,3300,3300,3300,--,8000,21220,1650, 
 取得投资收益所收到的现金(万元),155,77,--,4,4,4,--,6,40,3, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),15,15,15,1,1,1,2,20,--,2, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,218,--,--, 
 收到的其他与投资活动有关的现金(万元),81,81,--,--,--,--,--,170,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),21251,11173,15,3305,3305,3305,2,8415,21260,1655, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),5305,4780,4147,1852,1196,1053,663,4417,4512,2862, 
 投资所支付的现金(万元),33000,21000,10000,3300,3300,3300,--,7780,22880,3350, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,14,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),38305,25780,14147,5152,4496,4353,663,12211,27392,6212, 
 投资活动产生的现金流量净额(万元),-17054,-14607,-14132,-1847,-1191,-1049,-661,-3796,-6132,-4557, 
 吸收投资收到的现金(万元),--,--,--,26623,--,--,--,1910,9000,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),--,--,--,1000,--,--,--,6000,1000,--, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),106,106,106,--,--,--,--,--,--,500, 
 筹资活动现金流入小计(万元),106,106,106,27623,0,0,0,7910,10000,500, 
 偿还债务支付的现金(万元),--,--,--,6000,100,100,--,1000,2000,--, 
 分配股利、利润或偿付利息所支付的现金(万元),1189,1125,38,350,262,166,79,77,326,181, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),--,--,--,824,--,--,500,167,500,--, 
