 报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2010-12-31,2009-12-31,2008-12-31, 
 销售商品、提供劳务收到的现金(万元),42072,107046,95384,50738,21577,73401,52530,29188,16640,37510,27266,17209,4521,32735,20690,13927,7097,23895,19479,16142,6842,21918,16193,13509,9362,92209,83792,54666,20851,21662, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),249,5765,3719,1800,388,2122,1571,756,480,666,268,158,155,918,637,276,132,389,12,12,8,401,399,9,--,4679,1331,585,467,408, 
 收到的其他与经营活动有关的现金(万元),1493,5402,2684,1555,1006,3064,3505,1420,970,5320,3462,3401,898,5758,3778,3017,1019,4351,3964,3261,134,1627,4085,2937,1096,4652,2867,3499,782,115, 
 经营活动现金流入小计(万元),43814,118212,101787,54093,22970,78588,57606,31364,18089,43496,30996,20768,5574,39412,25105,17220,8248,28635,23455,19415,6984,23946,20676,16455,10458,101540,87990,58750,22099,22184, 
 购买商品、接受劳务支付的现金(万元),34390,80700,57164,35432,16229,55259,29784,20573,11295,33271,27297,20279,5705,15411,15844,9310,4935,8830,5941,4937,3092,11755,9850,7680,5318,65519,59179,33534,9553,11048, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),6998,16397,11940,8024,4433,12140,8958,6248,3444,7828,5099,3320,1689,4165,2364,1783,1150,2922,2292,1670,1123,3850,3075,2436,1660,4174,3384,2900,1343,571, 
 支付的各项税费(万元),9380,24966,16852,9387,5280,11733,8190,4642,2683,5687,3213,1073,489,3477,2054,1151,621,3102,2775,1920,855,8376,7145,5448,3269,16421,12026,5545,2242,1054, 
 支付的其他与经营活动有关的现金(万元),7307,12248,14744,8491,5762,6070,6150,3565,1693,6113,3252,2574,922,2982,2271,1635,1537,3318,3723,2714,700,2837,5805,3825,1759,6324,3785,3871,3983,1514, 
 经营活动现金流出小计(万元),58076,134312,100700,61334,31704,85202,53083,35028,19115,52898,38862,27246,8804,26035,22533,13878,8244,18172,14731,11241,5770,26818,25874,19389,12006,92438,78374,45850,17121,14187, 
 经营活动产生的现金流量净额(万元),-14262,-16100,1087,-7241,-8734,-6614,4523,-3664,-1025,-9402,-7866,-6478,-3230,13377,2572,3342,5,10463,8724,8174,1214,-2872,-5198,-2934,-1548,9102,9616,12900,4978,7997, 
 收回投资所收到的现金(万元),61700,218700,109700,83600,42100,15700,11500,11500,5000,57800,56300,29700,22200,59300,49300,40800,19900,24780,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),521,2096,1084,844,294,319,223,223,5,247,241,171,113,337,289,258,168,159,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),29,307,274,231,197,134,36,28,21,385,177,175,26,2,1,1,--,1,0,--,--,55,37,26,26,21,16,17,1,0, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,343,343,343,343,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),10,808,--,--,--,4479,--,--,--,2000,--,--,--,--,--,--,--,--,51,--,--,--,161,112,28,92,61,28,16,181, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),62261,221912,111059,84675,42591,20974,12102,12093,5368,60432,56718,30045,22339,59638,49590,41059,20068,24940,51,0,0,55,199,138,54,112,77,45,17,182, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),6655,15179,13068,8197,4968,9322,8943,3001,2538,24987,17983,5916,4769,36911,22232,5993,2341,4283,3710,50,16,1282,904,444,307,3625,3313,1965,2177,7964, 
 投资所支付的现金(万元),78400,201100,127300,102400,31700,60030,12030,9030,9000,57100,59300,20300,20300,61900,43600,36400,23900,33480,10560,3100,--,--,--,--,--,--,--,--,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--,--,13201,13209,4932,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,3617,--,--,--,--,--,--,--,2254,--,--,--,--,--,--,--,--,--,--,--,--, 
