 报告日期,2017-09-30,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2014-09-30,2014-06-30,2013-12-31,2013-09-30,2012-12-31,2011-12-31, 
 销售商品、提供劳务收到的现金(万元),11030,7646,14439,6333,14894,7166,14584,11438,9411,12074,8888,11531,14538, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),624,264,837,489,791,402,707,665,459,502,460,451,311, 
 收到的其他与经营活动有关的现金(万元),491,350,422,157,677,183,855,203,174,34,23,454,985, 
 经营活动现金流入小计(万元),12146,8260,15699,6980,16362,7751,16146,12305,10045,12609,9370,12435,15834, 
 购买商品、接受劳务支付的现金(万元),5085,3333,6749,3383,7379,3958,7127,5697,5050,6039,4318,6743,10791, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),2501,1642,2917,1315,2635,1297,2694,2004,1337,1484,1116,1573,1236, 
 支付的各项税费(万元),1008,787,1656,785,1568,855,1440,938,685,1607,1296,1676,1030, 
 支付的其他与经营活动有关的现金(万元),1163,919,1119,585,1224,547,1362,937,1229,1077,631,2083,1305, 
 经营活动现金流出小计(万元),9758,6682,12440,6067,12806,6657,12623,9575,8302,10207,7360,12075,14363, 
 经营活动产生的现金流量净额(万元),2388,1578,3259,913,3556,1094,3523,2730,1743,2402,2010,361,1471, 
 收回投资所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,4963, 
