 报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2014-12-31,2014-06-30,2013-12-31,2012-12-31,2011-12-31, 
 销售商品、提供劳务收到的现金(万元),34072,22072,12122,56888,34121,27027,18751,28884,25432,15905,8271,16657,11459,6535, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),532,414,259,342,271,182,175,189,189,2,2,104,4,6, 
 收到的其他与经营活动有关的现金(万元),1249,953,498,2794,1716,2011,819,1215,960,1120,230,519,355,300, 
 经营活动现金流入小计(万元),35853,23440,12879,60024,36108,29221,19744,30287,26581,17027,8503,17280,11818,6841, 
 购买商品、接受劳务支付的现金(万元),27695,19534,11449,48316,28076,22492,16681,16228,12788,10101,5098,8736,10642,6397, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),4678,3097,1754,4848,3479,2319,1174,3700,2641,2681,1066,1806,1103,630, 
 支付的各项税费(万元),1007,1011,596,3864,2848,2105,1422,3336,2234,2756,1211,1285,1044,72, 
 支付的其他与经营活动有关的现金(万元),6018,3961,2151,6324,4405,2895,2415,4556,3685,4016,1486,2707,1640,951, 
 经营活动现金流出小计(万元),39398,27603,15951,63352,38808,29810,21692,27820,21349,19554,8861,14534,14429,8050, 
 经营活动产生的现金流量净额(万元),-3545,-4163,-3071,-3328,-2700,-590,-1947,2467,5232,-2527,-358,2746,-2611,-1209, 
 收回投资所收到的现金(万元),25,25,--,--,--,--,--,--,--,--,--,--,30,--, 
 取得投资收益所收到的现金(万元),--,--,--,--,--,--,--,--,--,1,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),181,16,13,66,66,65,4,--,--,--,--,--,81,26, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,133,133,133,--,5024,1484,5221,3721,121,--,2090, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),206,41,13,198,198,198,4,5024,1484,5222,3721,121,111,2116, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),2844,2396,1353,8299,7276,5246,1619,11041,10755,12008,9492,7000,4668,3178, 
 投资所支付的现金(万元),9477,4000,--,--,--,--,--,--,--,--,--,--,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),483,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,690,623,654,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),12804,6396,1353,8299,7276,5246,1619,11041,10755,12697,10115,7653,4668,3178, 
 投资活动产生的现金流量净额(万元),-12598,-6355,-1340,-8101,-7078,-5048,-1615,-6017,-9271,-7475,-6394,-7532,-4557,-1063, 
 吸收投资收到的现金(万元),13488,13003,13028,25159,--,--,--,--,--,2000,2000,--,3370,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),40957,11257,10257,31439,28853,15923,7585,38756,27408,31877,16803,23196,14999,4400, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 筹资活动现金流入小计(万元),54445,24260,23285,56598,28853,15923,7585,38756,27408,33877,18803,23196,18369,4400, 
 偿还债务支付的现金(万元),45228,19328,19074,32268,19509,11887,5803,29494,22027,21218,8893,15323,10114,1690, 
 分配股利、利润或偿付利息所支付的现金(万元),2612,2293,446,2802,2478,1840,1368,2636,2489,2404,796,2037,448,178, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),2,--,--,--,--,--,--,21,21,--,--,--,--,--, 
 筹资活动现金流出小计(万元),47843,21622,19520,35070,21987,13727,7170,32152,24537,23622,9689,17360,10562,1868, 
 筹资活动产生的现金流量净额(万元),6602,2638,3765,21528,6867,2196,415,6604,2871,10255,9114,5836,7808,2532, 
 汇率变动对现金及现金等价物的影响(万元),--,--,--,-45,14,9,4,62,62,2,0,18,--,--, 
 现金及现金等价物净增加额(万元),-9541,-7879,-646,10054,-2897,-3433,-3143,3117,-1106,255,2362,1068,640,260, 
 加:期初现金及现金等价物余额(万元),15486,15486,15486,5431,5431,5431,5431,2314,2314,2059,2059,991,351,90, 
 期末现金及现金等价物余额(万元),5945,7606,14840,15486,2534,1998,2288,5431,1208,2314,4421,2059,991,351, 
 净利润(万元),--,2416,--,5925,--,1925,--,5732,--,5063,--,4534,--,--, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),--,224,--,1308,--,1104,--,913,--,652,--,172,--,--, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),--,1669,--,2814,--,1454,--,1928,--,1237,--,478,--,--, 
 无形资产摊销(万元),--,143,--,284,--,142,--,236,--,201,--,63,--,--, 
 长期待摊费用摊销(万元),--,26,--,85,--,63,--,128,--,91,--,131,--,--, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),--,-13,--,522,--,522,--,--,--,--,--,103,--,--, 
 固定资产报废损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 公允价值变动损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 财务费用(万元),--,388,--,1642,--,746,--,1459,--,1566,--,590,--,--, 
 投资损失(万元),--,--,--,--,--,--,--,--,--,-1,--,--,--,--, 
 递延所得税资产减少(万元),--,-49,--,-175,--,-302,--,-148,--,-92,--,-29,--,--, 
 递延所得税负债增加(万元),--,-6,--,-12,--,-5,--,-0,--,30,--,--,--,--, 
 存货的减少(万元),--,-2280,--,-3268,--,-2514,--,-1420,--,-1669,--,-2472,--,--, 
 经营性应收项目的减少(万元),--,2952,--,-9430,--,-2738,--,-14721,--,-9011,--,-3407,--,--, 
 经营性应付项目的增加(万元),--,-9843,--,-3023,--,-985,--,8465,--,-581,--,2335,--,--, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 其他(万元),--,212,--,0,--,0,--,-106,--,-13,--,246,--,--, 
