 报告日期,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31, 
 销售商品、提供劳务收到的现金(万元),4344803,13502913,8518618,5344598,3371257,10759912,8302909,5232040,3107227,6989662,5500364,3770736,2190804,11091832,8107830,6318910,4069194,8553445,6937145,5204300,3586869,7021140,6280454,4649519,3125853,7007712,5714177,4341408,3213495,5275464,4147072,2865744,1690254,3593152,2954579,2128394,1294991,4205135,3806820,2575492,1556615,2052749,1646589,1179786,844073,1609868,1315693,847743,549263,1392562,1144215,862063,544607, 
 客户存款和同业存放款项净增加额(万元),-11158,4893,13522,2334,1343,12170,9023,13135,8092,-42137,-12219,-33682,-42295,-23990,3978,-57536,-34910,26425,8547,-32257,-15631,46119,-3111,-2573,-638,2974,-2680,-3953,5162,-38886,-37291,-37214,-22380,-96684,-109941,-97659,-49373,113303,29267,-1966,--,--,--,-53351,-62331,89872,79430,0,--,850,--,0,0, 
 向中央银行借款净增加额(万元,--,--,--,--,--,-427,-427,-427,-427,-373,-239,-607,-800,-946,5332,4118,2704,-1996,9562,13311,3525,3741,3797,6146,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,0,--,0,--,0,--,0,0, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,50000,50000,--,70000,110000,--,--,--,9000,--,--,--,--,60000,-30000,20000,--,61400,13600,105000,184800,35000,15000,155361,128900,164195,-81800,-101800,-101800,-101800,36800,45000,99984,95000,65000,--,3000,--,--,--,0,--,0,--,0,--,0,--,0,0, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,0,--,--,--,0,0, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,0,--,0,--,0,--,0,0, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,0,--,0,--,0,--,0,0, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,0,--,0,--,0,--,0,0, 
 收取利息、手续费及佣金的现金(万元),24581,120813,101053,74450,37779,158755,125786,80792,36493,196575,158219,106436,58572,279358,214933,154481,82487,201528,147865,98656,42493,128448,90102,47373,23411,76559,54891,34468,11363,39390,30526,18653,10060,37467,30151,19746,7784,12448,8965,6219,--,--,--,6655,1357,3213,2067,0,--,2383,--,0,0, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,0,--,0,--,0,--,0,0, 
 回购业务资金净增加额(万元),78300,--,--,--,72700,--,--,20762,--,--,--,49980,--,-58600,-58600,-58600,-10000,40000,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,0,--,0,--,0,--,0,0, 
 收到的税费返还(万元),74358,235659,198127,119663,54221,165728,134396,76442,19923,113934,83316,40942,33289,123733,94864,29521,14486,51158,50313,35213,15384,46853,42319,12306,11678,132256,131827,79866,35629,95697,74418,32421,10191,53527,48763,39388,17463,26909,8820,8820,8820,40653,29330,11780,10331,43814,33959,18737,4044,46910,30646,26955,9881, 
 收到的其他与经营活动有关的现金(万元),62993,756699,943006,691445,700127,267991,235956,116648,60299,293883,223542,148146,111016,468264,292441,156418,231295,213437,193192,96159,166506,303246,240013,144760,178330,320668,239899,144499,212714,385183,322227,179606,65044,689846,521878,497838,340125,95738,97754,88261,12736,-15607,-29999,14269,9917,26254,17575,9975,2930,18125,10457,9155,6814, 
 经营活动现金流入小计(万元),4573876,14620976,9774326,6282490,4287427,11364130,8877644,5649392,3231606,7551544,5952983,4090952,2350586,11879651,8660777,6547311,4415255,9053997,7366625,5415382,3860547,7563147,6758574,5042332,3373634,7555168,6293474,4725188,3642558,5675048,4435152,2957410,1651368,4314108,3490430,2687691,1705991,4518534,3951626,2679827,1578171,2077795,1645920,1159139,803346,1773022,1448724,876454,556238,1460829,1185318,898172,561302, 
 购买商品、接受劳务支付的现金(万元),2009509,7804553,5083364,3111563,1491196,5836517,5170325,3286729,1369477,4047878,2833982,1660896,833208,4254126,2557092,1801330,770603,3881690,2754211,1685315,841093,3858873,2869018,1950843,1012202,4044616,2962828,1910377,1042325,4371703,3094325,1901020,1014382,3411981,2507535,1731490,951889,1819470,1163478,478524,257680,1307623,1033720,729537,250701,1035180,689772,406440,173159,932401,731559,438461,153889, 
 客户贷款及垫款净增加额(万元),68786,234338,259103,252769,296517,202379,335932,159707,81897,-421618,-237254,-28237,-5794,246530,118730,61128,121531,191905,84739,26191,7826,256208,254864,227296,39917,215359,178417,127522,126554,-293663,-293663,-293663,-193812,91865,149738,117745,71760,55820,-19003,-105020,--,--,--,-12443,1511,-1777,-11827,0,--,0,--,0,0, 
 存放中央银行和同业款项净增加额(万元),-31463,10446,-6719,124097,109416,23745,-71707,-9062,2981,-106418,-82582,-50737,-50928,-105051,-110522,8165,312720,182685,140575,178775,295852,149189,206528,201938,276801,2487,21283,140080,292863,-159583,-99690,-71202,-48313,-230215,37115,187925,254239,504267,53409,6245,--,--,--,52285,52495,3152,--,0,--,1586,--,0,0, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,0,--,--,--,0,--,--,--,0,0, 
 支付利息、手续费及佣金的现金(万元),3159,3157,2831,2200,1754,18483,2048,1700,484,9459,8378,6386,4809,66249,55626,43113,20549,70295,49359,33956,9902,49002,31040,19607,1478,19851,12237,5540,314,2213,2085,1957,850,6691,5178,2609,727,1007,545,387,--,--,--,454,138,766,458,0,--,233,--,0,0, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,0,--,0,--,0,--,0,--,0,0, 
 支付给职工以及为职工支付的现金(万元),218232,857541,642477,434899,238113,768487,574586,380842,184348,565705,401911,266956,138609,559051,433546,309836,162667,573024,426162,295757,146756,496395,369514,258117,133801,448636,340498,234036,127557,384559,281178,180810,93557,231977,168617,111175,62141,162807,111626,74480,43692,136649,105218,76470,41745,122005,90115,61037,30909,82814,63238,43892,20981, 
