 报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2012-12-31,2011-12-31, 
 销售商品、提供劳务收到的现金(万元),17733,30086,13478,9838,4714,18741,13857,9249,4774,19146,13965,8994,4655,18784,13412,8874,4790,15872,9625,7255, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),1238,962,419,--,--,2195,982,368,--,0,1,--,--,--,--,--,--,--,--,145, 
 收到的其他与经营活动有关的现金(万元),668,3160,395,674,469,2362,436,252,139,590,485,156,51,356,215,120,6,594,768,118, 
 经营活动现金流入小计(万元),19639,34208,14292,10512,5183,23297,15276,9870,4913,19736,14451,9151,4706,19140,13627,8993,4795,16466,10392,7518, 
 购买商品、接受劳务支付的现金(万元),9184,8316,4559,4204,3544,7538,6244,5100,1523,4969,3756,2354,1146,4531,3351,2161,1073,3571,2511,2478, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),1929,3663,1895,1920,967,2753,2173,1398,662,2101,2026,1415,885,2359,1841,1282,872,1649,1117,721, 
 支付的各项税费(万元),532,4997,2866,1471,765,3061,2290,1732,747,3602,2184,1662,879,2207,1402,1179,357,1395,1012,651, 
 支付的其他与经营活动有关的现金(万元),1302,9208,2437,2342,1289,5979,3581,2566,1107,3676,2700,1737,669,3769,2742,1869,785,2624,1217,1033, 
 经营活动现金流出小计(万元),12947,26183,11756,9936,6565,19330,14287,10796,4040,14349,10667,7168,3579,12865,9337,6492,3087,9239,5857,4883, 
 经营活动产生的现金流量净额(万元),6692,8025,2536,576,-1382,3967,988,-926,873,5388,3784,1982,1127,6275,4290,2501,1708,7228,4536,2635, 
 收回投资所收到的现金(万元),15700,31763,29500,24600,14400,--,300,200,300,--,7700,--,--,--,--,--,--,--,--,1000, 
 取得投资收益所收到的现金(万元),572,518,515,420,288,1034,529,338,124,154,56,1,--,--,--,--,--,--,--,79, 
