 报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2012-12-31,2011-12-31, 
 销售商品、提供劳务收到的现金(万元),68719,258573,193940,126270,60794,261142,192751,124371,57842,216548,157356,103961,48765,193446,144517,95623,47236,173416,152469,142883, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),51,61,66,66,29,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与经营活动有关的现金(万元),1248,6994,3200,1631,733,5070,3916,2420,1662,3814,3098,2149,709,2347,1871,2062,879,1703,1466,1942, 
 经营活动现金流入小计(万元),70017,265629,197206,127967,61556,266211,196666,126791,59504,220362,160455,106110,49474,195793,146388,97685,48115,175119,153935,144825, 
 购买商品、接受劳务支付的现金(万元),68118,216785,165524,118897,60558,209967,154701,102720,52575,165100,119194,81751,41037,152884,113919,84693,42620,128909,110447,106945, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),5981,19000,14532,10447,6312,16596,12704,8907,5111,14571,11040,7711,4540,13882,10995,7877,5105,13246,12292,11571, 
 支付的各项税费(万元),4521,11161,10233,7838,4556,11909,9006,6469,3274,11939,9184,6141,3076,9055,7501,5714,2065,9298,9204,8943, 
 支付的其他与经营活动有关的现金(万元),4396,13973,9590,5985,3150,11988,11542,6772,3215,9945,8551,5520,2813,8235,6723,4432,2095,9145,9100,9054, 
 经营活动现金流出小计(万元),83017,260918,199879,143166,74576,250460,187952,124869,64175,201555,147969,101123,51466,184056,139138,102716,51884,160599,141043,136512, 
 经营活动产生的现金流量净额(万元),-13000,4710,-2673,-15199,-13020,15751,8714,1922,-4671,18808,12485,4987,-1992,11737,7250,-5032,-3768,14520,12892,8312, 
 收回投资所收到的现金(万元),9300,55373,46373,42373,14873,54000,53400,53400,45391,22616,12658,9700,--,9015,9015,7015,6000,--,--,--, 
 取得投资收益所收到的现金(万元),--,289,289,289,210,1136,1009,613,192,647,--,--,--,198,148,--,117,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),3,37,5,4,2,81,65,65,4,32,15,10,--,25,18,17,6,74,67,62, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,232,1532,606,--,--,--,132,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),9303,55699,46667,42666,15085,55217,54474,54078,45586,23526,14204,10316,0,9239,9182,7165,6122,74,67,62, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),1975,6654,5079,2947,1257,3555,2609,1334,492,1331,1199,855,362,1472,1032,580,272,2818,2273,4692, 
 投资所支付的现金(万元),8500,58056,35000,35000,16000,33381,4755,1194,503,109050,96313,81400,6000,9066,3080,2033,--,9015,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,2129,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),10475,64710,40079,37947,17257,39065,7364,2527,995,110380,97513,82255,6362,10538,4112,2613,272,11834,2273,4692, 
 投资活动产生的现金流量净额(万元),-1173,-9010,6588,4719,-2172,16152,47110,51551,44591,-86854,-83308,-71939,-6362,-1299,5070,4552,5850,-11760,-2206,-4630, 
 吸收投资收到的现金(万元),980,--,--,--,--,1501,531,--,--,77495,77495,77495,77495,--,--,--,--,--,--,74, 
 其中：子公司吸收少数股东投资收到的现金(万元),980,--,--,--,--,1501,531,--,--,--,--,--,--,--,--,--,--,--,--,74, 
 取得借款收到的现金(万元),--,1679,1716,1716,--,--,--,--,--,--,--,--,--,21,21,21,--,--,10900,15032, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 筹资活动现金流入小计(万元),980,1679,1716,1716,0,1501,531,0,0,77495,77495,77495,77495,21,21,21,0,0,10900,15105, 
 偿还债务支付的现金(万元),--,100,100,100,--,--,--,--,--,--,--,--,--,21,21,21,--,2900,17032,14000, 
 分配股利、利润或偿付利息所支付的现金(万元),209,6687,6677,6668,52,13737,13565,13565,147,5145,5145,5076,--,4292,4292,4292,92,2464,319,2755, 
 其中：子公司支付给少数股东的股利、利润(万元),200,266,266,266,50,319,147,147,147,345,345,276,--,92,92,92,--,56,31,71, 
 支付其他与筹资活动有关的现金(万元),--,3800,3800,3800,--,35,35,35,--,1249,1163,1150,1150,114,54,54,--,118,108,305, 
 筹资活动现金流出小计(万元),209,10587,10577,10568,52,13772,13599,13599,147,6393,6308,6226,1150,4426,4366,4366,92,5482,17458,17060, 
 筹资活动产生的现金流量净额(万元),771,-8908,-8861,-8852,-52,-12271,-13068,-13599,-147,71102,71187,71269,76345,-4406,-4346,-4346,-92,-5482,-6558,-1955, 
 汇率变动对现金及现金等价物的影响(万元),-135,-376,-321,-156,-27,324,60,47,-21,88,11,-1,1,3,9,10,3,-33,-8,-55, 
