 报告日期,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2008-12-31,2008-09-30,2007-12-31,2006-12-31, 
 销售商品、提供劳务收到的现金(万元),56992,24430,98229,73543,50183,25119,103558,74409,52293,26448,61161,46651,31655,13540,58331,44499,30611,15969,64248,50672,35105,18411,61825,45530,28468,12766,30885,21965,14923,7385,27928,21883,13397,6595,26963,18943,12548,23880,17208,23102,22146, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,0,0,0,0,0, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,0,0,0,0,0, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,0,0,0,0,0, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,0,0,0,0,0, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,0,0,0,0,0, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,0,0,0,0,0, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,0,0,0,0,0, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,0,0,0,0,0, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,0,0,0,0,0, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,0,0,0,0,0, 
 收到的税费返还(万元),270,36,668,613,473,251,451,218,83,65,709,567,403,311,713,553,289,111,406,225,189,28,344,90,46,--,--,--,--,--,0,--,--,--,167,167,0,0,0,23,0, 
 收到的其他与经营活动有关的现金(万元),2787,1130,4452,1802,1599,1199,7413,3361,2781,1562,8680,1998,1791,472,1481,767,644,331,6054,7052,3620,4331,5879,5757,6350,5759,3032,3621,3037,2851,821,156,152,184,243,1359,121,246,1300,120,105, 
 经营活动现金流入小计(万元),60049,25596,103350,75958,52256,26569,111422,77988,55157,28075,70550,49216,33850,14323,60526,45819,31544,16412,70708,57949,38914,22770,68049,51377,34863,18526,33917,25586,17960,10235,28748,22039,13549,6779,27372,20469,12669,24126,18508,23245,22252, 
 购买商品、接受劳务支付的现金(万元),31578,12327,49289,39672,31374,19810,36892,18056,13470,6069,39526,24768,16761,5950,30319,22100,15646,8443,46294,38066,26408,15151,39597,26166,18593,3755,14812,12846,7245,4484,11590,10149,5739,2671,9247,6195,4759,9715,7217,9902,10849, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,0,0,0,0,0, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,0,0,0,0,0, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,0,0,0,0,0, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,0,0,0,0,0, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,0,0,0,0,0, 
 支付给职工以及为职工支付的现金(万元),10872,5896,17955,11956,7795,4282,13294,9601,6461,3358,10647,7555,5503,2542,9612,7197,4771,2460,9114,7144,4366,2164,6980,5135,3041,1331,4892,3521,2350,1131,4059,2996,1823,962,3640,2402,1507,3553,2410,3208,3156, 
 支付的各项税费(万元),7485,3868,13194,10504,6729,2820,11711,8948,6559,3068,8541,5511,3483,1738,5359,4275,3039,1814,7249,4513,3019,1467,4539,3783,2620,1358,3656,2931,2233,1164,3392,2401,1817,129,3255,2161,1419,4557,3741,2775,2183, 
 支付的其他与经营活动有关的现金(万元),9080,5008,15319,10583,8517,5525,15145,13418,9557,4196,19437,9534,6654,3109,10665,8037,5526,2878,13545,12018,8155,4188,9208,11163,5088,6342,6412,4298,2903,1586,5601,4641,2830,2652,5455,6394,2305,4588,4868,3973,3846, 
 经营活动现金流出小计(万元),59014,27099,95757,72714,54415,32438,77042,50022,36047,16691,78151,47368,32402,13339,55955,41610,28982,15596,76202,61741,41947,22970,60324,46247,29341,12786,29772,23596,14732,8365,24642,20187,12209,6415,21597,17152,9989,22413,18237,19859,20033, 
 经营活动产生的现金流量净额(万元),1035,-1503,7592,3244,-2159,-5869,34380,27965,19109,11383,-7601,1849,1448,984,4570,4209,2561,815,-5494,-3792,-3033,-201,7725,5130,5522,5740,4144,1990,3228,1871,4106,1852,1339,364,5776,3317,2680,1713,271,3386,2218, 
 收回投资所收到的现金(万元),9,9,--,--,--,--,--,--,--,--,1304,--,--,--,200,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,0,0,0,0,0, 
 取得投资收益所收到的现金(万元),5,5,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,0,0,0,107,0, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),7,7,21,55,19,--,47,2,2,0,26,13,18,--,3,--,--,--,329,20,19,1,6,-0,0,--,9,9,1,1,23,3,--,--,--,0,0,0,0,789,4, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,1023,742,742,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,0,0,0,0,0, 
 收到的其他与投资活动有关的现金(万元),77,--,--,--,--,--,280,--,--,--,2396,--,--,--,879,753,753,787,1100,1100,1100,--,4100,4100,4100,--,3150,1450,1450,--,0,--,--,--,--,0,0,0,0,432,0, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,0,0,0,0,0, 
 投资活动现金流入小计(万元),98,21,21,55,19,0,327,2,2,0,3726,13,18,0,2105,1494,1494,787,1429,1120,1119,1,4106,4100,4100,0,3159,1459,1451,1,23,3,--,--,--,0,0,0,0,1328,4, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),3841,2364,44117,34357,13834,10109,24510,12567,7326,1470,5882,3610,1732,2026,2883,4062,3375,2612,5762,5006,3585,1959,19026,15958,11692,5501,10089,4739,2597,2172,3589,3343,2336,147,440,131,73,236,133,444,295, 
 投资所支付的现金(万元),646,--,1,1,1,--,4914,7097,2184,--,35716,6297,6297,6297,1500,1500,--,--,18,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,0,0,0,0,0, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,0,0,0,0,0, 
 取得子公司及其他营业单位支付的现金净额(万元),--,646,--,--,--,--,2318,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,6311,5981,5981,--,--,--,--,--,0,--,--,--,--,0,0,0,0,0,0, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,3,--,--,9,--,--,--,92,--,--,--,--,1504,--,--,--,--,--,--,18,--,--,--,0,--,--,--,--,0,0,0,0,0,0, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,0,0,0,0,0, 
