 报告日期,2017-09-30,2017-06-30,2016-12-31,2016-09-30,2016-06-30,2015-12-31,2014-12-31,2013-12-31, 
 销售商品、提供劳务收到的现金(万元),27727,15769,31814,21653,13862,24639,24874,20522, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),--,--,--,--,--,--,--,--, 
 收到的其他与经营活动有关的现金(万元),644,261,1675,1577,573,1589,1447,724, 
 经营活动现金流入小计(万元),28371,16030,33489,23230,14435,26227,26322,21246, 
 购买商品、接受劳务支付的现金(万元),9726,3987,9572,6404,3888,6118,5730,3312, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),1616,1173,2630,1424,1146,2275,2297,2043, 
 支付的各项税费(万元),4620,2927,4336,3095,2188,3903,3882,3379, 
 支付的其他与经营活动有关的现金(万元),10858,5640,10752,8628,4900,9869,9557,9968, 
 经营活动现金流出小计(万元),26820,13726,27290,19550,12122,22165,21466,18703, 
 经营活动产生的现金流量净额(万元),1551,2304,6199,3680,2313,4062,4856,2543, 
 收回投资所收到的现金(万元),--,--,--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),--,--,15,1,--,--,0,--, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,1710,1562,1420,120,1381,119, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),0,0,1725,1563,1420,120,1381,119, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),1605,1762,1706,974,961,4508,3242,3055, 
 投资所支付的现金(万元),--,--,65,--,--,--,1101,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,1000,1000,1000,--,--,444, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),1605,1762,2771,1974,1961,4508,4343,3499, 
 投资活动产生的现金流量净额(万元),-1605,-1762,-1046,-410,-541,-4388,-2962,-3380, 
 吸收投资收到的现金(万元),--,--,--,--,--,--,--,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),--,--,2000,2000,2000,2000,4000,2000, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,--,--,990,48, 
