 报告日期,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31, 
 销售商品、提供劳务收到的现金(万元),173333,82738,328626,240888,155154,70101,249561,176224,120218,50643,188105,125019,76859,37464,132025,91897,60903,29099,102595,75025,43870,18002,71655,60866,39170,17514,83537,60658,39037,17529,69400,46514,26179,12084,45874,43280,19529,8723,49540,41499,31472,20092,14879, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,0,0,--,0,0,0,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,--,0,0, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,0,0,--,0,0,0,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,--,0,0, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,0,0,--,0,0,0,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,--,0,0, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,0,0,--,0,0,0,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,--,0,0, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,0,0,--,0,0,0,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,--,0,0, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,0,0,--,0,0,0,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,--,0,0, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,--,--,0,0,--,--,--,0,0,--,--,0,0,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,--,0,0, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,0,0,--,--,0,0,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,--,0,0, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,0,0,--,--,0,0,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,--,0,0, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,0,0,--,--,0,0,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,--,0,0, 
 收到的税费返还(万元),348,246,866,620,342,162,1404,1102,665,321,1732,1254,646,343,676,350,256,54,3228,2989,2447,758,2030,1491,1053,6,762,707,--,--,--,--,--,0,0,0,0,0,0,0,--,0,0, 
 收到的其他与经营活动有关的现金(万元),3458,1018,4360,3057,2043,1062,3074,1949,789,265,5617,2679,1677,519,2904,912,294,145,2233,3053,459,853,407,1580,875,324,1016,988,722,669,1428,734,162,162,755,180,271,780,2210,1699,1519,2073,954, 
 经营活动现金流入小计(万元),177139,84001,333851,244565,157539,71325,254039,179275,121673,51230,195455,128951,79182,38325,135605,93159,61453,29298,108056,81067,46776,19613,74092,63936,41098,17843,85315,62353,39759,18199,70828,47248,26341,12246,46629,43460,19801,9503,51750,43197,32991,22165,15833, 
 购买商品、接受劳务支付的现金(万元),110875,57775,190413,147066,93654,46437,137045,97424,64562,32758,98078,75367,49262,21967,57436,43436,29610,17525,45530,38315,20780,9484,30132,26977,17307,9381,38595,28458,16331,7874,33166,24002,12696,7862,22729,32596,11172,4756,24063,21692,14535,5499,6920, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,0,0,--,0,0,0,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,--,0,0, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,0,0,--,--,0,0,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,--,0,0, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,0,0,--,0,0,0,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,--,0,0, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,0,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,--,0,0, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,0,0,--,0,0,0,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,--,0,0, 
 支付给职工以及为职工支付的现金(万元),41430,21169,73982,55853,37664,17184,66447,49575,32466,15956,45226,31975,19980,10814,38315,28802,18977,9746,31779,23128,13902,6400,22341,16977,11191,5602,19292,14177,8662,3817,12881,9476,5851,3038,8089,6330,3876,1576,5989,4532,3893,2102,1041, 
 支付的各项税费(万元),6290,2672,11911,8912,6156,3002,11138,7910,5455,2562,11670,8561,6290,3242,10953,8382,4794,1904,7035,5313,4051,1821,7682,5030,2361,818,5810,4866,3454,2083,6228,4215,2419,1286,3434,2538,1426,630,2934,1292,1288,1024,879, 
 支付的其他与经营活动有关的现金(万元),6504,3663,17252,10286,7093,3148,16970,20506,13345,3837,21984,8474,6124,2956,13129,4371,2959,2120,10238,5544,2239,1921,7550,5571,2941,1868,5720,4415,3119,2424,5523,3660,2057,1126,4751,226,2244,1344,4946,7329,4047,8970,3110, 
 经营活动现金流出小计(万元),165099,85279,293558,222118,144567,69773,231601,175415,115828,55113,176958,124377,81656,38980,119833,84992,56340,31295,94582,72299,40972,19626,67706,54554,33800,17669,69417,51917,31565,16198,57798,41354,23024,13313,39002,41690,18718,8306,37931,34845,23763,17596,11951, 
 经营活动产生的现金流量净额(万元),12040,-1277,40294,22447,12972,1552,22438,3860,5844,-3883,18497,4574,-2474,-655,15772,8168,5113,-1997,13474,8768,5804,-13,6386,9382,7299,174,15898,10436,8193,2000,13030,5895,3318,-1067,7626,1770,1083,1197,13819,8353,9228,4569,3882, 
