 报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31, 
 销售商品、提供劳务收到的现金(万元),11221,44223,29840,18437,9679,40342,24005,16328,7196,37500,23844,17598,7929,34056,33817,30165,25437, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与经营活动有关的现金(万元),142,737,455,245,42,299,265,237,13,37,14,9,5,29,86,114,59, 
 经营活动现金流入小计(万元),11363,44959,30295,18683,9721,40640,24270,16565,7209,37537,23858,17607,7934,34084,33903,30280,25497, 
 购买商品、接受劳务支付的现金(万元),7373,31289,22278,12632,8032,26478,18799,11625,6212,23709,16511,10502,6793,20839,23729,18598,18675, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),2186,8189,5846,3943,2108,6312,4386,3024,1687,5320,3974,2720,1522,4596,3680,3040,2332, 
 支付的各项税费(万元),1427,3268,2789,2277,1955,3362,2889,2313,1867,3271,2951,1779,1223,3540,3105,2602,2077, 
 支付的其他与经营活动有关的现金(万元),2327,5704,5299,3191,1585,4580,4221,2666,1395,4096,2668,1734,906,3384,3058,2337,2197, 
 经营活动现金流出小计(万元),13313,48450,36213,22044,13680,40732,30295,19628,11162,36396,26104,16735,10443,32359,33572,26576,25281, 
 经营活动产生的现金流量净额(万元),-1950,-3490,-5918,-3361,-3959,-91,-6024,-3063,-3953,1141,-2246,872,-2510,1726,331,3703,215, 
 收回投资所收到的现金(万元),--,6800,6800,6800,6800,18800,3300,3300,--,--,--,--,--,--,--,--,2250, 
 取得投资收益所收到的现金(万元),--,41,44,44,41,138,77,12,--,--,--,--,--,--,--,--,18, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),--,23,23,23,23,1,1,1,--,0,0,0,--,2,1,1,4, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),0,6864,6867,6867,6864,18939,3379,3313,0,0,0,0,0,2,1,1,2272, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),214,12598,11870,11767,158,242,74,57,2,228,236,156,48,372,1652,122,190, 
 投资所支付的现金(万元),--,2195,1232,1232,1232,24800,9900,9800,--,--,--,--,--,--,--,--,1250, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),214,14793,13102,12999,1390,25042,9974,9857,2,228,236,156,48,372,1652,122,1440, 
 投资活动产生的现金流量净额(万元),-214,-7929,-6236,-6132,5474,-6103,-6595,-6543,-2,-228,-235,-156,-48,-370,-1651,-121,832, 
 吸收投资收到的现金(万元),--,25495,40,--,--,1513,1513,1513,--,14214,--,--,--,--,--,--,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,40,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),3838,14244,12819,10096,1000,500,500,10,10,200,200,200,200,703,686,219,214, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 筹资活动现金流入小计(万元),3838,39739,12859,10096,1000,2013,2013,1523,10,14414,200,200,200,703,686,219,214, 
 偿还债务支付的现金(万元),1000,3100,2800,10,10,200,200,200,200,703,703,300,300,686,219,214,--, 
 分配股利、利润或偿付利息所支付的现金(万元),153,735,553,445,11,679,670,631,3,106,137,127,118,734,390,17,3, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),--,--,93,83,24,19,--,--,--,708,62,62,24,47,65,160,70, 
 筹资活动现金流出小计(万元),1153,3835,3445,538,45,897,870,831,203,1517,901,489,442,1468,674,391,73, 
 筹资活动产生的现金流量净额(万元),2685,35904,9413,9558,955,1116,1143,692,-193,12897,-701,-289,-242,-765,13,-172,141, 
 汇率变动对现金及现金等价物的影响(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金及现金等价物净增加额(万元),522,24485,-2741,65,2470,-5078,-11477,-8914,-4147,13810,-3182,427,-2799,591,-1307,3410,1188, 
 加:期初现金及现金等价物余额(万元),39753,15268,15268,15268,15268,20346,20346,20346,20346,6535,6535,6535,6535,5944,7252,3841,2653, 
 期末现金及现金等价物余额(万元),40275,39753,12527,15332,17738,15268,8869,11431,16199,20346,3353,6962,3736,6535,5944,7252,3841, 
 净利润(万元),--,-1320,--,32,--,3538,--,669,--,3080,--,927,--,2785,3259,2778,--, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),--,1047,--,-42,--,262,--,73,--,100,--,45,--,181,129,132,--, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),--,95,--,48,--,101,--,48,--,93,--,45,--,78,66,55,--, 
 无形资产摊销(万元),--,29,--,12,--,18,--,8,--,12,--,6,--,10,9,2,--, 
 长期待摊费用摊销(万元),--,282,--,132,--,221,--,116,--,285,--,129,--,218,157,133,--, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),--,-6,--,-6,--,-1,--,3,--,2,--,0,--,-0,1,-0,--, 
 固定资产报废损失(万元),--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 公允价值变动损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 财务费用(万元),--,345,--,50,--,9,--,3,--,33,--,21,--,31,40,17,--, 
 投资损失(万元),--,-37,--,-42,--,-138,--,-12,--,--,--,--,--,--,--,--,--, 
 递延所得税资产减少(万元),--,-416,--,-128,--,-72,--,-24,--,-38,--,-27,--,-34,-21,-77,--, 
 递延所得税负债增加(万元),--,-2,--,--,--,-3,--,--,--,-4,--,-3,--,10,--,--,--, 
 存货的减少(万元),--,-4095,--,524,--,-767,--,-940,--,-1511,--,-39,--,-96,-1784,-1142,--, 
 经营性应收项目的减少(万元),--,1135,--,99,--,-4028,--,-974,--,-2937,--,345,--,-1343,-533,-119,--, 
 经营性应付项目的增加(万元),--,-669,--,-4190,--,462,--,-2090,--,2026,--,-577,--,-114,-991,1923,--, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 其他(万元),--,119,--,148,--,305,--,56,--,--,--,--,--,--,--,--,--, 
 经营活动产生现金流量净额(万元),--,-3490,--,-3361,--,-91,--,-3063,--,1141,--,872,--,1726,331,3703,--, 
 债务转为资本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金的期末余额(万元),40275,39753,12527,15332,17738,15268,8869,11431,16199,20346,3353,6962,3736,6535,5944,7252,3841, 
 现金的期初余额(万元),39753,15268,15268,15268,15268,20346,20346,20346,20346,6535,6535,6535,6535,5944,7252,3841,2653, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),522,24485,-2741,65,2470,-5078,-11477,-8914,-4147,13810,-3182,427,-2799,591,-1307,3410,1188, 

