 报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30, 
 销售商品、提供劳务收到的现金(万元),38611,184346,131406,93490,43207,84563,62082,48012,27034,151167,109006,71366,36317,193933,141559,93560,46941,93532,51305,26807,11677,50554,34776,22103,10807,48946,34988,20368,8677,41061,29416,17573,7684,30747,26062,14884,7751,40507,26659,17844,9149,93386,90711,75937,44131,221727,147913,101832, 
 客户存款和同业存放款项净增加额(万元),--,--,0,--,0,--,0,0,0,--,--,--,--,--,--,0,--,--,--,--,0,--,0,0,0,--,--,--,--,--,--,--,--,--,0,0,--,--,--,0,--,0,--,--,0,0,--,--, 
 向中央银行借款净增加额(万元,--,--,0,--,0,--,0,0,0,--,--,--,--,--,--,0,--,--,--,--,0,--,0,0,0,--,--,--,--,--,--,--,--,--,0,0,--,--,--,0,--,0,--,--,0,0,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,0,--,0,--,0,0,0,--,--,--,--,3000,--,0,--,--,--,--,0,--,0,0,0,--,--,--,--,--,--,--,--,--,0,0,--,--,--,0,--,0,--,--,0,0,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,0,--,0,--,0,0,0,--,--,--,--,--,--,0,--,--,--,--,0,--,0,0,0,--,--,--,--,--,--,--,--,--,0,0,--,--,--,0,--,0,--,--,0,0,--,--, 
 收到再保险业务现金净额(万元),--,--,0,--,0,--,0,0,0,--,--,--,--,--,--,0,--,--,--,--,0,--,0,0,0,--,--,--,--,--,--,--,--,--,0,0,--,--,--,0,--,0,--,--,0,0,--,--, 
 保户储金及投资款净增加额(万元),--,--,0,--,0,--,0,0,0,--,--,--,--,--,--,0,--,--,--,--,0,--,0,0,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,0,--,0,--,--,0,0,--,--, 
 处置交易性金融资产净增加额(万元),--,--,0,--,0,--,0,0,0,--,--,--,--,--,--,0,--,--,--,--,0,--,0,0,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,0,--,0,--,--,0,0,--,--, 
 收取利息、手续费及佣金的现金(万元),466,5193,4725,3671,1529,8853,5991,4959,1485,10206,6981,4800,1849,7202,3974,2383,1320,4173,2708,1632,824,1551,1299,823,394,--,--,--,--,--,--,--,--,--,0,0,--,--,--,0,--,0,--,--,0,0,--,--, 
 拆入资金净增加额(万元),--,4000,0,--,0,--,0,0,0,--,--,--,--,--,0,0,--,--,--,--,0,--,0,0,0,--,--,--,--,--,--,--,--,--,0,0,--,--,--,0,--,0,--,--,0,0,--,--, 
