 报告日期,2017-06-30,2017-03-31,2016-12-31,2016-06-30,2015-12-31,2014-12-31,2013-12-31, 
 销售商品、提供劳务收到的现金(万元),262684,134398,503591,146763,252669,240545,246980, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),9207,3641,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--, 
 收到的税费返还(万元),1730,59,1278,1208,986,1003,278, 
 收到的其他与经营活动有关的现金(万元),61974,29954,248089,87299,69918,35383,37156, 
 经营活动现金流入小计(万元),335594,168052,752959,235270,323573,276932,284414, 
 购买商品、接受劳务支付的现金(万元),73227,45986,121138,10681,35973,40647,51837, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),46063,26680,90481,21130,34521,34856,36024, 
 支付的各项税费(万元),26509,9847,79498,30925,34444,44365,35256, 
 支付的其他与经营活动有关的现金(万元),70638,35623,231242,55490,61961,14212,32418, 
 经营活动现金流出小计(万元),216437,118137,522358,118226,166900,134080,155535, 
 经营活动产生的现金流量净额(万元),119158,49915,230600,117044,156673,142852,128879, 
 收回投资所收到的现金(万元),1637,1037,12673,156,152585,81434,150546, 
 取得投资收益所收到的现金(万元),36881,6321,123830,37481,113023,113847,94230, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),143,61,1255,11,40,371,168, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,28298,--, 
 收到的其他与投资活动有关的现金(万元),4436,--,11345,--,7993,987,1368, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),43100,7420,149104,37647,273641,224938,246313, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),15854,7909,60895,8296,65786,110953,4441, 
 投资所支付的现金(万元),--,--,243805,12807,27184,108982,168860, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,31546,248041,297473,20524,22036, 
 支付的其他与投资活动有关的现金(万元),685,45,1512,318,3996,1750,2101, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),16539,7954,337758,269462,394440,242209,197438, 
 投资活动产生的现金流量净额(万元),26561,-535,-188654,-231815,-120799,-17272,48874, 
 吸收投资收到的现金(万元),4019,19,1056497,2355,2455,2428,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),4019,19,6397,2355,2455,2023,--, 
 取得借款收到的现金(万元),381000,27000,889328,555043,427130,163412,185523, 
 发行债券收到的现金(万元),--,--,--,--,9900,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,73255,3000,487237,105999,--, 
 筹资活动现金流入小计(万元),385019,27019,2019079,560398,926722,271839,185523, 
 偿还债务支付的现金(万元),400301,42245,1324735,331468,309293,208537,249578, 
 分配股利、利润或偿付利息所支付的现金(万元),58492,5672,386983,27112,456511,158179,110278, 
 其中：子公司支付给少数股东的股利、利润(万元),47049,--,41317,14305,110,32321,21638, 
 支付其他与筹资活动有关的现金(万元),--,--,468614,17041,21073,75331,-4349, 
 筹资活动现金流出小计(万元),458792,47917,2180332,375620,786877,442047,355507, 
 筹资活动产生的现金流量净额(万元),-73773,-20897,-161253,184778,139845,-170209,-169984, 
 汇率变动对现金及现金等价物的影响(万元),-662,-64,-14336,-1812,-228,2339,-4395, 
 现金及现金等价物净增加额(万元),71283,28419,-133643,68195,175491,-42289,3375, 
 加:期初现金及现金等价物余额(万元),307802,307802,441445,382152,206661,248950,245575, 
 期末现金及现金等价物余额(万元),379085,336221,307802,450347,382152,206661,248950, 
 净利润(万元),--,--,356904,--,365916,302995,271240, 
 少数股东损益(万元),--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--, 
 资产减值准备(万元),--,--,3815,--,12437,2739,-1610, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),--,--,21580,--,14742,5948,6504, 
 无形资产摊销(万元),--,--,62638,--,53816,48340,46369, 
 长期待摊费用摊销(万元),--,--,2074,--,498,139,7, 
 待摊费用的减少(万元),--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),--,--,-493,--,126,-46,28, 
 固定资产报废损失(万元),--,--,--,--,--,--,--, 
 公允价值变动损失(万元),--,--,--,--,15,-47,-10, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--, 
 财务费用(万元),--,--,37996,--,17809,10906,13138, 
 投资损失(万元),--,--,-261255,--,-308058,-218395,-197338, 
 递延所得税资产减少(万元),--,--,3680,--,-17306,12,970, 
 递延所得税负债增加(万元),--,--,1600,--,34409,-3648,-63, 
 存货的减少(万元),--,--,-6176,--,4,-29,49, 
 经营性应收项目的减少(万元),--,--,26328,--,-55366,-43707,-7354, 
 经营性应付项目的增加(万元),--,--,-18090,--,37633,37644,-3050, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--, 
 其他(万元),--,--,--,--,--,--,--, 
 经营活动产生现金流量净额(万元),--,--,230600,--,156673,142852,128879, 
 债务转为资本(万元),--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--, 
 现金的期末余额(万元),379085,336221,307802,450347,382152,206661,248950, 
 现金的期初余额(万元),307802,307802,441445,382152,206661,248950,245575, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),71283,28419,-133643,68195,175491,-42289,3375, 

