 报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2008-12-31,2007-12-31,2006-12-31, 
 销售商品、提供劳务收到的现金(万元),12423,50396,42554,30465,13216,54657,32534,24474,9308,38580,25586,19060,7381,39416,25706,16266,6867,41235,29104,17728,8348,31263,20438,14843,5688,34466,19522,10208,6027,22042,13042,9628,2643,17183,10455,7949,16094,17673,9746, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),38,406,408,362,314,781,415,--,--,446,295,272,272,499,500,--,385,572,123,106,21,636,614,19,4,55,45,41,32,--,22,--,2,54,53,15,167,7,37, 
 收到的其他与经营活动有关的现金(万元),1219,2098,2385,1603,1365,7685,3766,2191,1614,1335,1782,1508,950,3252,1246,713,198,1211,971,1014,409,1670,239,214,311,1141,1562,49,118,1297,1166,1137,268,1318,384,362,600,233,193, 
 经营活动现金流入小计(万元),13681,52900,45347,32430,14895,63124,36715,26665,10922,40361,27664,20840,8603,43167,27452,16979,7451,43018,30198,18847,8778,33570,21291,15076,6003,35661,21129,10298,6178,23339,14230,10765,2913,18555,10892,8326,16862,17913,9976, 
 购买商品、接受劳务支付的现金(万元),8166,33293,33924,25775,10848,39364,25812,18830,7933,24422,17255,15902,5354,29252,19455,13006,6734,24660,17525,10378,4890,23389,15122,10353,5324,22621,15694,7838,4292,14448,8431,7299,2233,11130,5778,4274,10714,12509,5607, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),3819,8898,6343,4352,2405,7364,5481,3981,2062,6074,4642,3070,1702,6353,4349,3311,1673,5931,4218,2780,1612,4370,3172,1970,1134,3935,3058,2019,1081,2904,1948,1280,638,2100,1369,972,1514,1573,1389, 
 支付的各项税费(万元),1043,2726,2355,1454,558,3005,2234,1483,476,1709,1447,1084,581,2344,1527,1017,383,2795,2309,1668,339,2591,1876,1169,430,1190,1134,818,241,1405,1394,912,340,1297,953,718,793,811,480, 
