 报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31, 
 销售商品、提供劳务收到的现金(万元),9380,42536,29428,12830,4931,34116,15308,5935,2238,24521,10200,8018,1692,16769,9226,4911,889,9961,6353,4160,1656,7976,10213,6696,3657,10817,6147,2897,1380,7215,6044,4438,2562,10638,6450,3230,930,4447,2406,1802,651,8215,6268,4947,1848,11617,8503,5087,2755, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),--,--,5,5,--,--,0,0,--,--,1,--,--,--,0,--,--,--,0,--,--,--,--,--,--,--,--,--,--,176,172,172,--,224,123,364,--,--,142,142,--,--,140,140,0,--,--,--,--, 
 收到的其他与经营活动有关的现金(万元),74,36,1474,3201,116,866,955,833,429,16642,23507,940,591,24638,20735,12425,251,26019,12578,1962,663,36151,11835,3313,-34,26053,5185,3035,4157,18402,3241,1992,1043,8885,4494,4426,2190,7332,1881,909,190,5752,1924,1721,1141,2001,1026,76,188, 
 经营活动现金流入小计(万元),9454,42572,30908,16036,5047,34981,16263,6769,2667,41163,33707,8957,2282,41407,29960,17336,1140,35980,18931,6121,2319,44127,22048,10010,3623,36870,11332,5932,5538,25794,9457,6601,3606,19747,11066,8020,3120,11779,4429,2853,842,13967,8332,6808,2989,13618,9529,5163,2944, 
 购买商品、接受劳务支付的现金(万元),6599,36743,27247,13178,7767,33641,18272,6329,2707,23348,10035,8236,1952,19100,15612,11181,4077,9462,5630,2441,994,11688,9901,5105,2055,11930,8970,3797,2852,9566,5018,3521,2266,6993,4387,2275,677,3452,2425,2086,829,6173,4660,3828,1785,8948,6359,3713,2177, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),980,3556,2501,1682,1015,3263,2479,1624,818,2510,2308,1591,827,1814,1782,1167,505,1062,912,594,309,1101,1114,661,400,816,906,568,204,784,619,450,263,687,562,424,203,703,615,500,285,1408,835,626,394,1266,936,673,391, 
 支付的各项税费(万元),598,2109,1376,879,380,1309,1017,442,63,395,231,214,16,293,214,204,40,887,613,419,265,533,291,272,155,137,63,46,64,556,222,176,171,696,320,17,15,379,317,191,135,313,273,223,64,384,211,188,66, 
 支付的其他与经营活动有关的现金(万元),389,1490,2407,1959,459,2100,1073,848,462,17569,20773,2313,310,24599,11570,2722,228,30386,10841,2101,322,31148,12065,3216,175,22967,470,290,719,18767,2806,1971,812,6199,3188,2602,2158,7741,2410,1950,628,5299,2155,1636,694,2077,1498,911,420, 
 经营活动现金流出小计(万元),8566,43898,33532,17698,9621,40312,22842,9242,4049,43821,33348,12355,3105,45806,29178,15275,4848,41798,17995,5555,1889,44470,23371,9253,2785,35850,10409,4701,3839,29673,8664,6118,3511,14574,8457,5318,3052,12276,5768,4727,1877,13193,7924,6313,2937,12675,9004,5484,3054, 
 经营活动产生的现金流量净额(万元),888,-1326,-2624,-1661,-4574,-5331,-6578,-2473,-1382,-2658,359,-3397,-823,-4398,783,2061,-3708,-5818,936,566,430,-343,-1323,756,838,1020,923,1230,1698,-3879,792,484,94,5173,2609,2702,67,-497,-1339,-1874,-1035,774,409,495,52,943,525,-322,-111, 
 收回投资所收到的现金(万元),--,23550,19000,9000,11000,45000,48004,22004,15000,32934,28020,12049,--,38000,4500,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1618,1175,1175,1232,1575,1175,1035,915,1074,1103,950,--,676,--,--,0,148,104,107,--, 
 取得投资收益所收到的现金(万元),--,312,330,174,174,224,293,218,17,370,148,81,--,140,51,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,26,--,--,--,--,--,--,0,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),--,57,14,14,--,6,2,2,--,--,5,5,5,13,13,13,10,--,--,--,--,0,--,--,--,--,2,--,--,727,3,2,--,0,1400,--,--,--,--,--,--,4220,2000,--,0,2600,--,--,--, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,2091,--,--,--,1595,--,--,88,498,131,20,0,853,94,90,10,301,--,--,--,--,10,10,10,54,10,0,--,2,--,--,0,1,0,394,0,30,11,8,3,16,3,--,1,--,3,3,2, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),0,26011,19344,9188,11174,46825,48298,22223,15105,33801,28304,12155,5,39006,4658,103,20,301,0,0,0,0,10,10,10,54,13,0,0,2347,1178,1177,1232,1576,2575,1429,915,1130,1114,957,3,4912,2003,--,1,2748,107,110,2, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),1261,1840,1048,533,391,2027,624,446,222,3426,1710,984,567,9997,4786,3411,2024,5084,1918,1789,169,2039,1425,902,430,1044,1116,856,303,3512,3865,2926,1685,6025,3058,2160,99,562,553,70,6,2968,2659,2597,1149,1375,115,1,0, 
 投资所支付的现金(万元),--,33520,36520,8000,8000,29000,32000,5229,1229,34500,28500,12000,4000,22700,9500,4500,--,--,--,0,--,--,304,--,--,--,--,--,--,438,708,--,--,1733,140,--,--,600,600,600,0,2180,--,--,0,--,480,102,102, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,1000,--,--,--,1000,22,--,--,--,1037,5,--,--,1362,400,320,43500,2,1,--,1,510,432,13,--,22,3,0,--,--,--,--,0,85,--,--,--,--,--,--,--,--,--,0,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),1261,36360,37568,8533,8391,32027,32646,5675,1451,37926,31247,12989,4567,32697,15649,8311,2344,48584,1920,1790,169,2039,2238,1334,442,1044,1138,859,303,3950,4573,2926,1685,7758,3283,2160,99,1162,1153,670,6,5148,2659,2597,1149,1375,595,103,102, 
 投资活动产生的现金流量净额(万元),-1261,-10349,-18224,655,2783,14799,15652,16549,13654,-4125,-2943,-834,-4562,6309,-10991,-8208,-2324,-48282,-1920,-1790,-169,-2039,-2228,-1324,-432,-991,-1125,-859,-303,-1603,-3396,-1749,-453,-6182,-708,-731,816,-32,-40,287,-3,-236,-655,-2597,-1148,1373,-487,6,-100, 
