 报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31, 
 销售商品、提供劳务收到的现金(万元),310970,196216,110038,391396,273197,172670,94985,324815,232842,152279,77068,281298,242602,194600,174006, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),215,163,69,196,157,101,20,241,180,110,105,287,271,343,479, 
 收到的其他与经营活动有关的现金(万元),5657,4587,979,2416,1927,1038,563,2857,2299,478,183,2566,2144,915,682, 
 经营活动现金流入小计(万元),316842,200966,111086,394007,275280,173808,95568,327913,235321,152867,77357,284151,245017,195859,175166, 
 购买商品、接受劳务支付的现金(万元),183477,120763,61934,218084,159920,95827,56491,210082,156539,89947,52698,158376,164524,121251,114791, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),17599,12815,7637,20611,15267,10351,5667,17108,12732,8429,4440,14614,15905,11619,12388, 
 支付的各项税费(万元),37931,27952,15843,43341,29394,22816,13884,30835,23239,18399,9449,26071,19928,16553,12537, 
 支付的其他与经营活动有关的现金(万元),16946,11150,5555,31986,23635,16621,6693,27387,19046,13078,7159,31008,26564,23690,21089, 
 经营活动现金流出小计(万元),255952,172680,90969,314022,228217,145615,82735,285411,211556,129854,73746,230069,226921,173113,160806, 
 经营活动产生的现金流量净额(万元),60890,28286,20117,79985,47064,28193,12834,42501,23765,23013,3611,54082,18096,22746,14360, 
 收回投资所收到的现金(万元),340000,242900,95700,374840,243240,151140,62650,203120,148750,73400,64300,183450,65210,--,--, 
 取得投资收益所收到的现金(万元),1361,972,386,1374,911,520,268,600,474,402,244,560,393,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),20,0,0,16,15,15,0,114,121,121,63,30,468,13,3, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,2060,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),341381,243872,96086,376231,244166,151675,62918,203834,149345,73923,64606,184040,68131,13,3, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),15602,12328,2669,8431,4131,2857,1780,17014,11813,9715,5922,21838,13454,5588,2948, 
 投资所支付的现金(万元),359900,239600,114600,400140,249440,169040,68640,230120,156150,63150,56600,195450,65210,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,296, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,1600,7340, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),375502,251928,117269,408571,253571,171897,70420,247134,167963,72865,62522,217288,78664,7188,10583, 
 投资活动产生的现金流量净额(万元),-34121,-8056,-21183,-32340,-9405,-20221,-7502,-43299,-18619,1058,2084,-33248,-10533,-7175,-10580, 
 吸收投资收到的现金(万元),--,--,--,74111,72773,72773,--,--,--,--,--,--,--,3000,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),593,593,593,1265,2568,2568,600,1,1,0,0,15,1230,--,--, 
 筹资活动现金流入小计(万元),593,593,593,75376,75341,75341,600,1,1,0,0,15,1230,3000,0, 
 偿还债务支付的现金(万元),--,--,--,--,--,--,--,21952,--,--,--,23205,--,--,--, 
 分配股利、利润或偿付利息所支付的现金(万元),43560,43560,--,43560,43168,--,--,--,21952,21952,21513,--,--,--,8083, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),--,--,--,1338,1338,1338,--,--,--,--,--,--,--,--,--, 
 筹资活动现金流出小计(万元),43560,43560,0,44898,44506,1338,0,21952,21952,21952,21513,23205,0,0,8083, 
