 报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-06-30,2014-12-31,2013-12-31,2012-12-31, 
 销售商品、提供劳务收到的现金(万元),72584,42640,18611,78258,56646,35284,15247,66113,29404,60576,55363,49377, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),1644,1051,608,1345,924,632,515,1413,931,1783,1397,1776, 
 收到的其他与经营活动有关的现金(万元),178,85,70,1150,951,583,74,507,138,858,967,500, 
 经营活动现金流入小计(万元),74406,43775,19290,80753,58521,36498,15835,68032,30473,63217,57727,51653, 
 购买商品、接受劳务支付的现金(万元),48598,30686,13324,48383,33762,22568,8753,42967,21132,42438,37796,36777, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),10939,7470,4145,10281,7884,5432,3018,8616,4450,7289,6016,5242, 
 支付的各项税费(万元),2591,1479,545,3617,2322,1266,347,2273,560,1434,916,1015, 
 支付的其他与经营活动有关的现金(万元),5562,3047,1126,6430,3728,2418,1117,5631,2301,4934,4480,3339, 
 经营活动现金流出小计(万元),67689,42681,19141,68711,47695,31684,13235,59488,28442,56094,49208,46373, 
 经营活动产生的现金流量净额(万元),6717,1095,149,12042,10826,4815,2600,8544,2031,7122,8519,5280, 
 收回投资所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),209,189,0,64,33,7,2,162,212,687,508,48, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,2418,724,11242, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),209,189,0,64,33,7,2,162,212,3105,1231,11290, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),3546,1174,556,4265,2725,1637,906,2685,1303,4571,3643,4227, 
 投资所支付的现金(万元),16000,--,--,--,--,--,--,--,--,--,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,5126, 
 支付的其他与投资活动有关的现金(万元),--,--,--,80,80,80,80,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),19546,1174,556,4345,2805,1717,986,2685,1303,4571,3643,9353, 
 投资活动产生的现金流量净额(万元),-19337,-985,-556,-4281,-2772,-1710,-984,-2523,-1090,-1466,-2412,1937, 
 吸收投资收到的现金(万元),47082,--,--,--,--,--,--,--,--,--,--,1250, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),2930,2930,1940,13780,7880,7880,3880,21090,13690,27110,25690,18740, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,--,--,--,1641,--,--,--,13, 
 筹资活动现金流入小计(万元),50012,2930,1940,13780,7880,7880,3880,22731,13690,27110,25690,20003, 
 偿还债务支付的现金(万元),10310,2360,1290,14640,12620,9780,2200,24340,13500,27100,24131,17770, 
 分配股利、利润或偿付利息所支付的现金(万元),5923,5871,4633,2912,2842,2763,2147,2688,2395,4522,779,5205, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--,--,19,--, 
 支付其他与筹资活动有关的现金(万元),3885,85,--,--,--,--,--,--,--,1476,4400,4656, 
 筹资活动现金流出小计(万元),20118,8316,5923,17552,15462,12543,4347,27028,15895,33098,29310,27631, 
 筹资活动产生的现金流量净额(万元),29894,-5386,-3983,-3772,-7582,-4663,-467,-4297,-2205,-5988,-3620,-7628, 
 汇率变动对现金及现金等价物的影响(万元),-209,-81,-36,280,90,70,45,344,119,34,-168,-20, 
 现金及现金等价物净增加额(万元),17066,-5358,-4426,4269,561,-1489,1195,2069,-1145,-298,2320,-431, 
 加:期初现金及现金等价物余额(万元),11839,11839,11839,7570,7570,7570,7570,5501,5501,5799,3479,3910, 
