 报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2010-12-31,2009-12-31, 
 销售商品、提供劳务收到的现金(万元),5383,24786,14399,8449,3224,22714,14063,8696,4003,23217,15366,9720,3715,20932,14000,8080,2976,22417,15123,9239,3518,27101,18299,12804,5987,23889,14159,7846, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),35,274,244,144,--,268,226,100,68,279,189,87,88,335,234,143,0,291,225,158,--,887,553,553,123,845,378,343, 
 收到的其他与经营活动有关的现金(万元),281,1151,873,577,240,1136,852,420,356,1276,947,793,763,350,255,222,190,700,1574,286,106,468,528,63,32,228,714,56, 
 经营活动现金流入小计(万元),5699,26211,15516,9169,3464,24118,15140,9216,4426,24772,16502,10601,4566,21617,14489,8445,3166,23409,16922,9682,3624,28456,19381,13419,6141,24961,15250,8246, 
 购买商品、接受劳务支付的现金(万元),2568,10637,7890,4880,2056,8549,6491,4400,2546,9649,7034,5358,2078,7498,6242,4414,1928,7044,5055,3033,1406,7194,4807,3136,1187,6054,4693,2070, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),2599,6384,4523,3100,1838,5247,3964,2813,1780,4390,3756,2799,1925,3888,2894,2043,1217,3317,3160,2284,1420,3122,2367,1638,907,2618,1918,1138, 
 支付的各项税费(万元),903,3896,2812,1832,691,3193,2201,1475,602,3636,2699,1730,848,3654,2758,1879,957,4492,3226,2135,1122,5338,4374,2736,1191,4905,2420,1071, 
 支付的其他与经营活动有关的现金(万元),472,2506,1922,1280,507,3738,2140,1426,712,2638,2000,1209,983,3603,2373,1359,734,3129,2344,1357,770,2979,1977,1286,688,2269,1857,722, 
 经营活动现金流出小计(万元),6542,23423,17147,11093,5093,20727,14797,10114,5640,20313,15489,11097,5834,18642,14267,9695,4837,17981,13784,8809,4718,18632,13525,8795,3973,15847,10888,5001, 
 经营活动产生的现金流量净额(万元),-843,2788,-1631,-1923,-1629,3391,344,-898,-1213,4459,1013,-496,-1268,2975,222,-1250,-1671,5427,3137,873,-1095,9824,5856,4624,2168,9115,4362,3244, 
 收回投资所收到的现金(万元),16183,62000,37000,23000,13000,13600,--,--,--,38226,33202,17303,--,--,--,--,0,--,--,--,--,--,--,--,--,--,4800,--, 
 取得投资收益所收到的现金(万元),173,597,375,216,114,229,147,93,--,1500,1475,171,79,2533,2397,255,223,1014,--,3,--,213,--,--,--,--,1,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,1,1,--,0,--,--,--,--,0,--,--,--,--,--,0, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,12854,12854,4354,2383,41599,28254,6644,6168,28532,--,--,--,--,--,0,--,--,--,1963, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),16356,62597,37375,23216,13114,13829,147,93,0,52580,47531,21828,2462,44133,30652,6899,6391,29546,0,3,0,213,0,0,0,0,4801,1963, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),680,2722,2567,1952,1120,4072,3139,1686,611,13721,4815,1266,393,1347,624,388,237,7669,6518,6512,6382,64,26,13,3,121,30,5, 
 投资所支付的现金(万元),24683,65000,42000,24000,10000,26600,16600,10000,--,39789,39766,25867,1563,1534,--,--,0,--,--,--,--,--,--,--,--,--,--,4800, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,10000,--,103,19500,10000,12854,--,--,0,16099,--,--,--,54032,--,0,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),25363,67722,44567,25952,11120,30672,19739,11686,10611,53510,44683,46633,11956,15734,624,388,237,23767,6518,6512,6382,54096,26,13,3,121,30,4805, 
 投资活动产生的现金流量净额(万元),-9007,-5125,-7192,-2735,1994,-16843,-19593,-11593,-10611,-931,2848,-24805,-9495,28399,30028,6511,6154,5779,-6518,-6509,-6382,-53882,-26,-13,-3,-121,4771,-2842, 
 吸收投资收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,59636,59636,59636,--,--,--,--, 
